act,scene,stagegroup,node,n_tokens_speaker,n_lines_speaker,n_tokens_onstage,n_lines_onstage
5,1,88,#Fabian_TN,0,0,165,24
5,1,88,#OFFICERS.1_TN,0,0,165,24
5,1,88,#OFFICERS.2_TN,0,0,165,24
5,1,89,#ATTENDANTS.OLIVIA_TN,0,0,146,20
5,1,89,#ATTENDANTS.ORSINO.Curio_TN,0,0,146,20
5,1,89,#ATTENDANTS.ORSINO_TN,0,0,146,20
5,1,89,#Antonio_TN,0,0,146,20
5,1,89,#Fabian_TN,0,0,146,20
5,1,89,#OFFICERS.1_TN,0,0,146,20
5,1,89,#OFFICERS.2_TN,0,0,146,20
5,1,89,#Priest_TN,0,0,146,20
5,1,90,#ATTENDANTS.OLIVIA_TN,0,0,129,17
5,1,90,#ATTENDANTS.ORSINO.Curio_TN,0,0,129,17
5,1,90,#ATTENDANTS.ORSINO_TN,0,0,129,17
5,1,90,#Antonio_TN,0,0,129,17
5,1,90,#Fabian_TN,0,0,129,17
5,1,90,#OFFICERS.1_TN,0,0,129,17
5,1,90,#OFFICERS.2_TN,0,0,129,17
5,1,90,#Priest_TN,0,0,129,17
5,1,90,#Viola_TN,0,0,129,17
5,1,91,#ATTENDANTS.OLIVIA_TN,0,0,538,73
5,1,91,#ATTENDANTS.ORSINO.Curio_TN,0,0,538,73
5,1,91,#ATTENDANTS.ORSINO_TN,0,0,538,73
5,1,91,#OFFICERS.1_TN,0,0,538,73
5,1,91,#OFFICERS.2_TN,0,0,538,73
5,1,91,#Priest_TN,0,0,538,73
5,1,92,#ATTENDANTS.OLIVIA_TN,0,0,278,38
5,1,92,#ATTENDANTS.ORSINO.Curio_TN,0,0,278,38
5,1,92,#ATTENDANTS.ORSINO_TN,0,0,278,38
5,1,92,#Antonio_TN,0,0,278,38
5,1,92,#OFFICERS.1_TN,0,0,278,38
5,1,92,#OFFICERS.2_TN,0,0,278,38
5,1,92,#Priest_TN,0,0,278,38
5,1,92,#Sebastian_TN,0,0,278,38
5,1,92,#Viola_TN,0,0,278,38
5,1,93,#ATTENDANTS.OLIVIA_TN,0,0,102,15
5,1,93,#ATTENDANTS.ORSINO.Curio_TN,0,0,102,15
5,1,93,#ATTENDANTS.ORSINO_TN,0,0,102,15
5,1,93,#Antonio_TN,0,0,102,15
5,1,93,#Feste_TN,0,0,102,15
5,1,93,#OFFICERS.1_TN,0,0,102,15
5,1,93,#OFFICERS.2_TN,0,0,102,15
5,1,93,#Priest_TN,0,0,102,15
5,1,93,#Sebastian_TN,0,0,102,15
5,1,93,#Viola_TN,0,0,102,15
5,1,94,#ATTENDANTS.OLIVIA_TN,0,0,421,57
5,1,94,#ATTENDANTS.ORSINO.Curio_TN,0,0,421,57
5,1,94,#ATTENDANTS.ORSINO_TN,0,0,421,57
5,1,94,#Antonio_TN,0,0,421,57
5,1,94,#OFFICERS.1_TN,0,0,421,57
5,1,94,#OFFICERS.2_TN,0,0,421,57
5,1,94,#Priest_TN,0,0,421,57
5,1,94,#Sebastian_TN,0,0,421,57
5,1,94,#Viola_TN,0,0,421,57
5,1,95,#ATTENDANTS.OLIVIA_TN,0,0,76,10
5,1,95,#ATTENDANTS.ORSINO.Curio_TN,0,0,76,10
5,1,95,#ATTENDANTS.ORSINO_TN,0,0,76,10
5,1,95,#Antonio_TN,0,0,76,10
5,1,95,#Fabian_TN,0,0,76,10
5,1,95,#Feste_TN,0,0,76,10
5,1,95,#OFFICERS.1_TN,0,0,76,10
5,1,95,#OFFICERS.2_TN,0,0,76,10
5,1,95,#Priest_TN,0,0,76,10
5,1,95,#Sebastian_TN,0,0,76,10
5,1,95,#Viola_TN,0,0,76,10
