act,scene,stagegroup,speaker,onstage,n_tokens,n_lines
4,1,60,#Westmoreland_1H4,#Archbishop_1H4 #Bedford_H5 #LordBardolph_2H4 #MESSENGERS.1_2H4 #Mowbray_2H4 #SOLDIERS.HENRY_2H4 #SOLDIERS.REBEL_2H4 #Westmoreland_1H4,17,2
4,1,61,#Archbishop_1H4,#Archbishop_1H4 #Bedford_H5 #Hastings_2H4 #LordBardolph_2H4 #MESSENGERS.1_2H4 #Mowbray_2H4 #SOLDIERS.HENRY_2H4 #SOLDIERS.REBEL_2H4 #Westmoreland_1H4,6,1
4,1,61,#Bedford_H5,#Archbishop_1H4 #Bedford_H5 #Hastings_2H4 #LordBardolph_2H4 #MESSENGERS.1_2H4 #Mowbray_2H4 #SOLDIERS.HENRY_2H4 #SOLDIERS.REBEL_2H4 #Westmoreland_1H4,91,12
4,1,61,#Hastings_2H4,#Archbishop_1H4 #Bedford_H5 #Hastings_2H4 #LordBardolph_2H4 #MESSENGERS.1_2H4 #Mowbray_2H4 #SOLDIERS.HENRY_2H4 #SOLDIERS.REBEL_2H4 #Westmoreland_1H4,32,5
4,1,61,#Mowbray_2H4,#Archbishop_1H4 #Bedford_H5 #Hastings_2H4 #LordBardolph_2H4 #MESSENGERS.1_2H4 #Mowbray_2H4 #SOLDIERS.HENRY_2H4 #SOLDIERS.REBEL_2H4 #Westmoreland_1H4,6,1
4,1,61,#Westmoreland_1H4,#Archbishop_1H4 #Bedford_H5 #Hastings_2H4 #LordBardolph_2H4 #MESSENGERS.1_2H4 #Mowbray_2H4 #SOLDIERS.HENRY_2H4 #SOLDIERS.REBEL_2H4 #Westmoreland_1H4,35,5
4,2,62,#Colevile_2H4,#Colevile_2H4 #Falstaff_1H4,32,5
4,2,62,#Falstaff_1H4,#Colevile_2H4 #Falstaff_1H4,164,18
4,2,63,#Bedford_H5,#Bedford_H5 #Blunt_2H4 #Colevile_2H4 #Falstaff_1H4 #SOLDIERS.HENRY_2H4 #Westmoreland_1H4,15,2
4,2,64,#Bedford_H5,#Bedford_H5 #Blunt_2H4 #Colevile_2H4 #Falstaff_1H4 #SOLDIERS.HENRY_2H4,62,11
4,2,64,#Colevile_2H4,#Bedford_H5 #Blunt_2H4 #Colevile_2H4 #Falstaff_1H4 #SOLDIERS.HENRY_2H4,32,4
4,2,64,#Falstaff_1H4,#Bedford_H5 #Blunt_2H4 #Colevile_2H4 #Falstaff_1H4 #SOLDIERS.HENRY_2H4,288,31
4,2,65,#Bedford_H5,#Bedford_H5 #Blunt_2H4 #Colevile_2H4 #Falstaff_1H4 #SOLDIERS.HENRY_2H4 #Westmoreland_1H4,25,4
4,2,65,#Westmoreland_1H4,#Bedford_H5 #Blunt_2H4 #Colevile_2H4 #Falstaff_1H4 #SOLDIERS.HENRY_2H4 #Westmoreland_1H4,6,1
4,2,66,#Bedford_H5,#Bedford_H5 #Falstaff_1H4 #SOLDIERS.HENRY_2H4 #Westmoreland_1H4,59,8
4,2,66,#Falstaff_1H4,#Bedford_H5 #Falstaff_1H4 #SOLDIERS.HENRY_2H4 #Westmoreland_1H4,27,4
4,2,67,#Falstaff_1H4,#Falstaff_1H4,371,41
4,2,68,#Bardolph_1H4,#Bardolph_1H4 #Falstaff_1H4,7,1
4,2,68,#Falstaff_1H4,#Bardolph_1H4 #Falstaff_1H4,38,6
4,3,69,#Clarence_2H4,#ATTENDANTS_2H4 #Clarence_2H4 #Gloucester_2H4 #HenryIV_1H4 #Warwick_2H4,31,5
4,3,69,#Gloucester_2H4,#ATTENDANTS_2H4 #Clarence_2H4 #Gloucester_2H4 #HenryIV_1H4 #Warwick_2H4,25,3
4,3,69,#HenryIV_1H4,#ATTENDANTS_2H4 #Clarence_2H4 #Gloucester_2H4 #HenryIV_1H4 #Warwick_2H4,455,63
4,3,69,#Warwick_2H4,#ATTENDANTS_2H4 #Clarence_2H4 #Gloucester_2H4 #HenryIV_1H4 #Warwick_2H4,105,15
4,3,70,#HenryIV_1H4,#ATTENDANTS_2H4 #Clarence_2H4 #Gloucester_2H4 #HenryIV_1H4 #Warwick_2H4 #Westmoreland_1H4,23,4
4,3,70,#Westmoreland_1H4,#ATTENDANTS_2H4 #Clarence_2H4 #Gloucester_2H4 #HenryIV_1H4 #Warwick_2H4 #Westmoreland_1H4,76,10
4,3,71,#Clarence_2H4,#ATTENDANTS_2H4 #Clarence_2H4 #Gloucester_2H4 #Harcourt_2H4 #HenryIV_1H4 #Warwick_2H4 #Westmoreland_1H4,78,10
4,3,71,#Gloucester_2H4,#ATTENDANTS_2H4 #Clarence_2H4 #Gloucester_2H4 #Harcourt_2H4 #HenryIV_1H4 #Warwick_2H4 #Westmoreland_1H4,42,7
4,3,71,#Harcourt_2H4,#ATTENDANTS_2H4 #Clarence_2H4 #Gloucester_2H4 #Harcourt_2H4 #HenryIV_1H4 #Warwick_2H4 #Westmoreland_1H4,64,8
4,3,71,#HenryIV_1H4,#ATTENDANTS_2H4 #Clarence_2H4 #Gloucester_2H4 #Harcourt_2H4 #HenryIV_1H4 #Warwick_2H4 #Westmoreland_1H4,138,18
4,3,71,#Warwick_2H4,#ATTENDANTS_2H4 #Clarence_2H4 #Gloucester_2H4 #Harcourt_2H4 #HenryIV_1H4 #Warwick_2H4 #Westmoreland_1H4,43,7
4,3,71,#Westmoreland_1H4,#ATTENDANTS_2H4 #Clarence_2H4 #Gloucester_2H4 #Harcourt_2H4 #HenryIV_1H4 #Warwick_2H4 #Westmoreland_1H4,8,1
4,3,72,#Clarence_2H4,#ATTENDANTS_2H4 #Clarence_2H4 #Gloucester_2H4 #Harcourt_2H4 #HenryIV_1H4 #HenryV_H5 #Warwick_2H4 #Westmoreland_1H4,14,2
4,3,72,#Gloucester_2H4,#ATTENDANTS_2H4 #Clarence_2H4 #Gloucester_2H4 #Harcourt_2H4 #HenryIV_1H4 #HenryV_H5 #Warwick_2H4 #Westmoreland_1H4,9,2
4,3,72,#HenryV_H5,#ATTENDANTS_2H4 #Clarence_2H4 #Gloucester_2H4 #Harcourt_2H4 #HenryIV_1H4 #HenryV_H5 #Warwick_2H4 #Westmoreland_1H4,47,7
4,3,72,#Warwick_2H4,#ATTENDANTS_2H4 #Clarence_2H4 #Gloucester_2H4 #Harcourt_2H4 #HenryIV_1H4 #HenryV_H5 #Warwick_2H4 #Westmoreland_1H4,28,4
4,3,73,#HenryV_H5,#HenryIV_1H4 #HenryV_H5,217,29
4,3,74,#HenryIV_1H4,#HenryIV_1H4,3,2
4,3,75,#Clarence_2H4,#ATTENDANTS_2H4 #Clarence_2H4 #Gloucester_2H4 #HenryIV_1H4 #Warwick_2H4,21,3
4,3,75,#Gloucester_2H4,#ATTENDANTS_2H4 #Clarence_2H4 #Gloucester_2H4 #HenryIV_1H4 #Warwick_2H4,9,2
4,3,75,#HenryIV_1H4,#ATTENDANTS_2H4 #Clarence_2H4 #Gloucester_2H4 #HenryIV_1H4 #Warwick_2H4,65,8
4,3,75,#Warwick_2H4,#ATTENDANTS_2H4 #Clarence_2H4 #Gloucester_2H4 #HenryIV_1H4 #Warwick_2H4,26,3
4,3,76,#HenryIV_1H4,#ATTENDANTS_2H4 #Clarence_2H4 #Gloucester_2H4 #HenryIV_1H4,124,19
4,3,77,#HenryIV_1H4,#ATTENDANTS_2H4 #Clarence_2H4 #Gloucester_2H4 #HenryIV_1H4 #Warwick_2H4,25,3
4,3,77,#Warwick_2H4,#ATTENDANTS_2H4 #Clarence_2H4 #Gloucester_2H4 #HenryIV_1H4 #Warwick_2H4,47,6
4,3,78,#HenryIV_1H4,#ATTENDANTS_2H4 #Clarence_2H4 #Gloucester_2H4 #HenryIV_1H4 #HenryV_H5 #Warwick_2H4,16,2
4,3,79,#HenryIV_1H4,#HenryIV_1H4 #HenryV_H5,718,94
4,3,79,#HenryV_H5,#HenryIV_1H4 #HenryV_H5,363,47
4,3,80,#Bedford_H5,#ATTENDANTS_2H4 #Bedford_H5 #HenryIV_1H4 #HenryV_H5,8,1
4,3,80,#HenryIV_1H4,#ATTENDANTS_2H4 #Bedford_H5 #HenryIV_1H4 #HenryV_H5,44,6
4,3,80,#HenryV_H5,#ATTENDANTS_2H4 #Bedford_H5 #HenryIV_1H4 #HenryV_H5,4,1
4,3,81,#HenryIV_1H4,#ATTENDANTS_2H4 #Bedford_H5 #HenryIV_1H4 #HenryV_H5 #Warwick_2H4,60,8
4,3,81,#Warwick_2H4,#ATTENDANTS_2H4 #Bedford_H5 #HenryIV_1H4 #HenryV_H5 #Warwick_2H4,6,1
5,1,82,#Falstaff_1H4,#Bardolph_1H4 #Falstaff_1H4 #SERVANTS.FALSTAFF.1_2H4 #Shallow_2H4,7,1
5,1,82,#Shallow_2H4,#Bardolph_1H4 #Falstaff_1H4 #SERVANTS.FALSTAFF.1_2H4 #Shallow_2H4,42,6
5,1,83,#Davy_2H4,#Bardolph_1H4 #Davy_2H4 #Falstaff_1H4 #SERVANTS.FALSTAFF.1_2H4 #Shallow_2H4,199,25
5,1,83,#Shallow_2H4,#Bardolph_1H4 #Davy_2H4 #Falstaff_1H4 #SERVANTS.FALSTAFF.1_2H4 #Shallow_2H4,148,22
5,1,84,#Bardolph_1H4,#Bardolph_1H4 #Falstaff_1H4 #SERVANTS.FALSTAFF.1_2H4 #Shallow_2H4,7,1
5,1,84,#Falstaff_1H4,#Bardolph_1H4 #Falstaff_1H4 #SERVANTS.FALSTAFF.1_2H4 #Shallow_2H4,7,1
5,1,84,#Shallow_2H4,#Bardolph_1H4 #Falstaff_1H4 #SERVANTS.FALSTAFF.1_2H4 #Shallow_2H4,36,6
5,1,85,#Falstaff_1H4,#Bardolph_1H4 #Falstaff_1H4 #SERVANTS.FALSTAFF.1_2H4,5,1
5,1,86,#Falstaff_1H4,#Falstaff_1H4,229,25
5,1,87,#Falstaff_1H4,#Falstaff_1H4 #Shallow_2H4,8,2
5,1,87,#Shallow_2H4,#Falstaff_1H4 #Shallow_2H4,2,1
5,2,88,#ChiefJustice_2H4,#ChiefJustice_2H4 #Warwick_2H4,63,9
5,2,88,#Warwick_2H4,#ChiefJustice_2H4 #Warwick_2H4,39,5
5,2,89,#Bedford_H5,#Bedford_H5 #ChiefJustice_2H4 #Clarence_2H4 #Gloucester_2H4 #Warwick_2H4,46,6
5,2,89,#ChiefJustice_2H4,#Bedford_H5 #ChiefJustice_2H4 #Clarence_2H4 #Gloucester_2H4 #Warwick_2H4,72,9
5,2,89,#Clarence_2H4,#Bedford_H5 #ChiefJustice_2H4 #Clarence_2H4 #Gloucester_2H4 #Warwick_2H4,16,2
5,2,89,#Clarence_2H4 #Gloucester_2H4,#Bedford_H5 #ChiefJustice_2H4 #Clarence_2H4 #Gloucester_2H4 #Warwick_2H4,3,1
5,2,89,#Gloucester_2H4,#Bedford_H5 #ChiefJustice_2H4 #Clarence_2H4 #Gloucester_2H4 #Warwick_2H4,27,3
5,2,89,#Warwick_2H4,#Bedford_H5 #ChiefJustice_2H4 #Clarence_2H4 #Gloucester_2H4 #Warwick_2H4,55,7
5,2,90,#Bedford_H5 #Clarence_2H4 #Gloucester_2H4,#Bedford_H5 #Blunt_2H4 #ChiefJustice_2H4 #Clarence_2H4 #Gloucester_2H4 #HenryV_H5 #Warwick_2H4,7,1
5,2,90,#ChiefJustice_2H4,#Bedford_H5 #Blunt_2H4 #ChiefJustice_2H4 #Clarence_2H4 #Gloucester_2H4 #HenryV_H5 #Warwick_2H4,254,32
5,2,90,#HenryV_H5,#Bedford_H5 #Blunt_2H4 #ChiefJustice_2H4 #Clarence_2H4 #Gloucester_2H4 #HenryV_H5 #Warwick_2H4,557,71
5,2,90,#Warwick_2H4,#Bedford_H5 #Blunt_2H4 #ChiefJustice_2H4 #Clarence_2H4 #Gloucester_2H4 #HenryV_H5 #Warwick_2H4,4,1
5,3,91,#Davy_2H4,#Bardolph_1H4 #Davy_2H4 #Falstaff_1H4 #SERVANTS.FALSTAFF.1_2H4 #Shallow_2H4 #Silence_2H4,35,4
5,3,91,#Falstaff_1H4,#Bardolph_1H4 #Davy_2H4 #Falstaff_1H4 #SERVANTS.FALSTAFF.1_2H4 #Shallow_2H4 #Silence_2H4,40,6
5,3,91,#Shallow_2H4,#Bardolph_1H4 #Davy_2H4 #Falstaff_1H4 #SERVANTS.FALSTAFF.1_2H4 #Shallow_2H4 #Silence_2H4,95,12
5,3,91,#Silence_2H4,#Bardolph_1H4 #Davy_2H4 #Falstaff_1H4 #SERVANTS.FALSTAFF.1_2H4 #Shallow_2H4 #Silence_2H4,42,7
5,3,92,#Falstaff_1H4,#Bardolph_1H4 #Falstaff_1H4 #SERVANTS.FALSTAFF.1_2H4 #Shallow_2H4 #Silence_2H4,13,2
5,3,92,#Shallow_2H4,#Bardolph_1H4 #Falstaff_1H4 #SERVANTS.FALSTAFF.1_2H4 #Shallow_2H4 #Silence_2H4,11,2
5,3,92,#Silence_2H4,#Bardolph_1H4 #Falstaff_1H4 #SERVANTS.FALSTAFF.1_2H4 #Shallow_2H4 #Silence_2H4,43,7
5,3,93,#Bardolph_1H4,#Bardolph_1H4 #Davy_2H4 #Falstaff_1H4 #SERVANTS.FALSTAFF.1_2H4 #Shallow_2H4 #Silence_2H4,18,3
5,3,93,#Davy_2H4,#Bardolph_1H4 #Davy_2H4 #Falstaff_1H4 #SERVANTS.FALSTAFF.1_2H4 #Shallow_2H4 #Silence_2H4,28,5
5,3,93,#Falstaff_1H4,#Bardolph_1H4 #Davy_2H4 #Falstaff_1H4 #SERVANTS.FALSTAFF.1_2H4 #Shallow_2H4 #Silence_2H4,12,2
5,3,93,#Shallow_2H4,#Bardolph_1H4 #Davy_2H4 #Falstaff_1H4 #SERVANTS.FALSTAFF.1_2H4 #Shallow_2H4 #Silence_2H4,92,14
5,3,93,#Silence_2H4,#Bardolph_1H4 #Davy_2H4 #Falstaff_1H4 #SERVANTS.FALSTAFF.1_2H4 #Shallow_2H4 #Silence_2H4,48,7
5,3,94,#Falstaff_1H4,#Bardolph_1H4 #Falstaff_1H4 #SERVANTS.FALSTAFF.1_2H4 #Shallow_2H4 #Silence_2H4,9,2
5,3,94,#Silence_2H4,#Bardolph_1H4 #Falstaff_1H4 #SERVANTS.FALSTAFF.1_2H4 #Shallow_2H4 #Silence_2H4,24,6
5,3,95,#Davy_2H4,#Bardolph_1H4 #Davy_2H4 #Falstaff_1H4 #SERVANTS.FALSTAFF.1_2H4 #Shallow_2H4 #Silence_2H4,14,2
5,3,95,#Falstaff_1H4,#Bardolph_1H4 #Davy_2H4 #Falstaff_1H4 #SERVANTS.FALSTAFF.1_2H4 #Shallow_2H4 #Silence_2H4,7,1
5,3,96,#Bardolph_1H4,#Bardolph_1H4 #Davy_2H4 #Falstaff_1H4 #Pistol_2H4 #SERVANTS.FALSTAFF.1_2H4 #Shallow_2H4 #Silence_2H4,12,2
5,3,96,#Falstaff_1H4,#Bardolph_1H4 #Davy_2H4 #Falstaff_1H4 #Pistol_2H4 #SERVANTS.FALSTAFF.1_2H4 #Shallow_2H4 #Silence_2H4,154,21
5,3,96,#Pistol_2H4,#Bardolph_1H4 #Davy_2H4 #Falstaff_1H4 #Pistol_2H4 #SERVANTS.FALSTAFF.1_2H4 #Shallow_2H4 #Silence_2H4,196,28
5,3,96,#Shallow_2H4,#Bardolph_1H4 #Davy_2H4 #Falstaff_1H4 #Pistol_2H4 #SERVANTS.FALSTAFF.1_2H4 #Shallow_2H4 #Silence_2H4,50,8
5,3,96,#Silence_2H4,#Bardolph_1H4 #Davy_2H4 #Falstaff_1H4 #Pistol_2H4 #SERVANTS.FALSTAFF.1_2H4 #Shallow_2H4 #Silence_2H4,18,3
5,4,97,#MistressQuickly_1H4,#BEADLES_2H4 #DollTearsheet_2H4 #MistressQuickly_1H4,26,3
5,4,98,#BEADLES.0.1_2H4,#BEADLES.0.1_2H4 #BEADLES_2H4 #DollTearsheet_2H4 #MistressQuickly_1H4,72,10
5,4,98,#DollTearsheet_2H4,#BEADLES.0.1_2H4 #BEADLES_2H4 #DollTearsheet_2H4 #MistressQuickly_1H4,88,12
5,4,98,#MistressQuickly_1H4,#BEADLES.0.1_2H4 #BEADLES_2H4 #DollTearsheet_2H4 #MistressQuickly_1H4,49,7
5,5,99,#GROOMS.1_2H4,#GROOMS.1_2H4 #GROOMS.2_2H4,16,3
5,5,99,#GROOMS.2_2H4,#GROOMS.1_2H4 #GROOMS.2_2H4,5,1
5,5,100,#Falstaff_1H4,#Bardolph_1H4 #Falstaff_1H4 #Pistol_2H4 #SERVANTS.FALSTAFF.1_2H4 #Shallow_2H4,152,19
5,5,100,#Pistol_2H4,#Bardolph_1H4 #Falstaff_1H4 #Pistol_2H4 #SERVANTS.FALSTAFF.1_2H4 #Shallow_2H4,80,10
5,5,100,#Shallow_2H4,#Bardolph_1H4 #Falstaff_1H4 #Pistol_2H4 #SERVANTS.FALSTAFF.1_2H4 #Shallow_2H4,19,5
5,5,101,#ChiefJustice_2H4,#ATTENDANTS_2H4 #Bardolph_1H4 #ChiefJustice_2H4 #Falstaff_1H4 #HenryV_H5 #Pistol_2H4 #SERVANTS.FALSTAFF.1_2H4 #Shallow_2H4,10,2
5,5,101,#Falstaff_1H4,#ATTENDANTS_2H4 #Bardolph_1H4 #ChiefJustice_2H4 #Falstaff_1H4 #HenryV_H5 #Pistol_2H4 #SERVANTS.FALSTAFF.1_2H4 #Shallow_2H4,25,3
5,5,101,#HenryV_H5,#ATTENDANTS_2H4 #Bardolph_1H4 #ChiefJustice_2H4 #Falstaff_1H4 #HenryV_H5 #Pistol_2H4 #SERVANTS.FALSTAFF.1_2H4 #Shallow_2H4,225,28
5,5,101,#Pistol_2H4,#ATTENDANTS_2H4 #Bardolph_1H4 #ChiefJustice_2H4 #Falstaff_1H4 #HenryV_H5 #Pistol_2H4 #SERVANTS.FALSTAFF.1_2H4 #Shallow_2H4,11,2
5,5,102,#Falstaff_1H4,#Bardolph_1H4 #Falstaff_1H4 #Pistol_2H4 #SERVANTS.FALSTAFF.1_2H4 #Shallow_2H4,91,11
5,5,102,#Shallow_2H4,#Bardolph_1H4 #Falstaff_1H4 #Pistol_2H4 #SERVANTS.FALSTAFF.1_2H4 #Shallow_2H4,58,7
5,5,103,#ChiefJustice_2H4,#Bardolph_1H4 #Bedford_H5 #ChiefJustice_2H4 #Falstaff_1H4 #OFFICERS_2H4 #Pistol_2H4 #SERVANTS.FALSTAFF.1_2H4 #Shallow_2H4,27,4
5,5,103,#Falstaff_1H4,#Bardolph_1H4 #Bedford_H5 #ChiefJustice_2H4 #Falstaff_1H4 #OFFICERS_2H4 #Pistol_2H4 #SERVANTS.FALSTAFF.1_2H4 #Shallow_2H4,4,1
5,5,103,#Pistol_2H4,#Bardolph_1H4 #Bedford_H5 #ChiefJustice_2H4 #Falstaff_1H4 #OFFICERS_2H4 #Pistol_2H4 #SERVANTS.FALSTAFF.1_2H4 #Shallow_2H4,7,1
5,5,104,#Bedford_H5,#Bedford_H5 #ChiefJustice_2H4,83,11
5,5,104,#ChiefJustice_2H4,#Bedford_H5 #ChiefJustice_2H4,6,2
6,0,105,#Epilogue_2H4,#Epilogue_2H4,331,36
