tag,type,n,text,xml:id,who,lemma,ana,part,rendition,prev,act,scene,onstage,stagegroup_raw,speaker
p,,,,p-0071,,,,,,,1,1,#SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom #SERVANTS.MONTAGUE.1_Rom #SERVANTS.MONTAGUE.Abram_Rom,4,
lb,,1.1.57,,ftln-0071,,,,,,,1,1,#SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom #SERVANTS.MONTAGUE.1_Rom #SERVANTS.MONTAGUE.Abram_Rom,4,#SERVANTS.MONTAGUE.Abram_Rom
w,,1.1.57,No,fs-rom-0011560,,no,#d-x,,,,1,1,#SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom #SERVANTS.MONTAGUE.1_Rom #SERVANTS.MONTAGUE.Abram_Rom,4,#SERVANTS.MONTAGUE.Abram_Rom
c,,, ,,,,,,,,1,1,#SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom #SERVANTS.MONTAGUE.1_Rom #SERVANTS.MONTAGUE.Abram_Rom,4,
w,,1.1.57,better,fs-rom-0011580,,better,#j-c,,,,1,1,#SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom #SERVANTS.MONTAGUE.1_Rom #SERVANTS.MONTAGUE.Abram_Rom,4,#SERVANTS.MONTAGUE.Abram_Rom
pc,,1.1.57,.,fs-rom-0011590,,,,,,,1,1,#SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom #SERVANTS.MONTAGUE.1_Rom #SERVANTS.MONTAGUE.Abram_Rom,4,#SERVANTS.MONTAGUE.Abram_Rom
sp,,,,sp-0072,{'#SERVANTS.CAPULET.Sampson_Rom'},,,,,,1,1,#SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom #SERVANTS.MONTAGUE.1_Rom #SERVANTS.MONTAGUE.Abram_Rom,4,#SERVANTS.CAPULET.Sampson_Rom
p,,,,p-0072,,,,,,,1,1,#SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom #SERVANTS.MONTAGUE.1_Rom #SERVANTS.MONTAGUE.Abram_Rom,4,
lb,,1.1.58,,ftln-0072,,,,,,,1,1,#SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom #SERVANTS.MONTAGUE.1_Rom #SERVANTS.MONTAGUE.Abram_Rom,4,#SERVANTS.CAPULET.Sampson_Rom
w,,1.1.58,Well,fs-rom-0011610,,well,#uh_mi,,,,1,1,#SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom #SERVANTS.MONTAGUE.1_Rom #SERVANTS.MONTAGUE.Abram_Rom,4,#SERVANTS.CAPULET.Sampson_Rom
pc,,1.1.58,",",fs-rom-0011620,,,,,,,1,1,#SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom #SERVANTS.MONTAGUE.1_Rom #SERVANTS.MONTAGUE.Abram_Rom,4,#SERVANTS.CAPULET.Sampson_Rom
c,,, ,,,,,,,,1,1,#SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom #SERVANTS.MONTAGUE.1_Rom #SERVANTS.MONTAGUE.Abram_Rom,4,
w,,1.1.58,sir,fs-rom-0011640,,sir,#n1,,,,1,1,#SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom #SERVANTS.MONTAGUE.1_Rom #SERVANTS.MONTAGUE.Abram_Rom,4,#SERVANTS.CAPULET.Sampson_Rom
pc,,1.1.58,.,fs-rom-0011650,,,,,,,1,1,#SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom #SERVANTS.MONTAGUE.1_Rom #SERVANTS.MONTAGUE.Abram_Rom,4,#SERVANTS.CAPULET.Sampson_Rom
stage,entrance,SD 1.1.58.1,,stg-0072.1,{'#Benvolio_Rom'},,,,,,1,1,#Benvolio_Rom #SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom #SERVANTS.MONTAGUE.1_Rom #SERVANTS.MONTAGUE.Abram_Rom,5,
w,,SD 1.1.58.1,Enter,fs-rom-0011660,,,,,,,1,1,#Benvolio_Rom #SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom #SERVANTS.MONTAGUE.1_Rom #SERVANTS.MONTAGUE.Abram_Rom,5,
c,,, ,,,,,,,,1,1,#Benvolio_Rom #SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom #SERVANTS.MONTAGUE.1_Rom #SERVANTS.MONTAGUE.Abram_Rom,5,
w,,SD 1.1.58.1,Benvolio,fs-rom-0011680,,,,,,,1,1,#Benvolio_Rom #SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom #SERVANTS.MONTAGUE.1_Rom #SERVANTS.MONTAGUE.Abram_Rom,5,
pc,,SD 1.1.58.1,.,fs-rom-0011690,,,,,,,1,1,#Benvolio_Rom #SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom #SERVANTS.MONTAGUE.1_Rom #SERVANTS.MONTAGUE.Abram_Rom,5,
sp,,,,sp-0073,{'#SERVANTS.CAPULET.Gregory_Rom'},,,,,,1,1,#Benvolio_Rom #SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom #SERVANTS.MONTAGUE.1_Rom #SERVANTS.MONTAGUE.Abram_Rom,5,#SERVANTS.CAPULET.Gregory_Rom
stage,delivery,SD 1.1.59,,stg-0073,,,,,,,1,1,#Benvolio_Rom #SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom #SERVANTS.MONTAGUE.1_Rom #SERVANTS.MONTAGUE.Abram_Rom,5,#SERVANTS.CAPULET.Gregory_Rom
pc,,SD 1.1.59,",",fs-rom-0011710,,,,,,,1,1,#Benvolio_Rom #SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom #SERVANTS.MONTAGUE.1_Rom #SERVANTS.MONTAGUE.Abram_Rom,5,#SERVANTS.CAPULET.Gregory_Rom
c,,, ,,,,,,,,1,1,#Benvolio_Rom #SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom #SERVANTS.MONTAGUE.1_Rom #SERVANTS.MONTAGUE.Abram_Rom,5,
w,,SD 1.1.59,aside,fs-rom-0011730,,,,,,,1,1,#Benvolio_Rom #SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom #SERVANTS.MONTAGUE.1_Rom #SERVANTS.MONTAGUE.Abram_Rom,5,#SERVANTS.CAPULET.Gregory_Rom
c,,, ,,,,,,,,1,1,#Benvolio_Rom #SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom #SERVANTS.MONTAGUE.1_Rom #SERVANTS.MONTAGUE.Abram_Rom,5,
w,,SD 1.1.59,to,fs-rom-0011750,,,,,,,1,1,#Benvolio_Rom #SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom #SERVANTS.MONTAGUE.1_Rom #SERVANTS.MONTAGUE.Abram_Rom,5,#SERVANTS.CAPULET.Gregory_Rom
c,,, ,,,,,,,,1,1,#Benvolio_Rom #SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom #SERVANTS.MONTAGUE.1_Rom #SERVANTS.MONTAGUE.Abram_Rom,5,
w,,SD 1.1.59,Sampson,fs-rom-0011770,,,,,,,1,1,#Benvolio_Rom #SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom #SERVANTS.MONTAGUE.1_Rom #SERVANTS.MONTAGUE.Abram_Rom,5,#SERVANTS.CAPULET.Gregory_Rom
p,,,,p-0073,,,,,,,1,1,#Benvolio_Rom #SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom #SERVANTS.MONTAGUE.1_Rom #SERVANTS.MONTAGUE.Abram_Rom,5,
lb,,1.1.59,,ftln-0073,,,,,,,1,1,#Benvolio_Rom #SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom #SERVANTS.MONTAGUE.1_Rom #SERVANTS.MONTAGUE.Abram_Rom,5,#SERVANTS.CAPULET.Gregory_Rom
w,,1.1.59,Say,fs-rom-0011780,,say,#vvb,,,,1,1,#Benvolio_Rom #SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom #SERVANTS.MONTAGUE.1_Rom #SERVANTS.MONTAGUE.Abram_Rom,5,#SERVANTS.CAPULET.Gregory_Rom
c,,, ,,,,,,,,1,1,#Benvolio_Rom #SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom #SERVANTS.MONTAGUE.1_Rom #SERVANTS.MONTAGUE.Abram_Rom,5,
pc,,,“,fs-rom--0002s,,,,,,,1,1,#Benvolio_Rom #SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom #SERVANTS.MONTAGUE.1_Rom #SERVANTS.MONTAGUE.Abram_Rom,5,
w,,1.1.59,better,fs-rom-0011800,,better,#av-c_j,,,,1,1,#Benvolio_Rom #SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom #SERVANTS.MONTAGUE.1_Rom #SERVANTS.MONTAGUE.Abram_Rom,5,#SERVANTS.CAPULET.Gregory_Rom
pc,,,”,fs-rom--0002e,,,,,,,1,1,#Benvolio_Rom #SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom #SERVANTS.MONTAGUE.1_Rom #SERVANTS.MONTAGUE.Abram_Rom,5,
pc,,1.1.59,;,fs-rom-0011810,,,,,,,1,1,#Benvolio_Rom #SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom #SERVANTS.MONTAGUE.1_Rom #SERVANTS.MONTAGUE.Abram_Rom,5,#SERVANTS.CAPULET.Gregory_Rom
c,,, ,,,,,,,,1,1,#Benvolio_Rom #SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom #SERVANTS.MONTAGUE.1_Rom #SERVANTS.MONTAGUE.Abram_Rom,5,
w,,1.1.59,here,fs-rom-0011830,,here,#av,,,,1,1,#Benvolio_Rom #SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom #SERVANTS.MONTAGUE.1_Rom #SERVANTS.MONTAGUE.Abram_Rom,5,#SERVANTS.CAPULET.Gregory_Rom
c,,, ,,,,,,,,1,1,#Benvolio_Rom #SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom #SERVANTS.MONTAGUE.1_Rom #SERVANTS.MONTAGUE.Abram_Rom,5,
w,,1.1.59,comes,fs-rom-0011850,,come,#vvz,,,,1,1,#Benvolio_Rom #SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom #SERVANTS.MONTAGUE.1_Rom #SERVANTS.MONTAGUE.Abram_Rom,5,#SERVANTS.CAPULET.Gregory_Rom
lb,,1.1.60,,ftln-0074,,,,,,,1,1,#Benvolio_Rom #SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom #SERVANTS.MONTAGUE.1_Rom #SERVANTS.MONTAGUE.Abram_Rom,5,#SERVANTS.CAPULET.Gregory_Rom
w,,1.1.60,one,fs-rom-0011860,,one,#crd,,,,1,1,#Benvolio_Rom #SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom #SERVANTS.MONTAGUE.1_Rom #SERVANTS.MONTAGUE.Abram_Rom,5,#SERVANTS.CAPULET.Gregory_Rom
c,,, ,,,,,,,,1,1,#Benvolio_Rom #SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom #SERVANTS.MONTAGUE.1_Rom #SERVANTS.MONTAGUE.Abram_Rom,5,
w,,1.1.60,of,fs-rom-0011880,,of,#acp-p,,,,1,1,#Benvolio_Rom #SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom #SERVANTS.MONTAGUE.1_Rom #SERVANTS.MONTAGUE.Abram_Rom,5,#SERVANTS.CAPULET.Gregory_Rom
c,,, ,,,,,,,,1,1,#Benvolio_Rom #SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom #SERVANTS.MONTAGUE.1_Rom #SERVANTS.MONTAGUE.Abram_Rom,5,
w,,1.1.60,my,fs-rom-0011900,,my,#po,,,,1,1,#Benvolio_Rom #SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom #SERVANTS.MONTAGUE.1_Rom #SERVANTS.MONTAGUE.Abram_Rom,5,#SERVANTS.CAPULET.Gregory_Rom
c,,, ,,,,,,,,1,1,#Benvolio_Rom #SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom #SERVANTS.MONTAGUE.1_Rom #SERVANTS.MONTAGUE.Abram_Rom,5,
w,,1.1.60,master’s,fs-rom-0011920,,master,#n1g,,,,1,1,#Benvolio_Rom #SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom #SERVANTS.MONTAGUE.1_Rom #SERVANTS.MONTAGUE.Abram_Rom,5,#SERVANTS.CAPULET.Gregory_Rom
c,,, ,,,,,,,,1,1,#Benvolio_Rom #SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom #SERVANTS.MONTAGUE.1_Rom #SERVANTS.MONTAGUE.Abram_Rom,5,
w,,1.1.60,kinsmen,fs-rom-0011940,,kinsman,#n2,,,,1,1,#Benvolio_Rom #SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom #SERVANTS.MONTAGUE.1_Rom #SERVANTS.MONTAGUE.Abram_Rom,5,#SERVANTS.CAPULET.Gregory_Rom
pc,,1.1.60,.,fs-rom-0011950,,,,,,,1,1,#Benvolio_Rom #SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom #SERVANTS.MONTAGUE.1_Rom #SERVANTS.MONTAGUE.Abram_Rom,5,#SERVANTS.CAPULET.Gregory_Rom
sp,,,,sp-0075,{'#SERVANTS.CAPULET.Sampson_Rom'},,,,,,1,1,#Benvolio_Rom #SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom #SERVANTS.MONTAGUE.1_Rom #SERVANTS.MONTAGUE.Abram_Rom,5,#SERVANTS.CAPULET.Sampson_Rom
p,,,,p-0075,,,,,,,1,1,#Benvolio_Rom #SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom #SERVANTS.MONTAGUE.1_Rom #SERVANTS.MONTAGUE.Abram_Rom,5,
lb,,1.1.61,,ftln-0075,,,,,,,1,1,#Benvolio_Rom #SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom #SERVANTS.MONTAGUE.1_Rom #SERVANTS.MONTAGUE.Abram_Rom,5,#SERVANTS.CAPULET.Sampson_Rom
w,,1.1.61,Yes,fs-rom-0011970,,yes,#uh,,,,1,1,#Benvolio_Rom #SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom #SERVANTS.MONTAGUE.1_Rom #SERVANTS.MONTAGUE.Abram_Rom,5,#SERVANTS.CAPULET.Sampson_Rom
pc,,1.1.61,",",fs-rom-0011980,,,,,,,1,1,#Benvolio_Rom #SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom #SERVANTS.MONTAGUE.1_Rom #SERVANTS.MONTAGUE.Abram_Rom,5,#SERVANTS.CAPULET.Sampson_Rom
c,,, ,,,,,,,,1,1,#Benvolio_Rom #SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom #SERVANTS.MONTAGUE.1_Rom #SERVANTS.MONTAGUE.Abram_Rom,5,
w,,1.1.61,better,fs-rom-0012000,,better,#av-c_j,,,,1,1,#Benvolio_Rom #SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom #SERVANTS.MONTAGUE.1_Rom #SERVANTS.MONTAGUE.Abram_Rom,5,#SERVANTS.CAPULET.Sampson_Rom
pc,,1.1.61,",",fs-rom-0012010,,,,,,,1,1,#Benvolio_Rom #SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom #SERVANTS.MONTAGUE.1_Rom #SERVANTS.MONTAGUE.Abram_Rom,5,#SERVANTS.CAPULET.Sampson_Rom
c,,, ,,,,,,,,1,1,#Benvolio_Rom #SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom #SERVANTS.MONTAGUE.1_Rom #SERVANTS.MONTAGUE.Abram_Rom,5,
w,,1.1.61,sir,fs-rom-0012030,,sir,#n1,,,,1,1,#Benvolio_Rom #SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom #SERVANTS.MONTAGUE.1_Rom #SERVANTS.MONTAGUE.Abram_Rom,5,#SERVANTS.CAPULET.Sampson_Rom
pc,,1.1.61,.,fs-rom-0012040,,,,,,,1,1,#Benvolio_Rom #SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom #SERVANTS.MONTAGUE.1_Rom #SERVANTS.MONTAGUE.Abram_Rom,5,#SERVANTS.CAPULET.Sampson_Rom
sp,,,,sp-0076,{'#SERVANTS.MONTAGUE.Abram_Rom'},,,,,,1,1,#Benvolio_Rom #SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom #SERVANTS.MONTAGUE.1_Rom #SERVANTS.MONTAGUE.Abram_Rom,5,#SERVANTS.MONTAGUE.Abram_Rom
p,,,,p-0076,,,,,,,1,1,#Benvolio_Rom #SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom #SERVANTS.MONTAGUE.1_Rom #SERVANTS.MONTAGUE.Abram_Rom,5,
lb,,1.1.62,,ftln-0076,,,,,,,1,1,#Benvolio_Rom #SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom #SERVANTS.MONTAGUE.1_Rom #SERVANTS.MONTAGUE.Abram_Rom,5,#SERVANTS.MONTAGUE.Abram_Rom
w,,1.1.62,You,fs-rom-0012060,,you,#pn,,,,1,1,#Benvolio_Rom #SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom #SERVANTS.MONTAGUE.1_Rom #SERVANTS.MONTAGUE.Abram_Rom,5,#SERVANTS.MONTAGUE.Abram_Rom
c,,, ,,,,,,,,1,1,#Benvolio_Rom #SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom #SERVANTS.MONTAGUE.1_Rom #SERVANTS.MONTAGUE.Abram_Rom,5,
w,,1.1.62,lie,fs-rom-0012080,,lie,#vvb,,,,1,1,#Benvolio_Rom #SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom #SERVANTS.MONTAGUE.1_Rom #SERVANTS.MONTAGUE.Abram_Rom,5,#SERVANTS.MONTAGUE.Abram_Rom
pc,,1.1.62,.,fs-rom-0012090,,,,,,,1,1,#Benvolio_Rom #SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom #SERVANTS.MONTAGUE.1_Rom #SERVANTS.MONTAGUE.Abram_Rom,5,#SERVANTS.MONTAGUE.Abram_Rom
sp,,,,sp-0077,{'#SERVANTS.CAPULET.Sampson_Rom'},,,,,,1,1,#Benvolio_Rom #SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom #SERVANTS.MONTAGUE.1_Rom #SERVANTS.MONTAGUE.Abram_Rom,5,#SERVANTS.CAPULET.Sampson_Rom
p,,,,p-0077,,,,,,,1,1,#Benvolio_Rom #SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom #SERVANTS.MONTAGUE.1_Rom #SERVANTS.MONTAGUE.Abram_Rom,5,
lb,,1.1.63,,ftln-0077,,,,,,,1,1,#Benvolio_Rom #SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom #SERVANTS.MONTAGUE.1_Rom #SERVANTS.MONTAGUE.Abram_Rom,5,#SERVANTS.CAPULET.Sampson_Rom
w,,1.1.63,Draw,fs-rom-0012110,,draw,#vvb,,,,1,1,#Benvolio_Rom #SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom #SERVANTS.MONTAGUE.1_Rom #SERVANTS.MONTAGUE.Abram_Rom,5,#SERVANTS.CAPULET.Sampson_Rom
c,,, ,,,,,,,,1,1,#Benvolio_Rom #SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom #SERVANTS.MONTAGUE.1_Rom #SERVANTS.MONTAGUE.Abram_Rom,5,
w,,1.1.63,if,fs-rom-0012130,,if,#cs,,,,1,1,#Benvolio_Rom #SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom #SERVANTS.MONTAGUE.1_Rom #SERVANTS.MONTAGUE.Abram_Rom,5,#SERVANTS.CAPULET.Sampson_Rom
c,,, ,,,,,,,,1,1,#Benvolio_Rom #SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom #SERVANTS.MONTAGUE.1_Rom #SERVANTS.MONTAGUE.Abram_Rom,5,
w,,1.1.63,you,fs-rom-0012150,,you,#pn,,,,1,1,#Benvolio_Rom #SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom #SERVANTS.MONTAGUE.1_Rom #SERVANTS.MONTAGUE.Abram_Rom,5,#SERVANTS.CAPULET.Sampson_Rom
c,,, ,,,,,,,,1,1,#Benvolio_Rom #SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom #SERVANTS.MONTAGUE.1_Rom #SERVANTS.MONTAGUE.Abram_Rom,5,
w,,1.1.63,be,fs-rom-0012170,,be,#vvb,,,,1,1,#Benvolio_Rom #SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom #SERVANTS.MONTAGUE.1_Rom #SERVANTS.MONTAGUE.Abram_Rom,5,#SERVANTS.CAPULET.Sampson_Rom
c,,, ,,,,,,,,1,1,#Benvolio_Rom #SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom #SERVANTS.MONTAGUE.1_Rom #SERVANTS.MONTAGUE.Abram_Rom,5,
w,,1.1.63,men,fs-rom-0012190,,man,#n2,,,,1,1,#Benvolio_Rom #SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom #SERVANTS.MONTAGUE.1_Rom #SERVANTS.MONTAGUE.Abram_Rom,5,#SERVANTS.CAPULET.Sampson_Rom
pc,,1.1.63,.,fs-rom-0012200,,,,,,,1,1,#Benvolio_Rom #SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom #SERVANTS.MONTAGUE.1_Rom #SERVANTS.MONTAGUE.Abram_Rom,5,#SERVANTS.CAPULET.Sampson_Rom
pc,,1.1.63,—,fs-rom-0012210,,,,,,,1,1,#Benvolio_Rom #SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom #SERVANTS.MONTAGUE.1_Rom #SERVANTS.MONTAGUE.Abram_Rom,5,#SERVANTS.CAPULET.Sampson_Rom
w,,1.1.63,Gregory,fs-rom-0012220,,Gregory,#n1-nn,,,,1,1,#Benvolio_Rom #SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom #SERVANTS.MONTAGUE.1_Rom #SERVANTS.MONTAGUE.Abram_Rom,5,#SERVANTS.CAPULET.Sampson_Rom
pc,,1.1.63,",",fs-rom-0012230,,,,,,,1,1,#Benvolio_Rom #SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom #SERVANTS.MONTAGUE.1_Rom #SERVANTS.MONTAGUE.Abram_Rom,5,#SERVANTS.CAPULET.Sampson_Rom
c,,, ,,,,,,,,1,1,#Benvolio_Rom #SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom #SERVANTS.MONTAGUE.1_Rom #SERVANTS.MONTAGUE.Abram_Rom,5,
w,,1.1.63,remember,fs-rom-0012250,,remember,#vvb,,,,1,1,#Benvolio_Rom #SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom #SERVANTS.MONTAGUE.1_Rom #SERVANTS.MONTAGUE.Abram_Rom,5,#SERVANTS.CAPULET.Sampson_Rom
lb,,1.1.64,,ftln-0078,,,,,,,1,1,#Benvolio_Rom #SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom #SERVANTS.MONTAGUE.1_Rom #SERVANTS.MONTAGUE.Abram_Rom,5,#SERVANTS.CAPULET.Sampson_Rom
w,,1.1.64,thy,fs-rom-0012260,,thy,#po,,,,1,1,#Benvolio_Rom #SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom #SERVANTS.MONTAGUE.1_Rom #SERVANTS.MONTAGUE.Abram_Rom,5,#SERVANTS.CAPULET.Sampson_Rom
c,,, ,,,,,,,,1,1,#Benvolio_Rom #SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom #SERVANTS.MONTAGUE.1_Rom #SERVANTS.MONTAGUE.Abram_Rom,5,
w,,1.1.64,washing,fs-rom-0012280,,wash,#n1_vg,,,,1,1,#Benvolio_Rom #SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom #SERVANTS.MONTAGUE.1_Rom #SERVANTS.MONTAGUE.Abram_Rom,5,#SERVANTS.CAPULET.Sampson_Rom
c,,, ,,,,,,,,1,1,#Benvolio_Rom #SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom #SERVANTS.MONTAGUE.1_Rom #SERVANTS.MONTAGUE.Abram_Rom,5,
w,,1.1.64,blow,fs-rom-0012300,,blow,#n1,,,,1,1,#Benvolio_Rom #SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom #SERVANTS.MONTAGUE.1_Rom #SERVANTS.MONTAGUE.Abram_Rom,5,#SERVANTS.CAPULET.Sampson_Rom
pc,,1.1.64,.,fs-rom-0012310,,,,,,,1,1,#Benvolio_Rom #SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom #SERVANTS.MONTAGUE.1_Rom #SERVANTS.MONTAGUE.Abram_Rom,5,#SERVANTS.CAPULET.Sampson_Rom
stage,business,SD 1.1.64,,stg-0078,"{'#SERVANTS.CAPULET.Sampson_Rom', '#SERVANTS.MONTAGUE.1_Rom', '#SERVANTS.MONTAGUE.Abram_Rom', '#SERVANTS.CAPULET.Gregory_Rom'}",,,,,,1,1,#Benvolio_Rom #SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom #SERVANTS.MONTAGUE.1_Rom #SERVANTS.MONTAGUE.Abram_Rom,5,
w,,SD 1.1.64,They,fs-rom-0012320,,,,,,,1,1,#Benvolio_Rom #SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom #SERVANTS.MONTAGUE.1_Rom #SERVANTS.MONTAGUE.Abram_Rom,5,
