tag,type,n,text,xml:id,who,lemma,ana,prev,part,rendition,act,scene,onstage,stagegroup_raw,speaker
c,,, ,,,,,,,,5,2,#Armado_LLL #Berowne_LLL #Boy_LLL #Boyet_LLL #Costard_LLL #Dumaine_LLL #Katherine_LLL #King_LLL #Longaville_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,71,
w,,5.2.788,and,fs-lll-0428640,,and,#cc,,,,5,2,#Armado_LLL #Berowne_LLL #Boy_LLL #Boyet_LLL #Costard_LLL #Dumaine_LLL #Katherine_LLL #King_LLL #Longaville_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,71,#Boyet_LLL
c,,, ,,,,,,,,5,2,#Armado_LLL #Berowne_LLL #Boy_LLL #Boyet_LLL #Costard_LLL #Dumaine_LLL #Katherine_LLL #King_LLL #Longaville_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,71,
w,,5.2.788,that,fs-lll-0428660,,that,#d,,,,5,2,#Armado_LLL #Berowne_LLL #Boy_LLL #Boyet_LLL #Costard_LLL #Dumaine_LLL #Katherine_LLL #King_LLL #Longaville_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,71,#Boyet_LLL
c,,, ,,,,,,,,5,2,#Armado_LLL #Berowne_LLL #Boy_LLL #Boyet_LLL #Costard_LLL #Dumaine_LLL #Katherine_LLL #King_LLL #Longaville_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,71,
w,,5.2.788,he,fs-lll-0428680,,he,#pns,,,,5,2,#Armado_LLL #Berowne_LLL #Boy_LLL #Boyet_LLL #Costard_LLL #Dumaine_LLL #Katherine_LLL #King_LLL #Longaville_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,71,#Boyet_LLL
c,,, ,,,,,,,,5,2,#Armado_LLL #Berowne_LLL #Boy_LLL #Boyet_LLL #Costard_LLL #Dumaine_LLL #Katherine_LLL #King_LLL #Longaville_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,71,
w,,5.2.788,wears,fs-lll-0428700,,wear,#vvz,,,,5,2,#Armado_LLL #Berowne_LLL #Boy_LLL #Boyet_LLL #Costard_LLL #Dumaine_LLL #Katherine_LLL #King_LLL #Longaville_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,71,#Boyet_LLL
lb,,5.2.789,,ftln-2686,,,,,,,5,2,#Armado_LLL #Berowne_LLL #Boy_LLL #Boyet_LLL #Costard_LLL #Dumaine_LLL #Katherine_LLL #King_LLL #Longaville_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,71,#Boyet_LLL
w,,5.2.789,next,fs-lll-0428710,,next,#ord,,,,5,2,#Armado_LLL #Berowne_LLL #Boy_LLL #Boyet_LLL #Costard_LLL #Dumaine_LLL #Katherine_LLL #King_LLL #Longaville_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,71,#Boyet_LLL
c,,, ,,,,,,,,5,2,#Armado_LLL #Berowne_LLL #Boy_LLL #Boyet_LLL #Costard_LLL #Dumaine_LLL #Katherine_LLL #King_LLL #Longaville_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,71,
w,,5.2.789,his,fs-lll-0428730,,his,#po,,,,5,2,#Armado_LLL #Berowne_LLL #Boy_LLL #Boyet_LLL #Costard_LLL #Dumaine_LLL #Katherine_LLL #King_LLL #Longaville_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,71,#Boyet_LLL
c,,, ,,,,,,,,5,2,#Armado_LLL #Berowne_LLL #Boy_LLL #Boyet_LLL #Costard_LLL #Dumaine_LLL #Katherine_LLL #King_LLL #Longaville_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,71,
w,,5.2.789,heart,fs-lll-0428750,,heart,#n1,,,,5,2,#Armado_LLL #Berowne_LLL #Boy_LLL #Boyet_LLL #Costard_LLL #Dumaine_LLL #Katherine_LLL #King_LLL #Longaville_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,71,#Boyet_LLL
c,,, ,,,,,,,,5,2,#Armado_LLL #Berowne_LLL #Boy_LLL #Boyet_LLL #Costard_LLL #Dumaine_LLL #Katherine_LLL #King_LLL #Longaville_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,71,
w,,5.2.789,for,fs-lll-0428770,,for,#acp-p,,,,5,2,#Armado_LLL #Berowne_LLL #Boy_LLL #Boyet_LLL #Costard_LLL #Dumaine_LLL #Katherine_LLL #King_LLL #Longaville_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,71,#Boyet_LLL
c,,, ,,,,,,,,5,2,#Armado_LLL #Berowne_LLL #Boy_LLL #Boyet_LLL #Costard_LLL #Dumaine_LLL #Katherine_LLL #King_LLL #Longaville_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,71,
w,,5.2.789,a,fs-lll-0428790,,a,#d,,,,5,2,#Armado_LLL #Berowne_LLL #Boy_LLL #Boyet_LLL #Costard_LLL #Dumaine_LLL #Katherine_LLL #King_LLL #Longaville_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,71,#Boyet_LLL
c,,, ,,,,,,,,5,2,#Armado_LLL #Berowne_LLL #Boy_LLL #Boyet_LLL #Costard_LLL #Dumaine_LLL #Katherine_LLL #King_LLL #Longaville_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,71,
w,,5.2.789,favor,fs-lll-0428810,,favour,#n1,,,,5,2,#Armado_LLL #Berowne_LLL #Boy_LLL #Boyet_LLL #Costard_LLL #Dumaine_LLL #Katherine_LLL #King_LLL #Longaville_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,71,#Boyet_LLL
pc,,5.2.789,.,fs-lll-0428820,,,,,,,5,2,#Armado_LLL #Berowne_LLL #Boy_LLL #Boyet_LLL #Costard_LLL #Dumaine_LLL #Katherine_LLL #King_LLL #Longaville_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,71,#Boyet_LLL
stage,entrance,SD 5.2.789.1,,stg-2686.1,{'#Marcade_LLL'},,,,,,5,2,#Armado_LLL #Berowne_LLL #Boy_LLL #Boyet_LLL #Costard_LLL #Dumaine_LLL #Katherine_LLL #King_LLL #Longaville_LLL #Marcade_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,72,
w,,SD 5.2.789.1,Enter,fs-lll-0428830,,,,,,,5,2,#Armado_LLL #Berowne_LLL #Boy_LLL #Boyet_LLL #Costard_LLL #Dumaine_LLL #Katherine_LLL #King_LLL #Longaville_LLL #Marcade_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,72,
c,,, ,,,,,,,,5,2,#Armado_LLL #Berowne_LLL #Boy_LLL #Boyet_LLL #Costard_LLL #Dumaine_LLL #Katherine_LLL #King_LLL #Longaville_LLL #Marcade_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,72,
w,,SD 5.2.789.1,a,fs-lll-0428850,,,,,,,5,2,#Armado_LLL #Berowne_LLL #Boy_LLL #Boyet_LLL #Costard_LLL #Dumaine_LLL #Katherine_LLL #King_LLL #Longaville_LLL #Marcade_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,72,
c,,, ,,,,,,,,5,2,#Armado_LLL #Berowne_LLL #Boy_LLL #Boyet_LLL #Costard_LLL #Dumaine_LLL #Katherine_LLL #King_LLL #Longaville_LLL #Marcade_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,72,
w,,SD 5.2.789.1,Messenger,fs-lll-0428870,,,,,,,5,2,#Armado_LLL #Berowne_LLL #Boy_LLL #Boyet_LLL #Costard_LLL #Dumaine_LLL #Katherine_LLL #King_LLL #Longaville_LLL #Marcade_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,72,
pc,,SD 5.2.789.1,",",fs-lll-0428880,,,,,,,5,2,#Armado_LLL #Berowne_LLL #Boy_LLL #Boyet_LLL #Costard_LLL #Dumaine_LLL #Katherine_LLL #King_LLL #Longaville_LLL #Marcade_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,72,
c,,, ,,,,,,,,5,2,#Armado_LLL #Berowne_LLL #Boy_LLL #Boyet_LLL #Costard_LLL #Dumaine_LLL #Katherine_LLL #King_LLL #Longaville_LLL #Marcade_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,72,
w,,SD 5.2.789.1,Monsieur,fs-lll-0428900,,,,,,,5,2,#Armado_LLL #Berowne_LLL #Boy_LLL #Boyet_LLL #Costard_LLL #Dumaine_LLL #Katherine_LLL #King_LLL #Longaville_LLL #Marcade_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,72,
c,,, ,,,,,,,,5,2,#Armado_LLL #Berowne_LLL #Boy_LLL #Boyet_LLL #Costard_LLL #Dumaine_LLL #Katherine_LLL #King_LLL #Longaville_LLL #Marcade_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,72,
w,,SD 5.2.789.1,Marcade,fs-lll-0428920,,,,,,,5,2,#Armado_LLL #Berowne_LLL #Boy_LLL #Boyet_LLL #Costard_LLL #Dumaine_LLL #Katherine_LLL #King_LLL #Longaville_LLL #Marcade_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,72,
pc,,SD 5.2.789.1,.,fs-lll-0428930,,,,,,,5,2,#Armado_LLL #Berowne_LLL #Boy_LLL #Boyet_LLL #Costard_LLL #Dumaine_LLL #Katherine_LLL #King_LLL #Longaville_LLL #Marcade_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,72,
sp,,,,sp-2687,{'#Marcade_LLL'},,,,,,5,2,#Armado_LLL #Berowne_LLL #Boy_LLL #Boyet_LLL #Costard_LLL #Dumaine_LLL #Katherine_LLL #King_LLL #Longaville_LLL #Marcade_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,72,#Marcade_LLL
stage,delivery,SD 5.2.790,,stg-2687,,,,,,,5,2,#Armado_LLL #Berowne_LLL #Boy_LLL #Boyet_LLL #Costard_LLL #Dumaine_LLL #Katherine_LLL #King_LLL #Longaville_LLL #Marcade_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,72,#Marcade_LLL
pc,,SD 5.2.790,",",fs-lll-0428950,,,,,,,5,2,#Armado_LLL #Berowne_LLL #Boy_LLL #Boyet_LLL #Costard_LLL #Dumaine_LLL #Katherine_LLL #King_LLL #Longaville_LLL #Marcade_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,72,#Marcade_LLL
c,,, ,,,,,,,,5,2,#Armado_LLL #Berowne_LLL #Boy_LLL #Boyet_LLL #Costard_LLL #Dumaine_LLL #Katherine_LLL #King_LLL #Longaville_LLL #Marcade_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,72,
w,,SD 5.2.790,to,fs-lll-0428970,,,,,,,5,2,#Armado_LLL #Berowne_LLL #Boy_LLL #Boyet_LLL #Costard_LLL #Dumaine_LLL #Katherine_LLL #King_LLL #Longaville_LLL #Marcade_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,72,#Marcade_LLL
c,,, ,,,,,,,,5,2,#Armado_LLL #Berowne_LLL #Boy_LLL #Boyet_LLL #Costard_LLL #Dumaine_LLL #Katherine_LLL #King_LLL #Longaville_LLL #Marcade_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,72,
w,,SD 5.2.790,Princess,fs-lll-0428990,,,,,,,5,2,#Armado_LLL #Berowne_LLL #Boy_LLL #Boyet_LLL #Costard_LLL #Dumaine_LLL #Katherine_LLL #King_LLL #Longaville_LLL #Marcade_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,72,#Marcade_LLL
l,,5.2.790,,ftln-2687,,,#short,,,,5,2,#Armado_LLL #Berowne_LLL #Boy_LLL #Boyet_LLL #Costard_LLL #Dumaine_LLL #Katherine_LLL #King_LLL #Longaville_LLL #Marcade_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,72,#Marcade_LLL
w,,5.2.790,God,fs-lll-0429000,,God,#n1-nn,,,,5,2,#Armado_LLL #Berowne_LLL #Boy_LLL #Boyet_LLL #Costard_LLL #Dumaine_LLL #Katherine_LLL #King_LLL #Longaville_LLL #Marcade_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,72,#Marcade_LLL
c,,, ,,,,,,,,5,2,#Armado_LLL #Berowne_LLL #Boy_LLL #Boyet_LLL #Costard_LLL #Dumaine_LLL #Katherine_LLL #King_LLL #Longaville_LLL #Marcade_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,72,
w,,5.2.790,save,fs-lll-0429020,,save,#vvb,,,,5,2,#Armado_LLL #Berowne_LLL #Boy_LLL #Boyet_LLL #Costard_LLL #Dumaine_LLL #Katherine_LLL #King_LLL #Longaville_LLL #Marcade_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,72,#Marcade_LLL
c,,, ,,,,,,,,5,2,#Armado_LLL #Berowne_LLL #Boy_LLL #Boyet_LLL #Costard_LLL #Dumaine_LLL #Katherine_LLL #King_LLL #Longaville_LLL #Marcade_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,72,
w,,5.2.790,you,fs-lll-0429040,,you,#pn,,,,5,2,#Armado_LLL #Berowne_LLL #Boy_LLL #Boyet_LLL #Costard_LLL #Dumaine_LLL #Katherine_LLL #King_LLL #Longaville_LLL #Marcade_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,72,#Marcade_LLL
pc,,5.2.790,",",fs-lll-0429050,,,,,,,5,2,#Armado_LLL #Berowne_LLL #Boy_LLL #Boyet_LLL #Costard_LLL #Dumaine_LLL #Katherine_LLL #King_LLL #Longaville_LLL #Marcade_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,72,#Marcade_LLL
c,,, ,,,,,,,,5,2,#Armado_LLL #Berowne_LLL #Boy_LLL #Boyet_LLL #Costard_LLL #Dumaine_LLL #Katherine_LLL #King_LLL #Longaville_LLL #Marcade_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,72,
w,,5.2.790,madam,fs-lll-0429070,,madam,#n1,,,,5,2,#Armado_LLL #Berowne_LLL #Boy_LLL #Boyet_LLL #Costard_LLL #Dumaine_LLL #Katherine_LLL #King_LLL #Longaville_LLL #Marcade_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,72,#Marcade_LLL
pc,,5.2.790,.,fs-lll-0429080,,,,,,,5,2,#Armado_LLL #Berowne_LLL #Boy_LLL #Boyet_LLL #Costard_LLL #Dumaine_LLL #Katherine_LLL #King_LLL #Longaville_LLL #Marcade_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,72,#Marcade_LLL
sp,,,,sp-2688,{'#Princess_LLL'},,,,,,5,2,#Armado_LLL #Berowne_LLL #Boy_LLL #Boyet_LLL #Costard_LLL #Dumaine_LLL #Katherine_LLL #King_LLL #Longaville_LLL #Marcade_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,72,#Princess_LLL
l,,5.2.791,,ftln-2688,,,#short,,,,5,2,#Armado_LLL #Berowne_LLL #Boy_LLL #Boyet_LLL #Costard_LLL #Dumaine_LLL #Katherine_LLL #King_LLL #Longaville_LLL #Marcade_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,72,#Princess_LLL
w,,5.2.791,Welcome,fs-lll-0429100,,welcome,#uh_j,,,,5,2,#Armado_LLL #Berowne_LLL #Boy_LLL #Boyet_LLL #Costard_LLL #Dumaine_LLL #Katherine_LLL #King_LLL #Longaville_LLL #Marcade_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,72,#Princess_LLL
pc,,5.2.791,",",fs-lll-0429110,,,,,,,5,2,#Armado_LLL #Berowne_LLL #Boy_LLL #Boyet_LLL #Costard_LLL #Dumaine_LLL #Katherine_LLL #King_LLL #Longaville_LLL #Marcade_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,72,#Princess_LLL
c,,, ,,,,,,,,5,2,#Armado_LLL #Berowne_LLL #Boy_LLL #Boyet_LLL #Costard_LLL #Dumaine_LLL #Katherine_LLL #King_LLL #Longaville_LLL #Marcade_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,72,
w,,5.2.791,Marcade,fs-lll-0429130,,Mercade,#n1-nn,,,,5,2,#Armado_LLL #Berowne_LLL #Boy_LLL #Boyet_LLL #Costard_LLL #Dumaine_LLL #Katherine_LLL #King_LLL #Longaville_LLL #Marcade_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,72,#Princess_LLL
pc,,5.2.791,",",fs-lll-0429140,,,,,,,5,2,#Armado_LLL #Berowne_LLL #Boy_LLL #Boyet_LLL #Costard_LLL #Dumaine_LLL #Katherine_LLL #King_LLL #Longaville_LLL #Marcade_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,72,#Princess_LLL
l,,5.2.792,,ftln-2689,,,,,,,5,2,#Armado_LLL #Berowne_LLL #Boy_LLL #Boyet_LLL #Costard_LLL #Dumaine_LLL #Katherine_LLL #King_LLL #Longaville_LLL #Marcade_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,72,#Princess_LLL
w,,5.2.792,But,fs-lll-0429150,,but,#acp-cc,,,,5,2,#Armado_LLL #Berowne_LLL #Boy_LLL #Boyet_LLL #Costard_LLL #Dumaine_LLL #Katherine_LLL #King_LLL #Longaville_LLL #Marcade_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,72,#Princess_LLL
c,,, ,,,,,,,,5,2,#Armado_LLL #Berowne_LLL #Boy_LLL #Boyet_LLL #Costard_LLL #Dumaine_LLL #Katherine_LLL #King_LLL #Longaville_LLL #Marcade_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,72,
w,,5.2.792,that,fs-lll-0429170,,that,#cs,,,,5,2,#Armado_LLL #Berowne_LLL #Boy_LLL #Boyet_LLL #Costard_LLL #Dumaine_LLL #Katherine_LLL #King_LLL #Longaville_LLL #Marcade_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,72,#Princess_LLL
c,,, ,,,,,,,,5,2,#Armado_LLL #Berowne_LLL #Boy_LLL #Boyet_LLL #Costard_LLL #Dumaine_LLL #Katherine_LLL #King_LLL #Longaville_LLL #Marcade_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,72,
w,,5.2.792,thou,fs-lll-0429190,,thou,#pns,,,,5,2,#Armado_LLL #Berowne_LLL #Boy_LLL #Boyet_LLL #Costard_LLL #Dumaine_LLL #Katherine_LLL #King_LLL #Longaville_LLL #Marcade_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,72,#Princess_LLL
c,,, ,,,,,,,,5,2,#Armado_LLL #Berowne_LLL #Boy_LLL #Boyet_LLL #Costard_LLL #Dumaine_LLL #Katherine_LLL #King_LLL #Longaville_LLL #Marcade_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,72,
w,,5.2.792,interruptest,fs-lll-0429210,,interrupt,#vv2,,,,5,2,#Armado_LLL #Berowne_LLL #Boy_LLL #Boyet_LLL #Costard_LLL #Dumaine_LLL #Katherine_LLL #King_LLL #Longaville_LLL #Marcade_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,72,#Princess_LLL
c,,, ,,,,,,,,5,2,#Armado_LLL #Berowne_LLL #Boy_LLL #Boyet_LLL #Costard_LLL #Dumaine_LLL #Katherine_LLL #King_LLL #Longaville_LLL #Marcade_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,72,
w,,5.2.792,our,fs-lll-0429230,,our,#po,,,,5,2,#Armado_LLL #Berowne_LLL #Boy_LLL #Boyet_LLL #Costard_LLL #Dumaine_LLL #Katherine_LLL #King_LLL #Longaville_LLL #Marcade_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,72,#Princess_LLL
c,,, ,,,,,,,,5,2,#Armado_LLL #Berowne_LLL #Boy_LLL #Boyet_LLL #Costard_LLL #Dumaine_LLL #Katherine_LLL #King_LLL #Longaville_LLL #Marcade_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,72,
w,,5.2.792,merriment,fs-lll-0429250,,merriment,#n1,,,,5,2,#Armado_LLL #Berowne_LLL #Boy_LLL #Boyet_LLL #Costard_LLL #Dumaine_LLL #Katherine_LLL #King_LLL #Longaville_LLL #Marcade_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,72,#Princess_LLL
pc,,5.2.792,.,fs-lll-0429260,,,,,,,5,2,#Armado_LLL #Berowne_LLL #Boy_LLL #Boyet_LLL #Costard_LLL #Dumaine_LLL #Katherine_LLL #King_LLL #Longaville_LLL #Marcade_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,72,#Princess_LLL
sp,,,,sp-2690,{'#Marcade_LLL'},,,,,,5,2,#Armado_LLL #Berowne_LLL #Boy_LLL #Boyet_LLL #Costard_LLL #Dumaine_LLL #Katherine_LLL #King_LLL #Longaville_LLL #Marcade_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,72,#Marcade_LLL
l,,5.2.793,,ftln-2690,,,,,,,5,2,#Armado_LLL #Berowne_LLL #Boy_LLL #Boyet_LLL #Costard_LLL #Dumaine_LLL #Katherine_LLL #King_LLL #Longaville_LLL #Marcade_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,72,#Marcade_LLL
w,,5.2.793,I,fs-lll-0429280,,i,#pns,,,,5,2,#Armado_LLL #Berowne_LLL #Boy_LLL #Boyet_LLL #Costard_LLL #Dumaine_LLL #Katherine_LLL #King_LLL #Longaville_LLL #Marcade_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,72,#Marcade_LLL
c,,, ,,,,,,,,5,2,#Armado_LLL #Berowne_LLL #Boy_LLL #Boyet_LLL #Costard_LLL #Dumaine_LLL #Katherine_LLL #King_LLL #Longaville_LLL #Marcade_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,72,
w,,5.2.793,am,fs-lll-0429300,,be,#vvm,,,,5,2,#Armado_LLL #Berowne_LLL #Boy_LLL #Boyet_LLL #Costard_LLL #Dumaine_LLL #Katherine_LLL #King_LLL #Longaville_LLL #Marcade_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,72,#Marcade_LLL
c,,, ,,,,,,,,5,2,#Armado_LLL #Berowne_LLL #Boy_LLL #Boyet_LLL #Costard_LLL #Dumaine_LLL #Katherine_LLL #King_LLL #Longaville_LLL #Marcade_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,72,
w,,5.2.793,sorry,fs-lll-0429320,,sorry,#j,,,,5,2,#Armado_LLL #Berowne_LLL #Boy_LLL #Boyet_LLL #Costard_LLL #Dumaine_LLL #Katherine_LLL #King_LLL #Longaville_LLL #Marcade_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,72,#Marcade_LLL
pc,,5.2.793,",",fs-lll-0429330,,,,,,,5,2,#Armado_LLL #Berowne_LLL #Boy_LLL #Boyet_LLL #Costard_LLL #Dumaine_LLL #Katherine_LLL #King_LLL #Longaville_LLL #Marcade_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,72,#Marcade_LLL
c,,, ,,,,,,,,5,2,#Armado_LLL #Berowne_LLL #Boy_LLL #Boyet_LLL #Costard_LLL #Dumaine_LLL #Katherine_LLL #King_LLL #Longaville_LLL #Marcade_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,72,
w,,5.2.793,madam,fs-lll-0429350,,madam,#n1,,,,5,2,#Armado_LLL #Berowne_LLL #Boy_LLL #Boyet_LLL #Costard_LLL #Dumaine_LLL #Katherine_LLL #King_LLL #Longaville_LLL #Marcade_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,72,#Marcade_LLL
pc,,5.2.793,",",fs-lll-0429360,,,,,,,5,2,#Armado_LLL #Berowne_LLL #Boy_LLL #Boyet_LLL #Costard_LLL #Dumaine_LLL #Katherine_LLL #King_LLL #Longaville_LLL #Marcade_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,72,#Marcade_LLL
c,,, ,,,,,,,,5,2,#Armado_LLL #Berowne_LLL #Boy_LLL #Boyet_LLL #Costard_LLL #Dumaine_LLL #Katherine_LLL #King_LLL #Longaville_LLL #Marcade_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,72,
w,,5.2.793,for,fs-lll-0429380,,for,#acp-p,,,,5,2,#Armado_LLL #Berowne_LLL #Boy_LLL #Boyet_LLL #Costard_LLL #Dumaine_LLL #Katherine_LLL #King_LLL #Longaville_LLL #Marcade_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,72,#Marcade_LLL
c,,, ,,,,,,,,5,2,#Armado_LLL #Berowne_LLL #Boy_LLL #Boyet_LLL #Costard_LLL #Dumaine_LLL #Katherine_LLL #King_LLL #Longaville_LLL #Marcade_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,72,
w,,5.2.793,the,fs-lll-0429400,,the,#d,,,,5,2,#Armado_LLL #Berowne_LLL #Boy_LLL #Boyet_LLL #Costard_LLL #Dumaine_LLL #Katherine_LLL #King_LLL #Longaville_LLL #Marcade_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,72,#Marcade_LLL
c,,, ,,,,,,,,5,2,#Armado_LLL #Berowne_LLL #Boy_LLL #Boyet_LLL #Costard_LLL #Dumaine_LLL #Katherine_LLL #King_LLL #Longaville_LLL #Marcade_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,72,
w,,5.2.793,news,fs-lll-0429420,,news,#n1,,,,5,2,#Armado_LLL #Berowne_LLL #Boy_LLL #Boyet_LLL #Costard_LLL #Dumaine_LLL #Katherine_LLL #King_LLL #Longaville_LLL #Marcade_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,72,#Marcade_LLL
c,,, ,,,,,,,,5,2,#Armado_LLL #Berowne_LLL #Boy_LLL #Boyet_LLL #Costard_LLL #Dumaine_LLL #Katherine_LLL #King_LLL #Longaville_LLL #Marcade_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,72,
w,,5.2.793,I,fs-lll-0429440,,i,#pns,,,,5,2,#Armado_LLL #Berowne_LLL #Boy_LLL #Boyet_LLL #Costard_LLL #Dumaine_LLL #Katherine_LLL #King_LLL #Longaville_LLL #Marcade_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,72,#Marcade_LLL
c,,, ,,,,,,,,5,2,#Armado_LLL #Berowne_LLL #Boy_LLL #Boyet_LLL #Costard_LLL #Dumaine_LLL #Katherine_LLL #King_LLL #Longaville_LLL #Marcade_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,72,
w,,5.2.793,bring,fs-lll-0429460,,bring,#vvb,,,,5,2,#Armado_LLL #Berowne_LLL #Boy_LLL #Boyet_LLL #Costard_LLL #Dumaine_LLL #Katherine_LLL #King_LLL #Longaville_LLL #Marcade_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,72,#Marcade_LLL
l,,5.2.794,,ftln-2691,,,,,,,5,2,#Armado_LLL #Berowne_LLL #Boy_LLL #Boyet_LLL #Costard_LLL #Dumaine_LLL #Katherine_LLL #King_LLL #Longaville_LLL #Marcade_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,72,#Marcade_LLL
w,,5.2.794,Is,fs-lll-0429470,,be,#vvz,,,,5,2,#Armado_LLL #Berowne_LLL #Boy_LLL #Boyet_LLL #Costard_LLL #Dumaine_LLL #Katherine_LLL #King_LLL #Longaville_LLL #Marcade_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,72,#Marcade_LLL
c,,, ,,,,,,,,5,2,#Armado_LLL #Berowne_LLL #Boy_LLL #Boyet_LLL #Costard_LLL #Dumaine_LLL #Katherine_LLL #King_LLL #Longaville_LLL #Marcade_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,72,
