tag,type,n,text,xml:id,who,lemma,ana,prev,part,rendition,act,scene,onstage,stagegroup_raw,speaker
div,act,1,,,,,,,,,1,0,,0,
div,scene,1,,,,,,,,,1,1,,0,
stage,entrance,SD 1.1.0,,stg-0000,"{'#Longaville_LLL', '#Berowne_LLL', '#Dumaine_LLL', '#King_LLL'}",,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,SD 1.1.0,Enter,fs-lll-0000070,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,SD 1.1.0,Ferdinand,fs-lll-0000090,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
pc,,SD 1.1.0,",",fs-lll-0000100,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,SD 1.1.0,King,fs-lll-0000120,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,SD 1.1.0,of,fs-lll-0000140,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,SD 1.1.0,Navarre,fs-lll-0000160,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
pc,,SD 1.1.0,",",fs-lll-0000170,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,SD 1.1.0,Berowne,fs-lll-0000190,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
pc,,SD 1.1.0,",",fs-lll-0000200,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,SD 1.1.0,Longaville,fs-lll-0000210,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
pc,,SD 1.1.0,",",fs-lll-0000220,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,SD 1.1.0,and,fs-lll-0000240,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,SD 1.1.0,Dumaine,fs-lll-0000260,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
pc,,SD 1.1.0,.,fs-lll-0000270,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
sp,,,,sp-0001,{'#King_LLL'},,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
l,,1.1.1,,ftln-0001,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
w,,1.1.1,Let,fs-lll-0000290,,let,#vvb,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.1,fame,fs-lll-0000310,,fame,#n1,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
pc,,1.1.1,",",fs-lll-0000320,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.1,that,fs-lll-0000340,,that,#cs,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.1,all,fs-lll-0000360,,all,#d,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.1,hunt,fs-lll-0000380,,hunt,#vvb,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.1,after,fs-lll-0000400,,after,#acp-av,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.1,in,fs-lll-0000420,,in,#acp-p,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.1,their,fs-lll-0000440,,their,#po,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.1,lives,fs-lll-0000460,,life,#n2,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
pc,,1.1.1,",",fs-lll-0000470,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
l,,1.1.2,,ftln-0002,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
w,,1.1.2,Live,fs-lll-0000480,,live,#vvi,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.2,registered,fs-lll-0000500,,register,#vvn,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.2,upon,fs-lll-0000520,,upon,#acp-p,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.2,our,fs-lll-0000540,,our,#po,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.2,brazen,fs-lll-0000560,,brazen,#j,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.2,tombs,fs-lll-0000580,,tomb,#n2,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
pc,,1.1.2,",",fs-lll-0000590,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
l,,1.1.3,,ftln-0003,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
w,,1.1.3,And,fs-lll-0000600,,and,#cc,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.3,then,fs-lll-0000620,,then,#av,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.3,grace,fs-lll-0000640,,grace,#vvb,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.3,us,fs-lll-0000660,,we,#pno,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.3,in,fs-lll-0000680,,in,#acp-p,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.3,the,fs-lll-0000700,,the,#d,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.3,disgrace,fs-lll-0000720,,disgrace,#n1,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.3,of,fs-lll-0000740,,of,#acp-p,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.3,death,fs-lll-0000760,,death,#n1,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
pc,,1.1.3,",",fs-lll-0000770,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
l,,1.1.4,,ftln-0004,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
w,,1.1.4,When,fs-lll-0000780,,when,#crq-cs,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
pc,,1.1.4,",",fs-lll-0000790,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.4,spite,fs-lll-0000810,,spite,#n1,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.4,of,fs-lll-0000830,,of,#acp-p,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.4,cormorant,fs-lll-0000850,,cormorant,#n1,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.4,devouring,fs-lll-0000870,,devour,#j_vg,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.4,time,fs-lll-0000890,,time,#n1,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
pc,,1.1.4,",",fs-lll-0000900,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
l,,1.1.5,,ftln-0005,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
w,,1.1.5,Th’,fs-lll-0000910,,the,#d,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.5,endeavor,fs-lll-0000930,,endeavour,#n1,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.5,of,fs-lll-0000950,,of,#acp-p,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.5,this,fs-lll-0000970,,this,#d,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.5,present,fs-lll-0000990,,present,#j,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.5,breath,fs-lll-0001010,,breath,#n1,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.5,may,fs-lll-0001030,,may,#vmb,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.5,buy,fs-lll-0001050,,buy,#vvi,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
l,,1.1.6,,ftln-0006,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
w,,1.1.6,That,fs-lll-0001060,,that,#d,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.6,honor,fs-lll-0001080,,honour,#n1,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.6,which,fs-lll-0001100,,which,#crq-r,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.6,shall,fs-lll-0001120,,shall,#vmb,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.6,bate,fs-lll-0001140,,bate,#vvi,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.6,his,fs-lll-0001160,,his,#po,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.6,scythe’s,fs-lll-0001180,,scythe,#n1g,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.6,keen,fs-lll-0001200,,keen,#j,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.6,edge,fs-lll-0001220,,edge,#n1,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
l,,1.1.7,,ftln-0007,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
w,,1.1.7,And,fs-lll-0001230,,and,#cc,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.7,make,fs-lll-0001250,,make,#vvb,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.7,us,fs-lll-0001270,,we,#pno,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.7,heirs,fs-lll-0001290,,heir,#n2,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.7,of,fs-lll-0001310,,of,#acp-p,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.7,all,fs-lll-0001330,,all,#d,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.7,eternity,fs-lll-0001350,,eternity,#n1,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
pc,,1.1.7,.,fs-lll-0001360,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
l,,1.1.8,,ftln-0008,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
w,,1.1.8,Therefore,fs-lll-0001370,,therefore,#av,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
pc,,1.1.8,",",fs-lll-0001380,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.8,brave,fs-lll-0001400,,brave,#j,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.8,conquerors,fs-lll-0001420,,conqueror,#n2,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
pc,,1.1.8,",",fs-lll-0001430,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.8,for,fs-lll-0001450,,for,#acp-p,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.8,so,fs-lll-0001470,,so,#av,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.8,you,fs-lll-0001490,,you,#pn,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.8,are,fs-lll-0001510,,be,#vvb,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
l,,1.1.9,,ftln-0009,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
w,,1.1.9,That,fs-lll-0001520,,that,#d,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.9,war,fs-lll-0001540,,war,#n1,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.9,against,fs-lll-0001560,,against,#acp-p,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.9,your,fs-lll-0001580,,your,#po,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.9,own,fs-lll-0001600,,own,#d,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.9,affections,fs-lll-0001620,,affection,#n2,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
l,,1.1.10,,ftln-0010,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
w,,1.1.10,And,fs-lll-0001630,,and,#cc,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.10,the,fs-lll-0001650,,the,#d,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.10,huge,fs-lll-0001670,,huge,#j,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.10,army,fs-lll-0001690,,army,#n1,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.10,of,fs-lll-0001710,,of,#acp-p,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.10,the,fs-lll-0001730,,the,#d,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.10,world’s,fs-lll-0001750,,world,#n1g,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.10,desires,fs-lll-0001770,,desire,#n2,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
pc,,1.1.10,",",fs-lll-0001780,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
l,,1.1.11,,ftln-0011,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
w,,1.1.11,Our,fs-lll-0001790,,our,#po,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.11,late,fs-lll-0001810,,late,#j,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.11,edict,fs-lll-0001830,,edict,#n1,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.11,shall,fs-lll-0001850,,shall,#vmb,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.11,strongly,fs-lll-0001870,,strong,#av_j,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.11,stand,fs-lll-0001890,,stand,#vvi,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.11,in,fs-lll-0001910,,in,#acp-p,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.11,force,fs-lll-0001930,,force,#n1,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
pc,,1.1.11,.,fs-lll-0001940,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
