tag,type,n,text,xml:id,who,lemma,ana,part,prev,rendition,act,scene,onstage,stagegroup_raw,speaker
c,,, ,,,,,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,
w,,2.1.27,encounter,fs-wt-0091790,,encounter,#vvb,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,#LADIES.0.2_WT
c,,, ,,,,,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,
w,,2.1.27,her,fs-wt-0091810,,she,#pno,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,#LADIES.0.2_WT
pc,,2.1.27,!,fs-wt-0091820,,,,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,#LADIES.0.2_WT
sp,,,,sp-0631,{'#Hermione_WT'},,,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,#Hermione_WT
l,,2.1.28,,ftln-0631,,,,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,#Hermione_WT
w,,2.1.28,What,fs-wt-0091840,,what,#crq-q,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,#Hermione_WT
c,,, ,,,,,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,
w,,2.1.28,wisdom,fs-wt-0091860,,wisdom,#n1,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,#Hermione_WT
c,,, ,,,,,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,
w,,2.1.28,stirs,fs-wt-0091880,,stir,#vvz,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,#Hermione_WT
c,,, ,,,,,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,
w,,2.1.28,amongst,fs-wt-0091900,,among,#acp-p,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,#Hermione_WT
c,,, ,,,,,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,
w,,2.1.28,you,fs-wt-0091920,,you,#pn,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,#Hermione_WT
pc,,2.1.28,?,fs-wt-0091930,,,,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,#Hermione_WT
pc,,2.1.28,—,fs-wt-0091940,,,,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,#Hermione_WT
w,,2.1.28,Come,fs-wt-0091950,,come,#vvb,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,#Hermione_WT
pc,,2.1.28,",",fs-wt-0091960,,,,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,#Hermione_WT
c,,, ,,,,,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,
w,,2.1.28,sir,fs-wt-0091980,,sir,#n1,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,#Hermione_WT
pc,,2.1.28,",",fs-wt-0091990,,,,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,#Hermione_WT
c,,, ,,,,,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,
w,,2.1.28,now,fs-wt-0092010,,now,#av,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,#Hermione_WT
l,,2.1.29,,ftln-0632,,,,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,#Hermione_WT
w,,2.1.29,I,fs-wt-0092020,,i,#pns,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,#Hermione_WT
c,,, ,,,,,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,
w,,2.1.29,am,fs-wt-0092040,,be,#vvm,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,#Hermione_WT
c,,, ,,,,,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,
w,,2.1.29,for,fs-wt-0092060,,for,#acp-p,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,#Hermione_WT
c,,, ,,,,,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,
w,,2.1.29,you,fs-wt-0092080,,you,#pn,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,#Hermione_WT
c,,, ,,,,,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,
w,,2.1.29,again,fs-wt-0092100,,again,#av,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,#Hermione_WT
pc,,2.1.29,.,fs-wt-0092110,,,,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,#Hermione_WT
c,,, ,,,,,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,
w,,2.1.29,Pray,fs-wt-0092130,,pray,#vvb,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,#Hermione_WT
c,,, ,,,,,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,
w,,2.1.29,you,fs-wt-0092150,,you,#pn,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,#Hermione_WT
c,,, ,,,,,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,
w,,2.1.29,sit,fs-wt-0092170,,sit,#vvb,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,#Hermione_WT
c,,, ,,,,,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,
w,,2.1.29,by,fs-wt-0092190,,by,#acp-p,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,#Hermione_WT
c,,, ,,,,,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,
w,,2.1.29,us,fs-wt-0092210,,we,#pno,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,#Hermione_WT
pc,,2.1.29,",",fs-wt-0092220,,,,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,#Hermione_WT
l,,2.1.30,,ftln-0633,,,,I,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,#Hermione_WT
w,,2.1.30,And,fs-wt-0092230,,and,#cc,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,#Hermione_WT
c,,, ,,,,,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,
w,,2.1.30,tell,fs-wt-0092250,,tell,#vvb,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,#Hermione_WT
c,,, ,,,,,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,
w,,2.1.30,’s,fs-wt-0092270,,we,#pno,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,#Hermione_WT
c,,, ,,,,,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,
w,,2.1.30,a,fs-wt-0092290,,a,#d,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,#Hermione_WT
c,,, ,,,,,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,
w,,2.1.30,tale,fs-wt-0092310,,tale,#n1,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,#Hermione_WT
pc,,2.1.30,.,fs-wt-0092320,,,,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,#Hermione_WT
sp,,,,sp-0634,{'#Mamillius_WT'},,,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,#Mamillius_WT
l,,2.1.31,,ftln-0634,,,,F,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,#Mamillius_WT
w,,2.1.31,Merry,fs-wt-0092340,,merry,#j,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,#Mamillius_WT
c,,, ,,,,,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,
w,,2.1.31,or,fs-wt-0092360,,or,#cc,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,#Mamillius_WT
c,,, ,,,,,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,
w,,2.1.31,sad,fs-wt-0092380,,sad,#j,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,#Mamillius_WT
c,,, ,,,,,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,
w,,2.1.31,shall,fs-wt-0092400,,shall,#vmb,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,#Mamillius_WT
c,,, ,,,,,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,
w,,2.1.31,’t,fs-wt-0092420,,it,#pn,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,#Mamillius_WT
c,,, ,,,,,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,
w,,2.1.31,be,fs-wt-0092440,,be,#vvi,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,#Mamillius_WT
pc,,2.1.31,?,fs-wt-0092450,,,,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,#Mamillius_WT
sp,,,,sp-0635,{'#Hermione_WT'},,,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,#Hermione_WT
l,,2.1.32,,ftln-0635,,,#short,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,#Hermione_WT
w,,2.1.32,As,fs-wt-0092470,,as,#acp-av,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,#Hermione_WT
c,,, ,,,,,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,
w,,2.1.32,merry,fs-wt-0092490,,merry,#j,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,#Hermione_WT
c,,, ,,,,,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,
w,,2.1.32,as,fs-wt-0092510,,as,#acp-cs,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,#Hermione_WT
c,,, ,,,,,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,
w,,2.1.32,you,fs-wt-0092530,,you,#pn,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,#Hermione_WT
c,,, ,,,,,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,
w,,2.1.32,will,fs-wt-0092550,,will,#vmb,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,#Hermione_WT
pc,,2.1.32,.,fs-wt-0092560,,,,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,#Hermione_WT
sp,,,,sp-0636,{'#Mamillius_WT'},,,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,#Mamillius_WT
l,,2.1.33,,ftln-0636,,,,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,#Mamillius_WT
w,,2.1.33,A,fs-wt-0092580,,a,#d,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,#Mamillius_WT
c,,, ,,,,,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,
w,,2.1.33,sad,fs-wt-0092600,,sad,#j,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,#Mamillius_WT
c,,, ,,,,,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,
w,,2.1.33,tale’s,fs-wt-0092620,,tale|be,#n1|vvz,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,#Mamillius_WT
c,,, ,,,,,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,
w,,2.1.33,best,fs-wt-0092640,,best,#j-s,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,#Mamillius_WT
c,,, ,,,,,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,
w,,2.1.33,for,fs-wt-0092660,,for,#acp-p,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,#Mamillius_WT
c,,, ,,,,,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,
w,,2.1.33,winter,fs-wt-0092680,,winter,#n1,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,#Mamillius_WT
pc,,2.1.33,.,fs-wt-0092690,,,,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,#Mamillius_WT
c,,, ,,,,,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,
w,,2.1.33,I,fs-wt-0092710,,i,#pns,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,#Mamillius_WT
c,,, ,,,,,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,
w,,2.1.33,have,fs-wt-0092730,,have,#vvb,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,#Mamillius_WT
c,,, ,,,,,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,
w,,2.1.33,one,fs-wt-0092750,,one,#crd,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,#Mamillius_WT
l,,2.1.34,,ftln-0637,,,,I,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,#Mamillius_WT
w,,2.1.34,Of,fs-wt-0092760,,of,#acp-p,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,#Mamillius_WT
c,,, ,,,,,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,
w,,2.1.34,sprites,fs-wt-0092780,,spirit,#n2,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,#Mamillius_WT
c,,, ,,,,,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,
w,,2.1.34,and,fs-wt-0092800,,and,#cc,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,#Mamillius_WT
c,,, ,,,,,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,
w,,2.1.34,goblins,fs-wt-0092820,,goblin,#n2,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,#Mamillius_WT
pc,,2.1.34,.,fs-wt-0092830,,,,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,#Mamillius_WT
sp,,,,sp-0638,{'#Hermione_WT'},,,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,#Hermione_WT
l,,2.1.35,,ftln-0638,,,,F,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,#Hermione_WT
w,,2.1.35,Let’s,fs-wt-0092850,,let|we,#vvb|pno,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,#Hermione_WT
c,,, ,,,,,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,
w,,2.1.35,have,fs-wt-0092870,,have,#vvi,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,#Hermione_WT
c,,, ,,,,,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,
w,,2.1.35,that,fs-wt-0092890,,that,#d,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,#Hermione_WT
pc,,2.1.35,",",fs-wt-0092900,,,,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,#Hermione_WT
c,,, ,,,,,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,
w,,2.1.35,good,fs-wt-0092920,,good,#j,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,#Hermione_WT
c,,, ,,,,,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,
w,,2.1.35,sir,fs-wt-0092940,,sir,#n1,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,#Hermione_WT
pc,,2.1.35,.,fs-wt-0092950,,,,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,#Hermione_WT
l,,2.1.36,,ftln-0639,,,,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,#Hermione_WT
w,,2.1.36,Come,fs-wt-0092960,,come,#vvb,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,#Hermione_WT
c,,, ,,,,,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,
w,,2.1.36,on,fs-wt-0092980,,on,#acp-av,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,#Hermione_WT
pc,,2.1.36,",",fs-wt-0092990,,,,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,#Hermione_WT
c,,, ,,,,,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,
w,,2.1.36,sit,fs-wt-0093010,,sit,#vvb,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,#Hermione_WT
c,,, ,,,,,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,
w,,2.1.36,down,fs-wt-0093030,,down,#acp-av,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,#Hermione_WT
pc,,2.1.36,.,fs-wt-0093040,,,,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,#Hermione_WT
c,,, ,,,,,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,
w,,2.1.36,Come,fs-wt-0093060,,come,#vvb,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,#Hermione_WT
c,,, ,,,,,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,
w,,2.1.36,on,fs-wt-0093080,,on,#acp-av,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,#Hermione_WT
pc,,2.1.36,",",fs-wt-0093090,,,,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,#Hermione_WT
c,,, ,,,,,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,
w,,2.1.36,and,fs-wt-0093110,,and,#cc,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,#Hermione_WT
c,,, ,,,,,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,
w,,2.1.36,do,fs-wt-0093130,,do,#vvb,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,#Hermione_WT
c,,, ,,,,,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,
w,,2.1.36,your,fs-wt-0093150,,your,#po,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,#Hermione_WT
c,,, ,,,,,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,
w,,2.1.36,best,fs-wt-0093170,,best,#j-s,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,#Hermione_WT
l,,2.1.37,,ftln-0640,,,,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,#Hermione_WT
w,,2.1.37,To,fs-wt-0093180,,to,#acp-p,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,#Hermione_WT
c,,, ,,,,,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,
w,,2.1.37,fright,fs-wt-0093200,,fright,#vvi,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,#Hermione_WT
c,,, ,,,,,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,
w,,2.1.37,me,fs-wt-0093220,,i,#pno,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,#Hermione_WT
c,,, ,,,,,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,
w,,2.1.37,with,fs-wt-0093240,,with,#acp-p,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,#Hermione_WT
c,,, ,,,,,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,
w,,2.1.37,your,fs-wt-0093260,,your,#po,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,#Hermione_WT
c,,, ,,,,,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,
w,,2.1.37,sprites,fs-wt-0093280,,spirit,#n2,,,,2,1,#Hermione_WT #LADIES.0.1_WT #LADIES.0.2_WT #LADIES_WT #Mamillius_WT,11,#Hermione_WT
