tag,type,n,text,xml:id,who,lemma,ana,part,prev,rendition,act,scene,onstage,stagegroup_raw,speaker
div,act,1,,,,,,,,,1,0,,0,
div,scene,1,,,,,,,,,1,1,,0,
stage,entrance,SD 1.1.0,,stg-0000,{'#RichardIII_R3'},,,,,,1,1,#RichardIII_R3,1,
w,,SD 1.1.0,Enter,fs-r3-0000070,,,,,,,1,1,#RichardIII_R3,1,
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,SD 1.1.0,Richard,fs-r3-0000090,,,,,,,1,1,#RichardIII_R3,1,
pc,,SD 1.1.0,",",fs-r3-0000100,,,,,,,1,1,#RichardIII_R3,1,
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,SD 1.1.0,Duke,fs-r3-0000120,,,,,,,1,1,#RichardIII_R3,1,
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,SD 1.1.0,of,fs-r3-0000140,,,,,,,1,1,#RichardIII_R3,1,
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,SD 1.1.0,Gloucester,fs-r3-0000160,,,,,,,1,1,#RichardIII_R3,1,
pc,,SD 1.1.0,",",fs-r3-0000170,,,,,,,1,1,#RichardIII_R3,1,
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,SD 1.1.0,alone,fs-r3-0000190,,,,,,,1,1,#RichardIII_R3,1,
pc,,SD 1.1.0,.,fs-r3-0000200,,,,,,,1,1,#RichardIII_R3,1,
sp,,,,sp-0001,{'#RichardIII_R3'},,,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
l,,1.1.1,,ftln-0001,,,,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
w,,1.1.1,Now,fs-r3-0000220,,now,#av,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,1.1.1,is,fs-r3-0000240,,be,#vvz,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,1.1.1,the,fs-r3-0000260,,the,#d,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,1.1.1,winter,fs-r3-0000280,,winter,#n1,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,1.1.1,of,fs-r3-0000300,,of,#acp-p,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,1.1.1,our,fs-r3-0000320,,our,#po,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,1.1.1,discontent,fs-r3-0000340,,discontent,#n1_j,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
l,,1.1.2,,ftln-0002,,,,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
w,,1.1.2,Made,fs-r3-0000350,,make,#vvn,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,1.1.2,glorious,fs-r3-0000370,,glorious,#j,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,1.1.2,summer,fs-r3-0000390,,summer,#n1,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,1.1.2,by,fs-r3-0000410,,by,#acp-p,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,1.1.2,this,fs-r3-0000430,,this,#d,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,1.1.2,son,fs-r3-0000450,,son,#n1,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,1.1.2,of,fs-r3-0000470,,of,#acp-p,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,1.1.2,York,fs-r3-0000490,,York,#n1-nn,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
pc,,1.1.2,",",fs-r3-0000500,,,,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
l,,1.1.3,,ftln-0003,,,,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
w,,1.1.3,And,fs-r3-0000510,,and,#cc,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,1.1.3,all,fs-r3-0000530,,all,#d,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,1.1.3,the,fs-r3-0000550,,the,#d,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,1.1.3,clouds,fs-r3-0000570,,cloud,#n2,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,1.1.3,that,fs-r3-0000590,,that,#cs,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,1.1.3,loured,fs-r3-0000610,,lour,#vvd,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,1.1.3,upon,fs-r3-0000630,,upon,#acp-p,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,1.1.3,our,fs-r3-0000650,,our,#po,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,1.1.3,house,fs-r3-0000670,,house,#n1,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
l,,1.1.4,,ftln-0004,,,,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
w,,1.1.4,In,fs-r3-0000680,,in,#acp-p,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,1.1.4,the,fs-r3-0000700,,the,#d,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,1.1.4,deep,fs-r3-0000720,,deep,#j,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,1.1.4,bosom,fs-r3-0000740,,bosom,#n1,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,1.1.4,of,fs-r3-0000760,,of,#acp-p,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,1.1.4,the,fs-r3-0000780,,the,#d,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,1.1.4,ocean,fs-r3-0000800,,ocean,#n1,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,1.1.4,buried,fs-r3-0000820,,bury,#vvn,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
pc,,1.1.4,.,fs-r3-0000830,,,,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
l,,1.1.5,,ftln-0005,,,,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
w,,1.1.5,Now,fs-r3-0000840,,now,#av,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,1.1.5,are,fs-r3-0000860,,be,#vvb,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,1.1.5,our,fs-r3-0000880,,our,#po,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,1.1.5,brows,fs-r3-0000900,,brow,#n2,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,1.1.5,bound,fs-r3-0000920,,bind,#vvn,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,1.1.5,with,fs-r3-0000940,,with,#acp-p,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,1.1.5,victorious,fs-r3-0000960,,victorious,#j,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,1.1.5,wreaths,fs-r3-0000980,,wreath,#n2,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
pc,,1.1.5,",",fs-r3-0000990,,,,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
l,,1.1.6,,ftln-0006,,,,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
w,,1.1.6,Our,fs-r3-0001000,,our,#po,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,1.1.6,bruisèd,fs-r3-0001020,,bruise,#j_vn,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,1.1.6,arms,fs-r3-0001040,,arm,#n2,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,1.1.6,hung,fs-r3-0001060,,hang,#vvd,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,1.1.6,up,fs-r3-0001080,,up,#acp-av,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,1.1.6,for,fs-r3-0001100,,for,#acp-p,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,1.1.6,monuments,fs-r3-0001120,,monument,#n2,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
pc,,1.1.6,",",fs-r3-0001130,,,,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
l,,1.1.7,,ftln-0007,,,,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
w,,1.1.7,Our,fs-r3-0001140,,our,#po,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,1.1.7,stern,fs-r3-0001160,,stern,#j,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,1.1.7,alarums,fs-r3-0001180,,alarm,#n2,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,1.1.7,changed,fs-r3-0001200,,change,#vvn,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,1.1.7,to,fs-r3-0001220,,to,#acp-p,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,1.1.7,merry,fs-r3-0001240,,merry,#j,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,1.1.7,meetings,fs-r3-0001260,,meeting,#n2,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
pc,,1.1.7,",",fs-r3-0001270,,,,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
l,,1.1.8,,ftln-0008,,,,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
w,,1.1.8,Our,fs-r3-0001280,,our,#po,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,1.1.8,dreadful,fs-r3-0001300,,dreadful,#j,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,1.1.8,marches,fs-r3-0001320,,march,#n2,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,1.1.8,to,fs-r3-0001340,,to,#acp-p,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,1.1.8,delightful,fs-r3-0001360,,delightful,#j,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,1.1.8,measures,fs-r3-0001380,,measure,#n2,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
pc,,1.1.8,.,fs-r3-0001390,,,,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
l,,1.1.9,,ftln-0009,,,,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
w,,1.1.9,Grim-visaged,fs-r3-0001400,,grim-visaged,#j,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,1.1.9,war,fs-r3-0001420,,war,#n1,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,1.1.9,hath,fs-r3-0001440,,have,#vvz,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,1.1.9,smoothed,fs-r3-0001460,,smooth,#vvn,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,1.1.9,his,fs-r3-0001480,,his,#po,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,1.1.9,wrinkled,fs-r3-0001500,,wrinkle,#j_vn,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,1.1.9,front,fs-r3-0001520,,front,#n1,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
pc,,1.1.9,;,fs-r3-0001530,,,,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
l,,1.1.10,,ftln-0010,,,,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
w,,1.1.10,And,fs-r3-0001540,,and,#cc,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,1.1.10,now,fs-r3-0001560,,now,#av,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
pc,,1.1.10,",",fs-r3-0001570,,,,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,1.1.10,instead,fs-r3-0001590,,instead,#acp-p,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,1.1.10,of,fs-r3-0001610,,of,#acp-p,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,1.1.10,mounting,fs-r3-0001630,,mount,#vvg,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,1.1.10,barbèd,fs-r3-0001650,,barb,#j_vn,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,1.1.10,steeds,fs-r3-0001670,,steed,#n2,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
l,,1.1.11,,ftln-0011,,,,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
w,,1.1.11,To,fs-r3-0001680,,to,#acp-p,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,1.1.11,fright,fs-r3-0001700,,fright,#vvi,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,1.1.11,the,fs-r3-0001720,,the,#d,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,1.1.11,souls,fs-r3-0001740,,soul,#n2,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,1.1.11,of,fs-r3-0001760,,of,#acp-p,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,1.1.11,fearful,fs-r3-0001780,,fearful,#j,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,1.1.11,adversaries,fs-r3-0001800,,adversary,#n2,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
pc,,1.1.11,",",fs-r3-0001810,,,,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
l,,1.1.12,,ftln-0012,,,,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
w,,1.1.12,He,fs-r3-0001820,,he,#pns,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,1.1.12,capers,fs-r3-0001840,,caper,#vvz,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,1.1.12,nimbly,fs-r3-0001860,,nimble,#av_j,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,1.1.12,in,fs-r3-0001880,,in,#acp-p,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,1.1.12,a,fs-r3-0001900,,a,#d,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,1.1.12,lady’s,fs-r3-0001920,,lady,#n1g,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,1.1.12,chamber,fs-r3-0001940,,chamber,#n1,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
l,,1.1.13,,ftln-0013,,,,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
w,,1.1.13,To,fs-r3-0001950,,to,#acp-p,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,1.1.13,the,fs-r3-0001970,,the,#d,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,1.1.13,lascivious,fs-r3-0001990,,lascivious,#j,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,1.1.13,pleasing,fs-r3-0002010,,please,#n1_vg,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,1.1.13,of,fs-r3-0002030,,of,#acp-p,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,1.1.13,a,fs-r3-0002050,,a,#d,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,1.1.13,lute,fs-r3-0002070,,lute,#n1,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
pc,,1.1.13,.,fs-r3-0002080,,,,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
l,,1.1.14,,ftln-0014,,,,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
w,,1.1.14,But,fs-r3-0002090,,but,#acp-cc,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,1.1.14,I,fs-r3-0002110,,i,#pns,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
pc,,1.1.14,",",fs-r3-0002120,,,,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,1.1.14,that,fs-r3-0002140,,that,#cs,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,1.1.14,am,fs-r3-0002160,,be,#vvm,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,1.1.14,not,fs-r3-0002180,,not,#xx,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,1.1.14,shaped,fs-r3-0002200,,shape,#vvn,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,1.1.14,for,fs-r3-0002220,,for,#acp-p,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,1.1.14,sportive,fs-r3-0002240,,sportive,#j,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,1.1.14,tricks,fs-r3-0002260,,trick,#n2,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
pc,,1.1.14,",",fs-r3-0002270,,,,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
l,,1.1.15,,ftln-0015,,,,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
w,,1.1.15,Nor,fs-r3-0002280,,nor,#cc-x,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,1.1.15,made,fs-r3-0002300,,make,#vvn,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,1.1.15,to,fs-r3-0002320,,to,#acp-p,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,1.1.15,court,fs-r3-0002340,,court,#vvi,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,1.1.15,an,fs-r3-0002360,,a,#d,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,1.1.15,amorous,fs-r3-0002380,,amorous,#j,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,1.1.15,looking,fs-r3-0002400,,looking,#j_vg,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,1.1.15,glass,fs-r3-0002420,,glass,#n1,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
pc,,1.1.15,;,fs-r3-0002430,,,,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
l,,1.1.16,,ftln-0016,,,,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
w,,1.1.16,I,fs-r3-0002440,,i,#pns,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
pc,,1.1.16,",",fs-r3-0002450,,,,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,1.1.16,that,fs-r3-0002470,,that,#cs,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,1.1.16,am,fs-r3-0002490,,be,#vvm,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,1.1.16,rudely,fs-r3-0002510,,rude,#av_j,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,1.1.16,stamped,fs-r3-0002530,,stamp,#vvn,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,1.1.16,and,fs-r3-0002550,,and,#cc,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,1.1.16,want,fs-r3-0002570,,want,#vvb,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,1.1.16,love’s,fs-r3-0002590,,love,#n1g,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,1.1.16,majesty,fs-r3-0002610,,majesty,#n1,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
l,,1.1.17,,ftln-0017,,,,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
w,,1.1.17,To,fs-r3-0002620,,to,#acp-cs,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,1.1.17,strut,fs-r3-0002640,,strut,#vvi,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,1.1.17,before,fs-r3-0002660,,before,#acp-p,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,1.1.17,a,fs-r3-0002680,,a,#d,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,1.1.17,wanton,fs-r3-0002700,,wanton,#j,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,1.1.17,ambling,fs-r3-0002720,,amble,#j_vg,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,1.1.17,nymph,fs-r3-0002740,,nymph,#n1,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
pc,,1.1.17,;,fs-r3-0002750,,,,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
l,,1.1.18,,ftln-0018,,,,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
w,,1.1.18,I,fs-r3-0002760,,i,#pns,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
pc,,1.1.18,",",fs-r3-0002770,,,,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,1.1.18,that,fs-r3-0002790,,that,#cs,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,1.1.18,am,fs-r3-0002810,,be,#vvm,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,1.1.18,curtailed,fs-r3-0002830,,curtail,#vvn,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,1.1.18,of,fs-r3-0002850,,of,#acp-p,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
w,,1.1.18,this,fs-r3-0002870,,this,#d,,,,1,1,#RichardIII_R3,1,#RichardIII_R3
c,,, ,,,,,,,,1,1,#RichardIII_R3,1,
