tag,type,n,text,xml:id,who,lemma,ana,part,prev,rendition,act,scene,onstage,stagegroup_raw,speaker
w,,1.3.319,split,fs-r3-0124170,,split,#vvi,,,,1,3,#Buckingham_R3 #Dorset_R3 #Grey_R3 #Hastings_3H6 #QueenElizabeth_3H6 #QueenMargaret_1H6 #RichardIII_R3 #Rivers_3H6 #Stanley_R3,17,#QueenMargaret_1H6
c,,, ,,,,,,,,1,3,#Buckingham_R3 #Dorset_R3 #Grey_R3 #Hastings_3H6 #QueenElizabeth_3H6 #QueenMargaret_1H6 #RichardIII_R3 #Rivers_3H6 #Stanley_R3,17,
w,,1.3.319,thy,fs-r3-0124190,,thy,#po,,,,1,3,#Buckingham_R3 #Dorset_R3 #Grey_R3 #Hastings_3H6 #QueenElizabeth_3H6 #QueenMargaret_1H6 #RichardIII_R3 #Rivers_3H6 #Stanley_R3,17,#QueenMargaret_1H6
c,,, ,,,,,,,,1,3,#Buckingham_R3 #Dorset_R3 #Grey_R3 #Hastings_3H6 #QueenElizabeth_3H6 #QueenMargaret_1H6 #RichardIII_R3 #Rivers_3H6 #Stanley_R3,17,
w,,1.3.319,very,fs-r3-0124210,,very,#j,,,,1,3,#Buckingham_R3 #Dorset_R3 #Grey_R3 #Hastings_3H6 #QueenElizabeth_3H6 #QueenMargaret_1H6 #RichardIII_R3 #Rivers_3H6 #Stanley_R3,17,#QueenMargaret_1H6
c,,, ,,,,,,,,1,3,#Buckingham_R3 #Dorset_R3 #Grey_R3 #Hastings_3H6 #QueenElizabeth_3H6 #QueenMargaret_1H6 #RichardIII_R3 #Rivers_3H6 #Stanley_R3,17,
w,,1.3.319,heart,fs-r3-0124230,,heart,#n1,,,,1,3,#Buckingham_R3 #Dorset_R3 #Grey_R3 #Hastings_3H6 #QueenElizabeth_3H6 #QueenMargaret_1H6 #RichardIII_R3 #Rivers_3H6 #Stanley_R3,17,#QueenMargaret_1H6
c,,, ,,,,,,,,1,3,#Buckingham_R3 #Dorset_R3 #Grey_R3 #Hastings_3H6 #QueenElizabeth_3H6 #QueenMargaret_1H6 #RichardIII_R3 #Rivers_3H6 #Stanley_R3,17,
w,,1.3.319,with,fs-r3-0124250,,with,#acp-p,,,,1,3,#Buckingham_R3 #Dorset_R3 #Grey_R3 #Hastings_3H6 #QueenElizabeth_3H6 #QueenMargaret_1H6 #RichardIII_R3 #Rivers_3H6 #Stanley_R3,17,#QueenMargaret_1H6
c,,, ,,,,,,,,1,3,#Buckingham_R3 #Dorset_R3 #Grey_R3 #Hastings_3H6 #QueenElizabeth_3H6 #QueenMargaret_1H6 #RichardIII_R3 #Rivers_3H6 #Stanley_R3,17,
w,,1.3.319,sorrow,fs-r3-0124270,,sorrow,#n1,,,,1,3,#Buckingham_R3 #Dorset_R3 #Grey_R3 #Hastings_3H6 #QueenElizabeth_3H6 #QueenMargaret_1H6 #RichardIII_R3 #Rivers_3H6 #Stanley_R3,17,#QueenMargaret_1H6
pc,,1.3.319,",",fs-r3-0124280,,,,,,,1,3,#Buckingham_R3 #Dorset_R3 #Grey_R3 #Hastings_3H6 #QueenElizabeth_3H6 #QueenMargaret_1H6 #RichardIII_R3 #Rivers_3H6 #Stanley_R3,17,#QueenMargaret_1H6
l,,1.3.320,,ftln-0770,,,,,,,1,3,#Buckingham_R3 #Dorset_R3 #Grey_R3 #Hastings_3H6 #QueenElizabeth_3H6 #QueenMargaret_1H6 #RichardIII_R3 #Rivers_3H6 #Stanley_R3,17,#QueenMargaret_1H6
w,,1.3.320,And,fs-r3-0124290,,and,#cc,,,,1,3,#Buckingham_R3 #Dorset_R3 #Grey_R3 #Hastings_3H6 #QueenElizabeth_3H6 #QueenMargaret_1H6 #RichardIII_R3 #Rivers_3H6 #Stanley_R3,17,#QueenMargaret_1H6
c,,, ,,,,,,,,1,3,#Buckingham_R3 #Dorset_R3 #Grey_R3 #Hastings_3H6 #QueenElizabeth_3H6 #QueenMargaret_1H6 #RichardIII_R3 #Rivers_3H6 #Stanley_R3,17,
w,,1.3.320,say,fs-r3-0124310,,say,#vvb,,,,1,3,#Buckingham_R3 #Dorset_R3 #Grey_R3 #Hastings_3H6 #QueenElizabeth_3H6 #QueenMargaret_1H6 #RichardIII_R3 #Rivers_3H6 #Stanley_R3,17,#QueenMargaret_1H6
c,,, ,,,,,,,,1,3,#Buckingham_R3 #Dorset_R3 #Grey_R3 #Hastings_3H6 #QueenElizabeth_3H6 #QueenMargaret_1H6 #RichardIII_R3 #Rivers_3H6 #Stanley_R3,17,
w,,1.3.320,poor,fs-r3-0124330,,poor,#j,,,,1,3,#Buckingham_R3 #Dorset_R3 #Grey_R3 #Hastings_3H6 #QueenElizabeth_3H6 #QueenMargaret_1H6 #RichardIII_R3 #Rivers_3H6 #Stanley_R3,17,#QueenMargaret_1H6
c,,, ,,,,,,,,1,3,#Buckingham_R3 #Dorset_R3 #Grey_R3 #Hastings_3H6 #QueenElizabeth_3H6 #QueenMargaret_1H6 #RichardIII_R3 #Rivers_3H6 #Stanley_R3,17,
w,,1.3.320,Margaret,fs-r3-0124350,,Margaret,#n1-nn,,,,1,3,#Buckingham_R3 #Dorset_R3 #Grey_R3 #Hastings_3H6 #QueenElizabeth_3H6 #QueenMargaret_1H6 #RichardIII_R3 #Rivers_3H6 #Stanley_R3,17,#QueenMargaret_1H6
c,,, ,,,,,,,,1,3,#Buckingham_R3 #Dorset_R3 #Grey_R3 #Hastings_3H6 #QueenElizabeth_3H6 #QueenMargaret_1H6 #RichardIII_R3 #Rivers_3H6 #Stanley_R3,17,
w,,1.3.320,was,fs-r3-0124370,,be,#vvd,,,,1,3,#Buckingham_R3 #Dorset_R3 #Grey_R3 #Hastings_3H6 #QueenElizabeth_3H6 #QueenMargaret_1H6 #RichardIII_R3 #Rivers_3H6 #Stanley_R3,17,#QueenMargaret_1H6
c,,, ,,,,,,,,1,3,#Buckingham_R3 #Dorset_R3 #Grey_R3 #Hastings_3H6 #QueenElizabeth_3H6 #QueenMargaret_1H6 #RichardIII_R3 #Rivers_3H6 #Stanley_R3,17,
w,,1.3.320,a,fs-r3-0124390,,a,#d,,,,1,3,#Buckingham_R3 #Dorset_R3 #Grey_R3 #Hastings_3H6 #QueenElizabeth_3H6 #QueenMargaret_1H6 #RichardIII_R3 #Rivers_3H6 #Stanley_R3,17,#QueenMargaret_1H6
c,,, ,,,,,,,,1,3,#Buckingham_R3 #Dorset_R3 #Grey_R3 #Hastings_3H6 #QueenElizabeth_3H6 #QueenMargaret_1H6 #RichardIII_R3 #Rivers_3H6 #Stanley_R3,17,
w,,1.3.320,prophetess,fs-r3-0124410,,prophetess,#n1,,,,1,3,#Buckingham_R3 #Dorset_R3 #Grey_R3 #Hastings_3H6 #QueenElizabeth_3H6 #QueenMargaret_1H6 #RichardIII_R3 #Rivers_3H6 #Stanley_R3,17,#QueenMargaret_1H6
pc,,1.3.320,.,fs-r3-0124420,,,,,,,1,3,#Buckingham_R3 #Dorset_R3 #Grey_R3 #Hastings_3H6 #QueenElizabeth_3H6 #QueenMargaret_1H6 #RichardIII_R3 #Rivers_3H6 #Stanley_R3,17,#QueenMargaret_1H6
pc,,1.3.320,—,fs-r3-0124430,,,,,,,1,3,#Buckingham_R3 #Dorset_R3 #Grey_R3 #Hastings_3H6 #QueenElizabeth_3H6 #QueenMargaret_1H6 #RichardIII_R3 #Rivers_3H6 #Stanley_R3,17,#QueenMargaret_1H6
l,,1.3.321,,ftln-0771,,,,,,,1,3,#Buckingham_R3 #Dorset_R3 #Grey_R3 #Hastings_3H6 #QueenElizabeth_3H6 #QueenMargaret_1H6 #RichardIII_R3 #Rivers_3H6 #Stanley_R3,17,#QueenMargaret_1H6
w,,1.3.321,Live,fs-r3-0124440,,live,#vvb,,,,1,3,#Buckingham_R3 #Dorset_R3 #Grey_R3 #Hastings_3H6 #QueenElizabeth_3H6 #QueenMargaret_1H6 #RichardIII_R3 #Rivers_3H6 #Stanley_R3,17,#QueenMargaret_1H6
c,,, ,,,,,,,,1,3,#Buckingham_R3 #Dorset_R3 #Grey_R3 #Hastings_3H6 #QueenElizabeth_3H6 #QueenMargaret_1H6 #RichardIII_R3 #Rivers_3H6 #Stanley_R3,17,
w,,1.3.321,each,fs-r3-0124460,,each,#d,,,,1,3,#Buckingham_R3 #Dorset_R3 #Grey_R3 #Hastings_3H6 #QueenElizabeth_3H6 #QueenMargaret_1H6 #RichardIII_R3 #Rivers_3H6 #Stanley_R3,17,#QueenMargaret_1H6
c,,, ,,,,,,,,1,3,#Buckingham_R3 #Dorset_R3 #Grey_R3 #Hastings_3H6 #QueenElizabeth_3H6 #QueenMargaret_1H6 #RichardIII_R3 #Rivers_3H6 #Stanley_R3,17,
w,,1.3.321,of,fs-r3-0124480,,of,#acp-p,,,,1,3,#Buckingham_R3 #Dorset_R3 #Grey_R3 #Hastings_3H6 #QueenElizabeth_3H6 #QueenMargaret_1H6 #RichardIII_R3 #Rivers_3H6 #Stanley_R3,17,#QueenMargaret_1H6
c,,, ,,,,,,,,1,3,#Buckingham_R3 #Dorset_R3 #Grey_R3 #Hastings_3H6 #QueenElizabeth_3H6 #QueenMargaret_1H6 #RichardIII_R3 #Rivers_3H6 #Stanley_R3,17,
w,,1.3.321,you,fs-r3-0124500,,you,#pn,,,,1,3,#Buckingham_R3 #Dorset_R3 #Grey_R3 #Hastings_3H6 #QueenElizabeth_3H6 #QueenMargaret_1H6 #RichardIII_R3 #Rivers_3H6 #Stanley_R3,17,#QueenMargaret_1H6
c,,, ,,,,,,,,1,3,#Buckingham_R3 #Dorset_R3 #Grey_R3 #Hastings_3H6 #QueenElizabeth_3H6 #QueenMargaret_1H6 #RichardIII_R3 #Rivers_3H6 #Stanley_R3,17,
w,,1.3.321,the,fs-r3-0124520,,the,#d,,,,1,3,#Buckingham_R3 #Dorset_R3 #Grey_R3 #Hastings_3H6 #QueenElizabeth_3H6 #QueenMargaret_1H6 #RichardIII_R3 #Rivers_3H6 #Stanley_R3,17,#QueenMargaret_1H6
c,,, ,,,,,,,,1,3,#Buckingham_R3 #Dorset_R3 #Grey_R3 #Hastings_3H6 #QueenElizabeth_3H6 #QueenMargaret_1H6 #RichardIII_R3 #Rivers_3H6 #Stanley_R3,17,
w,,1.3.321,subjects,fs-r3-0124540,,subject,#n2,,,,1,3,#Buckingham_R3 #Dorset_R3 #Grey_R3 #Hastings_3H6 #QueenElizabeth_3H6 #QueenMargaret_1H6 #RichardIII_R3 #Rivers_3H6 #Stanley_R3,17,#QueenMargaret_1H6
c,,, ,,,,,,,,1,3,#Buckingham_R3 #Dorset_R3 #Grey_R3 #Hastings_3H6 #QueenElizabeth_3H6 #QueenMargaret_1H6 #RichardIII_R3 #Rivers_3H6 #Stanley_R3,17,
w,,1.3.321,to,fs-r3-0124560,,to,#acp-p,,,,1,3,#Buckingham_R3 #Dorset_R3 #Grey_R3 #Hastings_3H6 #QueenElizabeth_3H6 #QueenMargaret_1H6 #RichardIII_R3 #Rivers_3H6 #Stanley_R3,17,#QueenMargaret_1H6
c,,, ,,,,,,,,1,3,#Buckingham_R3 #Dorset_R3 #Grey_R3 #Hastings_3H6 #QueenElizabeth_3H6 #QueenMargaret_1H6 #RichardIII_R3 #Rivers_3H6 #Stanley_R3,17,
w,,1.3.321,his,fs-r3-0124580,,his,#po,,,,1,3,#Buckingham_R3 #Dorset_R3 #Grey_R3 #Hastings_3H6 #QueenElizabeth_3H6 #QueenMargaret_1H6 #RichardIII_R3 #Rivers_3H6 #Stanley_R3,17,#QueenMargaret_1H6
c,,, ,,,,,,,,1,3,#Buckingham_R3 #Dorset_R3 #Grey_R3 #Hastings_3H6 #QueenElizabeth_3H6 #QueenMargaret_1H6 #RichardIII_R3 #Rivers_3H6 #Stanley_R3,17,
w,,1.3.321,hate,fs-r3-0124600,,hate,#n1,,,,1,3,#Buckingham_R3 #Dorset_R3 #Grey_R3 #Hastings_3H6 #QueenElizabeth_3H6 #QueenMargaret_1H6 #RichardIII_R3 #Rivers_3H6 #Stanley_R3,17,#QueenMargaret_1H6
pc,,1.3.321,",",fs-r3-0124610,,,,,,,1,3,#Buckingham_R3 #Dorset_R3 #Grey_R3 #Hastings_3H6 #QueenElizabeth_3H6 #QueenMargaret_1H6 #RichardIII_R3 #Rivers_3H6 #Stanley_R3,17,#QueenMargaret_1H6
l,,1.3.322,,ftln-0772,,,,,,,1,3,#Buckingham_R3 #Dorset_R3 #Grey_R3 #Hastings_3H6 #QueenElizabeth_3H6 #QueenMargaret_1H6 #RichardIII_R3 #Rivers_3H6 #Stanley_R3,17,#QueenMargaret_1H6
w,,1.3.322,And,fs-r3-0124620,,and,#cc,,,,1,3,#Buckingham_R3 #Dorset_R3 #Grey_R3 #Hastings_3H6 #QueenElizabeth_3H6 #QueenMargaret_1H6 #RichardIII_R3 #Rivers_3H6 #Stanley_R3,17,#QueenMargaret_1H6
c,,, ,,,,,,,,1,3,#Buckingham_R3 #Dorset_R3 #Grey_R3 #Hastings_3H6 #QueenElizabeth_3H6 #QueenMargaret_1H6 #RichardIII_R3 #Rivers_3H6 #Stanley_R3,17,
w,,1.3.322,he,fs-r3-0124640,,he,#pns,,,,1,3,#Buckingham_R3 #Dorset_R3 #Grey_R3 #Hastings_3H6 #QueenElizabeth_3H6 #QueenMargaret_1H6 #RichardIII_R3 #Rivers_3H6 #Stanley_R3,17,#QueenMargaret_1H6
c,,, ,,,,,,,,1,3,#Buckingham_R3 #Dorset_R3 #Grey_R3 #Hastings_3H6 #QueenElizabeth_3H6 #QueenMargaret_1H6 #RichardIII_R3 #Rivers_3H6 #Stanley_R3,17,
w,,1.3.322,to,fs-r3-0124660,,to,#acp-p,,,,1,3,#Buckingham_R3 #Dorset_R3 #Grey_R3 #Hastings_3H6 #QueenElizabeth_3H6 #QueenMargaret_1H6 #RichardIII_R3 #Rivers_3H6 #Stanley_R3,17,#QueenMargaret_1H6
c,,, ,,,,,,,,1,3,#Buckingham_R3 #Dorset_R3 #Grey_R3 #Hastings_3H6 #QueenElizabeth_3H6 #QueenMargaret_1H6 #RichardIII_R3 #Rivers_3H6 #Stanley_R3,17,
w,,1.3.322,yours,fs-r3-0124680,,you,#png,,,,1,3,#Buckingham_R3 #Dorset_R3 #Grey_R3 #Hastings_3H6 #QueenElizabeth_3H6 #QueenMargaret_1H6 #RichardIII_R3 #Rivers_3H6 #Stanley_R3,17,#QueenMargaret_1H6
pc,,1.3.322,",",fs-r3-0124690,,,,,,,1,3,#Buckingham_R3 #Dorset_R3 #Grey_R3 #Hastings_3H6 #QueenElizabeth_3H6 #QueenMargaret_1H6 #RichardIII_R3 #Rivers_3H6 #Stanley_R3,17,#QueenMargaret_1H6
c,,, ,,,,,,,,1,3,#Buckingham_R3 #Dorset_R3 #Grey_R3 #Hastings_3H6 #QueenElizabeth_3H6 #QueenMargaret_1H6 #RichardIII_R3 #Rivers_3H6 #Stanley_R3,17,
w,,1.3.322,and,fs-r3-0124710,,and,#cc,,,,1,3,#Buckingham_R3 #Dorset_R3 #Grey_R3 #Hastings_3H6 #QueenElizabeth_3H6 #QueenMargaret_1H6 #RichardIII_R3 #Rivers_3H6 #Stanley_R3,17,#QueenMargaret_1H6
c,,, ,,,,,,,,1,3,#Buckingham_R3 #Dorset_R3 #Grey_R3 #Hastings_3H6 #QueenElizabeth_3H6 #QueenMargaret_1H6 #RichardIII_R3 #Rivers_3H6 #Stanley_R3,17,
w,,1.3.322,all,fs-r3-0124730,,all,#d,,,,1,3,#Buckingham_R3 #Dorset_R3 #Grey_R3 #Hastings_3H6 #QueenElizabeth_3H6 #QueenMargaret_1H6 #RichardIII_R3 #Rivers_3H6 #Stanley_R3,17,#QueenMargaret_1H6
c,,, ,,,,,,,,1,3,#Buckingham_R3 #Dorset_R3 #Grey_R3 #Hastings_3H6 #QueenElizabeth_3H6 #QueenMargaret_1H6 #RichardIII_R3 #Rivers_3H6 #Stanley_R3,17,
w,,1.3.322,of,fs-r3-0124750,,of,#acp-p,,,,1,3,#Buckingham_R3 #Dorset_R3 #Grey_R3 #Hastings_3H6 #QueenElizabeth_3H6 #QueenMargaret_1H6 #RichardIII_R3 #Rivers_3H6 #Stanley_R3,17,#QueenMargaret_1H6
c,,, ,,,,,,,,1,3,#Buckingham_R3 #Dorset_R3 #Grey_R3 #Hastings_3H6 #QueenElizabeth_3H6 #QueenMargaret_1H6 #RichardIII_R3 #Rivers_3H6 #Stanley_R3,17,
w,,1.3.322,you,fs-r3-0124770,,you,#pn,,,,1,3,#Buckingham_R3 #Dorset_R3 #Grey_R3 #Hastings_3H6 #QueenElizabeth_3H6 #QueenMargaret_1H6 #RichardIII_R3 #Rivers_3H6 #Stanley_R3,17,#QueenMargaret_1H6
c,,, ,,,,,,,,1,3,#Buckingham_R3 #Dorset_R3 #Grey_R3 #Hastings_3H6 #QueenElizabeth_3H6 #QueenMargaret_1H6 #RichardIII_R3 #Rivers_3H6 #Stanley_R3,17,
w,,1.3.322,to,fs-r3-0124790,,to,#acp-p,,,,1,3,#Buckingham_R3 #Dorset_R3 #Grey_R3 #Hastings_3H6 #QueenElizabeth_3H6 #QueenMargaret_1H6 #RichardIII_R3 #Rivers_3H6 #Stanley_R3,17,#QueenMargaret_1H6
c,,, ,,,,,,,,1,3,#Buckingham_R3 #Dorset_R3 #Grey_R3 #Hastings_3H6 #QueenElizabeth_3H6 #QueenMargaret_1H6 #RichardIII_R3 #Rivers_3H6 #Stanley_R3,17,
w,,1.3.322,God’s,fs-r3-0124810,,God,#n1g-nn,,,,1,3,#Buckingham_R3 #Dorset_R3 #Grey_R3 #Hastings_3H6 #QueenElizabeth_3H6 #QueenMargaret_1H6 #RichardIII_R3 #Rivers_3H6 #Stanley_R3,17,#QueenMargaret_1H6
pc,,1.3.322,.,fs-r3-0124820,,,,,,,1,3,#Buckingham_R3 #Dorset_R3 #Grey_R3 #Hastings_3H6 #QueenElizabeth_3H6 #QueenMargaret_1H6 #RichardIII_R3 #Rivers_3H6 #Stanley_R3,17,#QueenMargaret_1H6
stage,exit,SD 1.3.322,,stg-0772,{'#QueenMargaret_1H6'},,,,,,1,3,#Buckingham_R3 #Dorset_R3 #Grey_R3 #Hastings_3H6 #QueenElizabeth_3H6 #RichardIII_R3 #Rivers_3H6 #Stanley_R3,18,
w,,SD 1.3.322,She,fs-r3-0124830,,,,,,,1,3,#Buckingham_R3 #Dorset_R3 #Grey_R3 #Hastings_3H6 #QueenElizabeth_3H6 #RichardIII_R3 #Rivers_3H6 #Stanley_R3,18,
c,,, ,,,,,,,,1,3,#Buckingham_R3 #Dorset_R3 #Grey_R3 #Hastings_3H6 #QueenElizabeth_3H6 #RichardIII_R3 #Rivers_3H6 #Stanley_R3,18,
w,,SD 1.3.322,exits,fs-r3-0124850,,,,,,,1,3,#Buckingham_R3 #Dorset_R3 #Grey_R3 #Hastings_3H6 #QueenElizabeth_3H6 #RichardIII_R3 #Rivers_3H6 #Stanley_R3,18,
pc,,SD 1.3.322,.,fs-r3-0124860,,,,,,,1,3,#Buckingham_R3 #Dorset_R3 #Grey_R3 #Hastings_3H6 #QueenElizabeth_3H6 #RichardIII_R3 #Rivers_3H6 #Stanley_R3,18,
sp,,,,sp-0773,{'#Buckingham_R3'},,,,,,1,3,#Buckingham_R3 #Dorset_R3 #Grey_R3 #Hastings_3H6 #QueenElizabeth_3H6 #RichardIII_R3 #Rivers_3H6 #Stanley_R3,18,#Buckingham_R3
l,,1.3.323,,ftln-0773,,,,,,,1,3,#Buckingham_R3 #Dorset_R3 #Grey_R3 #Hastings_3H6 #QueenElizabeth_3H6 #RichardIII_R3 #Rivers_3H6 #Stanley_R3,18,#Buckingham_R3
w,,1.3.323,My,fs-r3-0124880,,my,#po,,,,1,3,#Buckingham_R3 #Dorset_R3 #Grey_R3 #Hastings_3H6 #QueenElizabeth_3H6 #RichardIII_R3 #Rivers_3H6 #Stanley_R3,18,#Buckingham_R3
c,,, ,,,,,,,,1,3,#Buckingham_R3 #Dorset_R3 #Grey_R3 #Hastings_3H6 #QueenElizabeth_3H6 #RichardIII_R3 #Rivers_3H6 #Stanley_R3,18,
w,,1.3.323,hair,fs-r3-0124900,,hair,#n1,,,,1,3,#Buckingham_R3 #Dorset_R3 #Grey_R3 #Hastings_3H6 #QueenElizabeth_3H6 #RichardIII_R3 #Rivers_3H6 #Stanley_R3,18,#Buckingham_R3
c,,, ,,,,,,,,1,3,#Buckingham_R3 #Dorset_R3 #Grey_R3 #Hastings_3H6 #QueenElizabeth_3H6 #RichardIII_R3 #Rivers_3H6 #Stanley_R3,18,
w,,1.3.323,doth,fs-r3-0124920,,do,#vvz,,,,1,3,#Buckingham_R3 #Dorset_R3 #Grey_R3 #Hastings_3H6 #QueenElizabeth_3H6 #RichardIII_R3 #Rivers_3H6 #Stanley_R3,18,#Buckingham_R3
c,,, ,,,,,,,,1,3,#Buckingham_R3 #Dorset_R3 #Grey_R3 #Hastings_3H6 #QueenElizabeth_3H6 #RichardIII_R3 #Rivers_3H6 #Stanley_R3,18,
w,,1.3.323,stand,fs-r3-0124940,,stand,#vvi,,,,1,3,#Buckingham_R3 #Dorset_R3 #Grey_R3 #Hastings_3H6 #QueenElizabeth_3H6 #RichardIII_R3 #Rivers_3H6 #Stanley_R3,18,#Buckingham_R3
c,,, ,,,,,,,,1,3,#Buckingham_R3 #Dorset_R3 #Grey_R3 #Hastings_3H6 #QueenElizabeth_3H6 #RichardIII_R3 #Rivers_3H6 #Stanley_R3,18,
w,,1.3.323,an,fs-r3-0124960,,a,#d,,,,1,3,#Buckingham_R3 #Dorset_R3 #Grey_R3 #Hastings_3H6 #QueenElizabeth_3H6 #RichardIII_R3 #Rivers_3H6 #Stanley_R3,18,#Buckingham_R3
c,,, ,,,,,,,,1,3,#Buckingham_R3 #Dorset_R3 #Grey_R3 #Hastings_3H6 #QueenElizabeth_3H6 #RichardIII_R3 #Rivers_3H6 #Stanley_R3,18,
w,,1.3.323,end,fs-r3-0124980,,end,#n1,,,,1,3,#Buckingham_R3 #Dorset_R3 #Grey_R3 #Hastings_3H6 #QueenElizabeth_3H6 #RichardIII_R3 #Rivers_3H6 #Stanley_R3,18,#Buckingham_R3
c,,, ,,,,,,,,1,3,#Buckingham_R3 #Dorset_R3 #Grey_R3 #Hastings_3H6 #QueenElizabeth_3H6 #RichardIII_R3 #Rivers_3H6 #Stanley_R3,18,
w,,1.3.323,to,fs-r3-0125000,,to,#acp-cs,,,,1,3,#Buckingham_R3 #Dorset_R3 #Grey_R3 #Hastings_3H6 #QueenElizabeth_3H6 #RichardIII_R3 #Rivers_3H6 #Stanley_R3,18,#Buckingham_R3
c,,, ,,,,,,,,1,3,#Buckingham_R3 #Dorset_R3 #Grey_R3 #Hastings_3H6 #QueenElizabeth_3H6 #RichardIII_R3 #Rivers_3H6 #Stanley_R3,18,
w,,1.3.323,hear,fs-r3-0125020,,hear,#vvi,,,,1,3,#Buckingham_R3 #Dorset_R3 #Grey_R3 #Hastings_3H6 #QueenElizabeth_3H6 #RichardIII_R3 #Rivers_3H6 #Stanley_R3,18,#Buckingham_R3
c,,, ,,,,,,,,1,3,#Buckingham_R3 #Dorset_R3 #Grey_R3 #Hastings_3H6 #QueenElizabeth_3H6 #RichardIII_R3 #Rivers_3H6 #Stanley_R3,18,
w,,1.3.323,her,fs-r3-0125040,,her,#po,,,,1,3,#Buckingham_R3 #Dorset_R3 #Grey_R3 #Hastings_3H6 #QueenElizabeth_3H6 #RichardIII_R3 #Rivers_3H6 #Stanley_R3,18,#Buckingham_R3
c,,, ,,,,,,,,1,3,#Buckingham_R3 #Dorset_R3 #Grey_R3 #Hastings_3H6 #QueenElizabeth_3H6 #RichardIII_R3 #Rivers_3H6 #Stanley_R3,18,
w,,1.3.323,curses,fs-r3-0125060,,curse,#n2,,,,1,3,#Buckingham_R3 #Dorset_R3 #Grey_R3 #Hastings_3H6 #QueenElizabeth_3H6 #RichardIII_R3 #Rivers_3H6 #Stanley_R3,18,#Buckingham_R3
pc,,1.3.323,.,fs-r3-0125070,,,,,,,1,3,#Buckingham_R3 #Dorset_R3 #Grey_R3 #Hastings_3H6 #QueenElizabeth_3H6 #RichardIII_R3 #Rivers_3H6 #Stanley_R3,18,#Buckingham_R3
sp,,,,sp-0774,{'#Rivers_3H6'},,,,,,1,3,#Buckingham_R3 #Dorset_R3 #Grey_R3 #Hastings_3H6 #QueenElizabeth_3H6 #RichardIII_R3 #Rivers_3H6 #Stanley_R3,18,#Rivers_3H6
l,,1.3.324,,ftln-0774,,,,,,,1,3,#Buckingham_R3 #Dorset_R3 #Grey_R3 #Hastings_3H6 #QueenElizabeth_3H6 #RichardIII_R3 #Rivers_3H6 #Stanley_R3,18,#Rivers_3H6
w,,1.3.324,And,fs-r3-0125090,,and,#cc,,,,1,3,#Buckingham_R3 #Dorset_R3 #Grey_R3 #Hastings_3H6 #QueenElizabeth_3H6 #RichardIII_R3 #Rivers_3H6 #Stanley_R3,18,#Rivers_3H6
c,,, ,,,,,,,,1,3,#Buckingham_R3 #Dorset_R3 #Grey_R3 #Hastings_3H6 #QueenElizabeth_3H6 #RichardIII_R3 #Rivers_3H6 #Stanley_R3,18,
w,,1.3.324,so,fs-r3-0125110,,so,#av,,,,1,3,#Buckingham_R3 #Dorset_R3 #Grey_R3 #Hastings_3H6 #QueenElizabeth_3H6 #RichardIII_R3 #Rivers_3H6 #Stanley_R3,18,#Rivers_3H6
c,,, ,,,,,,,,1,3,#Buckingham_R3 #Dorset_R3 #Grey_R3 #Hastings_3H6 #QueenElizabeth_3H6 #RichardIII_R3 #Rivers_3H6 #Stanley_R3,18,
w,,1.3.324,doth,fs-r3-0125130,,do,#vvz,,,,1,3,#Buckingham_R3 #Dorset_R3 #Grey_R3 #Hastings_3H6 #QueenElizabeth_3H6 #RichardIII_R3 #Rivers_3H6 #Stanley_R3,18,#Rivers_3H6
c,,, ,,,,,,,,1,3,#Buckingham_R3 #Dorset_R3 #Grey_R3 #Hastings_3H6 #QueenElizabeth_3H6 #RichardIII_R3 #Rivers_3H6 #Stanley_R3,18,
w,,1.3.324,mine,fs-r3-0125150,,i,#png,,,,1,3,#Buckingham_R3 #Dorset_R3 #Grey_R3 #Hastings_3H6 #QueenElizabeth_3H6 #RichardIII_R3 #Rivers_3H6 #Stanley_R3,18,#Rivers_3H6
pc,,1.3.324,.,fs-r3-0125160,,,,,,,1,3,#Buckingham_R3 #Dorset_R3 #Grey_R3 #Hastings_3H6 #QueenElizabeth_3H6 #RichardIII_R3 #Rivers_3H6 #Stanley_R3,18,#Rivers_3H6
c,,, ,,,,,,,,1,3,#Buckingham_R3 #Dorset_R3 #Grey_R3 #Hastings_3H6 #QueenElizabeth_3H6 #RichardIII_R3 #Rivers_3H6 #Stanley_R3,18,
w,,1.3.324,I,fs-r3-0125180,,i,#pns,,,,1,3,#Buckingham_R3 #Dorset_R3 #Grey_R3 #Hastings_3H6 #QueenElizabeth_3H6 #RichardIII_R3 #Rivers_3H6 #Stanley_R3,18,#Rivers_3H6
c,,, ,,,,,,,,1,3,#Buckingham_R3 #Dorset_R3 #Grey_R3 #Hastings_3H6 #QueenElizabeth_3H6 #RichardIII_R3 #Rivers_3H6 #Stanley_R3,18,
w,,1.3.324,muse,fs-r3-0125200,,muse,#vvb,,,,1,3,#Buckingham_R3 #Dorset_R3 #Grey_R3 #Hastings_3H6 #QueenElizabeth_3H6 #RichardIII_R3 #Rivers_3H6 #Stanley_R3,18,#Rivers_3H6
c,,, ,,,,,,,,1,3,#Buckingham_R3 #Dorset_R3 #Grey_R3 #Hastings_3H6 #QueenElizabeth_3H6 #RichardIII_R3 #Rivers_3H6 #Stanley_R3,18,
