tag,type,n,text,xml:id,who,ana,lemma,part,rendition,next,prev,act,scene,onstage,stagegroup_raw,speaker
c,,, ,,,,,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,
w,,1.1.87,France,fs-2h6-0014280,,#n1-nn,France,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,#Gloucester_2H4
pc,,1.1.87,",",fs-2h6-0014290,,,,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,#Gloucester_2H4
c,,, ,,,,,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,
w,,1.1.87,his,fs-2h6-0014310,,#po,his,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,#Gloucester_2H4
c,,, ,,,,,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,
w,,1.1.87,true,fs-2h6-0014330,,#j,true,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,#Gloucester_2H4
c,,, ,,,,,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,
w,,1.1.87,inheritance,fs-2h6-0014350,,#n1,inheritance,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,#Gloucester_2H4
pc,,1.1.87,?,fs-2h6-0014360,,,,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,#Gloucester_2H4
l,,1.1.88,,ftln-0088,,,,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,#Gloucester_2H4
w,,1.1.88,And,fs-2h6-0014370,,#cc,and,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,#Gloucester_2H4
c,,, ,,,,,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,
w,,1.1.88,did,fs-2h6-0014390,,#vvd,do,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,#Gloucester_2H4
c,,, ,,,,,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,
w,,1.1.88,my,fs-2h6-0014410,,#po,my,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,#Gloucester_2H4
c,,, ,,,,,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,
w,,1.1.88,brother,fs-2h6-0014430,,#n1,brother,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,#Gloucester_2H4
c,,, ,,,,,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,
w,,1.1.88,Bedford,fs-2h6-0014450,,#n1-nn,Bedford,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,#Gloucester_2H4
c,,, ,,,,,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,
w,,1.1.88,toil,fs-2h6-0014470,,#vvi,toil,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,#Gloucester_2H4
c,,, ,,,,,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,
w,,1.1.88,his,fs-2h6-0014490,,#po,his,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,#Gloucester_2H4
c,,, ,,,,,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,
w,,1.1.88,wits,fs-2h6-0014510,,#n2,wit,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,#Gloucester_2H4
l,,1.1.89,,ftln-0089,,,,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,#Gloucester_2H4
w,,1.1.89,To,fs-2h6-0014520,,#acp-cs,to,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,#Gloucester_2H4
c,,, ,,,,,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,
w,,1.1.89,keep,fs-2h6-0014540,,#vvi,keep,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,#Gloucester_2H4
c,,, ,,,,,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,
w,,1.1.89,by,fs-2h6-0014560,,#acp-p,by,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,#Gloucester_2H4
c,,, ,,,,,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,
w,,1.1.89,policy,fs-2h6-0014580,,#n1,policy,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,#Gloucester_2H4
c,,, ,,,,,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,
w,,1.1.89,what,fs-2h6-0014600,,#crq-r,what,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,#Gloucester_2H4
c,,, ,,,,,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,
w,,1.1.89,Henry,fs-2h6-0014620,,#n1-nn,Henry,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,#Gloucester_2H4
c,,, ,,,,,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,
w,,1.1.89,got,fs-2h6-0014640,,#vvd,get,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,#Gloucester_2H4
pc,,1.1.89,?,fs-2h6-0014650,,,,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,#Gloucester_2H4
l,,1.1.90,,ftln-0090,,,,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,#Gloucester_2H4
w,,1.1.90,Have,fs-2h6-0014660,,#vvb,have,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,#Gloucester_2H4
c,,, ,,,,,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,
w,,1.1.90,you,fs-2h6-0014680,,#pn,you,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,#Gloucester_2H4
c,,, ,,,,,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,
w,,1.1.90,yourselves,fs-2h6-0014700,,#px,yourselves,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,#Gloucester_2H4
pc,,1.1.90,",",fs-2h6-0014710,,,,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,#Gloucester_2H4
c,,, ,,,,,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,
w,,1.1.90,Somerset,fs-2h6-0014730,,#n1-nn,Somerset,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,#Gloucester_2H4
pc,,1.1.90,",",fs-2h6-0014740,,,,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,#Gloucester_2H4
c,,, ,,,,,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,
w,,1.1.90,Buckingham,fs-2h6-0014760,,#n1-nn,Buckingham,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,#Gloucester_2H4
pc,,1.1.90,",",fs-2h6-0014770,,,,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,#Gloucester_2H4
l,,1.1.91,,ftln-0091,,,,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,#Gloucester_2H4
w,,1.1.91,Brave,fs-2h6-0014780,,#j,brave,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,#Gloucester_2H4
c,,, ,,,,,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,
w,,1.1.91,York,fs-2h6-0014800,,#n1-nn,York,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,#Gloucester_2H4
pc,,1.1.91,",",fs-2h6-0014810,,,,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,#Gloucester_2H4
c,,, ,,,,,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,
w,,1.1.91,Salisbury,fs-2h6-0014830,,#n1-nn,Salisbury,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,#Gloucester_2H4
pc,,1.1.91,",",fs-2h6-0014840,,,,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,#Gloucester_2H4
c,,, ,,,,,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,
w,,1.1.91,and,fs-2h6-0014860,,#cc,and,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,#Gloucester_2H4
c,,, ,,,,,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,
w,,1.1.91,victorious,fs-2h6-0014880,,#j,victorious,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,#Gloucester_2H4
c,,, ,,,,,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,
w,,1.1.91,Warwick,fs-2h6-0014900,,#n1-nn,Warwick,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,#Gloucester_2H4
pc,,1.1.91,",",fs-2h6-0014910,,,,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,#Gloucester_2H4
l,,1.1.92,,ftln-0092,,,,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,#Gloucester_2H4
w,,1.1.92,Received,fs-2h6-0014920,,#vvn,receive,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,#Gloucester_2H4
c,,, ,,,,,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,
w,,1.1.92,deep,fs-2h6-0014940,,#j,deep,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,#Gloucester_2H4
c,,, ,,,,,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,
w,,1.1.92,scars,fs-2h6-0014960,,#n2,scar,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,#Gloucester_2H4
c,,, ,,,,,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,
w,,1.1.92,in,fs-2h6-0014980,,#acp-p,in,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,#Gloucester_2H4
c,,, ,,,,,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,
w,,1.1.92,France,fs-2h6-0015000,,#n1-nn,France,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,#Gloucester_2H4
c,,, ,,,,,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,
w,,1.1.92,and,fs-2h6-0015020,,#cc,and,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,#Gloucester_2H4
c,,, ,,,,,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,
w,,1.1.92,Normandy,fs-2h6-0015040,,#n1-nn,Normandy,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,#Gloucester_2H4
pc,,1.1.92,?,fs-2h6-0015050,,,,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,#Gloucester_2H4
l,,1.1.93,,ftln-0093,,,,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,#Gloucester_2H4
w,,1.1.93,Or,fs-2h6-0015060,,#cc,or,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,#Gloucester_2H4
c,,, ,,,,,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,
w,,1.1.93,hath,fs-2h6-0015080,,#vvz,have,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,#Gloucester_2H4
c,,, ,,,,,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,
w,,1.1.93,mine,fs-2h6-0015100,,#po,my,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,#Gloucester_2H4
c,,, ,,,,,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,
w,,1.1.93,uncle,fs-2h6-0015120,,#n1,uncle,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,#Gloucester_2H4
c,,, ,,,,,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,
w,,1.1.93,Beaufort,fs-2h6-0015140,,#n1-nn,Beaufort,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,#Gloucester_2H4
c,,, ,,,,,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,
w,,1.1.93,and,fs-2h6-0015160,,#cc,and,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,#Gloucester_2H4
c,,, ,,,,,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,
w,,1.1.93,myself,fs-2h6-0015180,,#px,myself,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,#Gloucester_2H4
pc,,1.1.93,",",fs-2h6-0015190,,,,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,#Gloucester_2H4
l,,1.1.94,,ftln-0094,,,,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,#Gloucester_2H4
w,,1.1.94,With,fs-2h6-0015200,,#acp-p,with,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,#Gloucester_2H4
c,,, ,,,,,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,
w,,1.1.94,all,fs-2h6-0015220,,#d,all,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,#Gloucester_2H4
c,,, ,,,,,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,
w,,1.1.94,the,fs-2h6-0015240,,#d,the,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,#Gloucester_2H4
c,,, ,,,,,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,
w,,1.1.94,learnèd,fs-2h6-0015260,,#j,learned,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,#Gloucester_2H4
c,,, ,,,,,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,
w,,1.1.94,council,fs-2h6-0015280,,#n1,council,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,#Gloucester_2H4
c,,, ,,,,,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,
w,,1.1.94,of,fs-2h6-0015300,,#acp-p,of,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,#Gloucester_2H4
c,,, ,,,,,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,
w,,1.1.94,the,fs-2h6-0015320,,#d,the,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,#Gloucester_2H4
c,,, ,,,,,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,
w,,1.1.94,realm,fs-2h6-0015340,,#n1,realm,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,#Gloucester_2H4
pc,,1.1.94,",",fs-2h6-0015350,,,,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,#Gloucester_2H4
l,,1.1.95,,ftln-0095,,,,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,#Gloucester_2H4
w,,1.1.95,Studied,fs-2h6-0015360,,#vvn,study,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,#Gloucester_2H4
c,,, ,,,,,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,
w,,1.1.95,so,fs-2h6-0015380,,#av,so,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,#Gloucester_2H4
c,,, ,,,,,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,
w,,1.1.95,long,fs-2h6-0015400,,#av_j,long,,,,,1,1,#Buckingham_2H6 #CardinalBeaufort_1H6 #Gloucester_2H4 #Salisbury_2H6 #Somerset_1H6 #Warwick_2H6 #York_1H6,2,#Gloucester_2H4
