tag,type,n,text,xml:id,who,ana,lemma,rendition,part,prev,act,scene,onstage,stagegroup_raw,speaker
w,,5.4.47,And,fs-3h6-0481530,,#cc,and,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#PrinceEdward_3H6
c,,, ,,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,
w,,5.4.47,make,fs-3h6-0481550,,#vvi,make,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#PrinceEdward_3H6
c,,, ,,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,
w,,5.4.47,him,fs-3h6-0481570,,#pno,he,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#PrinceEdward_3H6
c,,, ,,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,
w,,5.4.47,of,fs-3h6-0481590,,#acp-p,of,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#PrinceEdward_3H6
c,,, ,,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,
w,,5.4.47,like,fs-3h6-0481610,,#j,like,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#PrinceEdward_3H6
c,,, ,,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,
w,,5.4.47,spirit,fs-3h6-0481630,,#n1,spirit,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#PrinceEdward_3H6
c,,, ,,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,
w,,5.4.47,to,fs-3h6-0481650,,#acp-p,to,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#PrinceEdward_3H6
c,,, ,,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,
w,,5.4.47,himself,fs-3h6-0481670,,#px,himself,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#PrinceEdward_3H6
pc,,5.4.47,.,fs-3h6-0481680,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#PrinceEdward_3H6
l,,5.4.48,,ftln-2690,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#PrinceEdward_3H6
w,,5.4.48,If,fs-3h6-0481690,,#cs,if,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#PrinceEdward_3H6
c,,, ,,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,
w,,5.4.48,any,fs-3h6-0481710,,#d,any,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#PrinceEdward_3H6
c,,, ,,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,
w,,5.4.48,such,fs-3h6-0481730,,#d,such,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#PrinceEdward_3H6
c,,, ,,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,
w,,5.4.48,be,fs-3h6-0481750,,#vvb,be,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#PrinceEdward_3H6
c,,, ,,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,
w,,5.4.48,here,fs-3h6-0481770,,#av,here,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#PrinceEdward_3H6
pc,,5.4.48,",",fs-3h6-0481780,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#PrinceEdward_3H6
c,,, ,,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,
w,,5.4.48,as,fs-3h6-0481800,,#acp-cs,as,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#PrinceEdward_3H6
c,,, ,,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,
w,,5.4.48,God,fs-3h6-0481820,,#n1-nn,God,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#PrinceEdward_3H6
c,,, ,,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,
w,,5.4.48,forbid,fs-3h6-0481840,,#vvb,forbid,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#PrinceEdward_3H6
pc,,5.4.48,",",fs-3h6-0481850,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#PrinceEdward_3H6
l,,5.4.49,,ftln-2691,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#PrinceEdward_3H6
w,,5.4.49,Let,fs-3h6-0481860,,#vvb,let,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#PrinceEdward_3H6
c,,, ,,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,
w,,5.4.49,him,fs-3h6-0481880,,#pno,he,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#PrinceEdward_3H6
c,,, ,,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,
w,,5.4.49,depart,fs-3h6-0481900,,#vvi,depart,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#PrinceEdward_3H6
c,,, ,,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,
w,,5.4.49,before,fs-3h6-0481920,,#acp-cs,before,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#PrinceEdward_3H6
c,,, ,,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,
w,,5.4.49,we,fs-3h6-0481940,,#pns,we,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#PrinceEdward_3H6
c,,, ,,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,
w,,5.4.49,need,fs-3h6-0481960,,#vvb,need,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#PrinceEdward_3H6
c,,, ,,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,
w,,5.4.49,his,fs-3h6-0481980,,#po,his,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#PrinceEdward_3H6
c,,, ,,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,
w,,5.4.49,help,fs-3h6-0482000,,#vvi,help,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#PrinceEdward_3H6
pc,,5.4.49,.,fs-3h6-0482010,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#PrinceEdward_3H6
sp,,,,sp-2692,{'#Oxford_3H6'},,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#Oxford_3H6
l,,5.4.50,,ftln-2692,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#Oxford_3H6
w,,5.4.50,Women,fs-3h6-0482030,,#n2,woman,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#Oxford_3H6
c,,, ,,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,
w,,5.4.50,and,fs-3h6-0482050,,#cc,and,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#Oxford_3H6
c,,, ,,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,
w,,5.4.50,children,fs-3h6-0482070,,#n2,child,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#Oxford_3H6
c,,, ,,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,
w,,5.4.50,of,fs-3h6-0482090,,#acp-p,of,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#Oxford_3H6
c,,, ,,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,
w,,5.4.50,so,fs-3h6-0482110,,#av,so,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#Oxford_3H6
c,,, ,,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,
w,,5.4.50,high,fs-3h6-0482130,,#j,high,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#Oxford_3H6
c,,, ,,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,
w,,5.4.50,a,fs-3h6-0482150,,#d,a,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#Oxford_3H6
c,,, ,,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,
w,,5.4.50,courage,fs-3h6-0482170,,#n1,courage,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#Oxford_3H6
pc,,5.4.50,",",fs-3h6-0482180,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#Oxford_3H6
l,,5.4.51,,ftln-2693,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#Oxford_3H6
w,,5.4.51,And,fs-3h6-0482190,,#cc,and,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#Oxford_3H6
c,,, ,,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,
w,,5.4.51,warriors,fs-3h6-0482210,,#n2,warrior,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#Oxford_3H6
c,,, ,,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,
w,,5.4.51,faint,fs-3h6-0482230,,#vvb,faint,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#Oxford_3H6
pc,,5.4.51,?,fs-3h6-0482240,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#Oxford_3H6
c,,, ,,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,
w,,5.4.51,Why,fs-3h6-0482260,,#crq-cs,why,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#Oxford_3H6
pc,,5.4.51,",",fs-3h6-0482270,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#Oxford_3H6
c,,, ,,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,
w,,5.4.51,’twere,fs-3h6-0482290,,#pn|vvd,it|be,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#Oxford_3H6
c,,, ,,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,
w,,5.4.51,perpetual,fs-3h6-0482310,,#j,perpetual,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#Oxford_3H6
c,,, ,,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,
w,,5.4.51,shame,fs-3h6-0482330,,#n1,shame,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#Oxford_3H6
pc,,5.4.51,!,fs-3h6-0482340,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#Oxford_3H6
l,,5.4.52,,ftln-2694,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#Oxford_3H6
w,,5.4.52,O,fs-3h6-0482350,,#uh,oh,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#Oxford_3H6
pc,,5.4.52,",",fs-3h6-0482360,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#Oxford_3H6
c,,, ,,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,
w,,5.4.52,brave,fs-3h6-0482380,,#j,brave,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#Oxford_3H6
c,,, ,,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,
w,,5.4.52,young,fs-3h6-0482400,,#j,young,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#Oxford_3H6
c,,, ,,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,
w,,5.4.52,prince,fs-3h6-0482420,,#n1,prince,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#Oxford_3H6
pc,,5.4.52,",",fs-3h6-0482430,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#Oxford_3H6
c,,, ,,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,
w,,5.4.52,thy,fs-3h6-0482450,,#po,thy,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#Oxford_3H6
c,,, ,,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,
w,,5.4.52,famous,fs-3h6-0482470,,#j,famous,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#Oxford_3H6
c,,, ,,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,
w,,5.4.52,grandfather,fs-3h6-0482490,,#n1,grandfather,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#Oxford_3H6
l,,5.4.53,,ftln-2695,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#Oxford_3H6
w,,5.4.53,Doth,fs-3h6-0482500,,#vvz,do,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#Oxford_3H6
c,,, ,,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,
w,,5.4.53,live,fs-3h6-0482520,,#vvi,live,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#Oxford_3H6
c,,, ,,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,
w,,5.4.53,again,fs-3h6-0482540,,#av,again,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#Oxford_3H6
c,,, ,,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,
w,,5.4.53,in,fs-3h6-0482560,,#acp-p,in,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#Oxford_3H6
c,,, ,,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,
w,,5.4.53,thee,fs-3h6-0482580,,#pno,thou,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#Oxford_3H6
pc,,5.4.53,.,fs-3h6-0482590,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#Oxford_3H6
c,,, ,,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,
w,,5.4.53,Long,fs-3h6-0482610,,#av_j,long,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#Oxford_3H6
c,,, ,,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,
w,,5.4.53,mayst,fs-3h6-0482630,,#vm2,may,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#Oxford_3H6
c,,, ,,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,
w,,5.4.53,thou,fs-3h6-0482650,,#pns,thou,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#Oxford_3H6
c,,, ,,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,
w,,5.4.53,live,fs-3h6-0482670,,#vvi,live,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#Oxford_3H6
l,,5.4.54,,ftln-2696,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#Oxford_3H6
w,,5.4.54,To,fs-3h6-0482680,,#acp-cs,to,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#Oxford_3H6
c,,, ,,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,
w,,5.4.54,bear,fs-3h6-0482700,,#vvi,bear,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#Oxford_3H6
c,,, ,,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,
w,,5.4.54,his,fs-3h6-0482720,,#po,his,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#Oxford_3H6
c,,, ,,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,
w,,5.4.54,image,fs-3h6-0482740,,#n1,image,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#Oxford_3H6
c,,, ,,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,
w,,5.4.54,and,fs-3h6-0482760,,#cc,and,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#Oxford_3H6
c,,, ,,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,
w,,5.4.54,renew,fs-3h6-0482780,,#vvi,renew,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,#Oxford_3H6
c,,, ,,,,,,,,5,4,#Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #SOLDIERS.LANCASTER_3H6 #Somerset_3H6,126,
