tag,type,n,text,xml:id,who,ana,lemma,part,rendition,prev,act,scene,onstage,stagegroup_raw,speaker
c,,, ,,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,
w,,4.5.10,how,fs-1h6-0333120,,#crq-cs,how,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#Talbot_1H6
c,,, ,,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,
w,,4.5.10,thou,fs-1h6-0333140,,#pns,thou,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#Talbot_1H6
c,,, ,,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,
w,,4.5.10,shalt,fs-1h6-0333160,,#vm2,shall,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#Talbot_1H6
c,,, ,,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,
w,,4.5.10,escape,fs-1h6-0333180,,#vvi,escape,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#Talbot_1H6
l,,4.5.11,,ftln-1947,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#Talbot_1H6
w,,4.5.11,By,fs-1h6-0333190,,#acp-p,by,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#Talbot_1H6
c,,, ,,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,
w,,4.5.11,sudden,fs-1h6-0333210,,#j,sudden,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#Talbot_1H6
c,,, ,,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,
w,,4.5.11,flight,fs-1h6-0333230,,#n1,flight,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#Talbot_1H6
pc,,4.5.11,.,fs-1h6-0333240,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#Talbot_1H6
c,,, ,,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,
w,,4.5.11,Come,fs-1h6-0333260,,#vvb,come,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#Talbot_1H6
pc,,4.5.11,",",fs-1h6-0333270,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#Talbot_1H6
c,,, ,,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,
w,,4.5.11,dally,fs-1h6-0333290,,#vvb,dally,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#Talbot_1H6
c,,, ,,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,
w,,4.5.11,not,fs-1h6-0333310,,#xx,not,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#Talbot_1H6
pc,,4.5.11,",",fs-1h6-0333320,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#Talbot_1H6
c,,, ,,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,
w,,4.5.11,be,fs-1h6-0333340,,#vvb,be,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#Talbot_1H6
c,,, ,,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,
w,,4.5.11,gone,fs-1h6-0333360,,#vvn,go,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#Talbot_1H6
pc,,4.5.11,.,fs-1h6-0333370,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#Talbot_1H6
sp,,,,sp-1948,{'#JohnTalbot_1H6'},,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#JohnTalbot_1H6
l,,4.5.12,,ftln-1948,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#JohnTalbot_1H6
w,,4.5.12,Is,fs-1h6-0333410,,#vvz,be,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#JohnTalbot_1H6
c,,, ,,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,
w,,4.5.12,my,fs-1h6-0333430,,#po,my,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#JohnTalbot_1H6
c,,, ,,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,
w,,4.5.12,name,fs-1h6-0333450,,#n1,name,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#JohnTalbot_1H6
c,,, ,,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,
w,,4.5.12,Talbot,fs-1h6-0333470,,#n1-nn,Talbot,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#JohnTalbot_1H6
pc,,4.5.12,?,fs-1h6-0333480,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#JohnTalbot_1H6
c,,, ,,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,
w,,4.5.12,And,fs-1h6-0333500,,#cc,and,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#JohnTalbot_1H6
c,,, ,,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,
w,,4.5.12,am,fs-1h6-0333520,,#vvm,be,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#JohnTalbot_1H6
c,,, ,,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,
w,,4.5.12,I,fs-1h6-0333540,,#pns,i,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#JohnTalbot_1H6
c,,, ,,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,
w,,4.5.12,your,fs-1h6-0333560,,#po,your,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#JohnTalbot_1H6
c,,, ,,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,
w,,4.5.12,son,fs-1h6-0333580,,#n1,son,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#JohnTalbot_1H6
pc,,4.5.12,?,fs-1h6-0333590,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#JohnTalbot_1H6
l,,4.5.13,,ftln-1949,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#JohnTalbot_1H6
w,,4.5.13,And,fs-1h6-0333600,,#cc,and,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#JohnTalbot_1H6
c,,, ,,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,
w,,4.5.13,shall,fs-1h6-0333620,,#vmb,shall,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#JohnTalbot_1H6
c,,, ,,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,
w,,4.5.13,I,fs-1h6-0333640,,#pns,i,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#JohnTalbot_1H6
c,,, ,,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,
w,,4.5.13,fly,fs-1h6-0333660,,#vvi,fly,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#JohnTalbot_1H6
pc,,4.5.13,?,fs-1h6-0333670,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#JohnTalbot_1H6
c,,, ,,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,
w,,4.5.13,O,fs-1h6-0333690,,#uh,oh,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#JohnTalbot_1H6
pc,,4.5.13,",",fs-1h6-0333700,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#JohnTalbot_1H6
c,,, ,,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,
w,,4.5.13,if,fs-1h6-0333720,,#cs,if,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#JohnTalbot_1H6
c,,, ,,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,
w,,4.5.13,you,fs-1h6-0333740,,#pn,you,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#JohnTalbot_1H6
c,,, ,,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,
w,,4.5.13,love,fs-1h6-0333760,,#vvb,love,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#JohnTalbot_1H6
c,,, ,,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,
w,,4.5.13,my,fs-1h6-0333780,,#po,my,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#JohnTalbot_1H6
c,,, ,,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,
w,,4.5.13,mother,fs-1h6-0333800,,#n1,mother,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#JohnTalbot_1H6
pc,,4.5.13,",",fs-1h6-0333810,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#JohnTalbot_1H6
l,,4.5.14,,ftln-1950,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#JohnTalbot_1H6
w,,4.5.14,Dishonor,fs-1h6-0333820,,#vvb,dishonour,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#JohnTalbot_1H6
c,,, ,,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,
w,,4.5.14,not,fs-1h6-0333840,,#xx,not,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#JohnTalbot_1H6
c,,, ,,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,
w,,4.5.14,her,fs-1h6-0333860,,#po,her,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#JohnTalbot_1H6
c,,, ,,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,
w,,4.5.14,honorable,fs-1h6-0333880,,#j,honourable,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#JohnTalbot_1H6
c,,, ,,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,
w,,4.5.14,name,fs-1h6-0333900,,#n1,name,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#JohnTalbot_1H6
l,,4.5.15,,ftln-1951,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#JohnTalbot_1H6
w,,4.5.15,To,fs-1h6-0333910,,#acp-cs,to,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#JohnTalbot_1H6
c,,, ,,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,
w,,4.5.15,make,fs-1h6-0333930,,#vvi,make,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#JohnTalbot_1H6
c,,, ,,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,
w,,4.5.15,a,fs-1h6-0333950,,#d,a,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#JohnTalbot_1H6
c,,, ,,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,
w,,4.5.15,bastard,fs-1h6-0333970,,#n1,bastard,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#JohnTalbot_1H6
c,,, ,,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,
w,,4.5.15,and,fs-1h6-0333990,,#cc,and,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#JohnTalbot_1H6
c,,, ,,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,
w,,4.5.15,a,fs-1h6-0334010,,#d,a,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#JohnTalbot_1H6
c,,, ,,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,
w,,4.5.15,slave,fs-1h6-0334030,,#n1,slave,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#JohnTalbot_1H6
c,,, ,,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,
w,,4.5.15,of,fs-1h6-0334050,,#acp-p,of,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#JohnTalbot_1H6
c,,, ,,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,
w,,4.5.15,me,fs-1h6-0334070,,#pno,i,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#JohnTalbot_1H6
pc,,4.5.15,!,fs-1h6-0334080,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#JohnTalbot_1H6
l,,4.5.16,,ftln-1952,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#JohnTalbot_1H6
w,,4.5.16,The,fs-1h6-0334090,,#d,the,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#JohnTalbot_1H6
c,,, ,,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,
w,,4.5.16,world,fs-1h6-0334110,,#n1,world,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#JohnTalbot_1H6
c,,, ,,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,
w,,4.5.16,will,fs-1h6-0334130,,#vmb,will,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#JohnTalbot_1H6
c,,, ,,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,
w,,4.5.16,say,fs-1h6-0334150,,#vvi,say,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#JohnTalbot_1H6
c,,, ,,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,
pc,,,“,fs-1h6--0015s,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,
w,,4.5.16,He,fs-1h6-0334170,,#pns,he,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#JohnTalbot_1H6
c,,, ,,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,
w,,4.5.16,is,fs-1h6-0334190,,#vvz,be,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#JohnTalbot_1H6
c,,, ,,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,
w,,4.5.16,not,fs-1h6-0334210,,#xx,not,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#JohnTalbot_1H6
c,,, ,,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,
w,,4.5.16,Talbot’s,fs-1h6-0334230,,#n1g-nn,Talbot,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#JohnTalbot_1H6
c,,, ,,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,
w,,4.5.16,blood,fs-1h6-0334250,,#n1,blood,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#JohnTalbot_1H6
pc,,4.5.16,",",fs-1h6-0334260,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#JohnTalbot_1H6
l,,4.5.17,,ftln-1953,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#JohnTalbot_1H6
w,,4.5.17,That,fs-1h6-0334270,,#cs,that,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#JohnTalbot_1H6
c,,, ,,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,
w,,4.5.17,basely,fs-1h6-0334290,,#av_j,base,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#JohnTalbot_1H6
c,,, ,,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,
w,,4.5.17,fled,fs-1h6-0334310,,#vvd,flee,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#JohnTalbot_1H6
c,,, ,,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,
w,,4.5.17,when,fs-1h6-0334330,,#crq-cs,when,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#JohnTalbot_1H6
c,,, ,,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,
w,,4.5.17,noble,fs-1h6-0334350,,#j,noble,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#JohnTalbot_1H6
c,,, ,,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,
w,,4.5.17,Talbot,fs-1h6-0334370,,#n1-nn,Talbot,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#JohnTalbot_1H6
c,,, ,,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,
w,,4.5.17,stood,fs-1h6-0334390,,#vvd,stand,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#JohnTalbot_1H6
pc,,4.5.17,.,fs-1h6-0334400,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#JohnTalbot_1H6
pc,,,”,fs-1h6--0015e,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,
sp,,,,sp-1954,{'#Talbot_1H6'},,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#Talbot_1H6
l,,4.5.18,,ftln-1954,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#Talbot_1H6
w,,4.5.18,Fly,fs-1h6-0334420,,#vvb,fly,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#Talbot_1H6
pc,,4.5.18,",",fs-1h6-0334430,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#Talbot_1H6
c,,, ,,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,
w,,4.5.18,to,fs-1h6-0334450,,#acp-p,to,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#Talbot_1H6
c,,, ,,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,
w,,4.5.18,revenge,fs-1h6-0334470,,#vvi,revenge,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#Talbot_1H6
c,,, ,,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,
w,,4.5.18,my,fs-1h6-0334490,,#po,my,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#Talbot_1H6
c,,, ,,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,
w,,4.5.18,death,fs-1h6-0334510,,#n1,death,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#Talbot_1H6
c,,, ,,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,
w,,4.5.18,if,fs-1h6-0334530,,#cs,if,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#Talbot_1H6
c,,, ,,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,
w,,4.5.18,I,fs-1h6-0334550,,#pns,i,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#Talbot_1H6
c,,, ,,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,
w,,4.5.18,be,fs-1h6-0334570,,#vvb,be,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#Talbot_1H6
c,,, ,,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,
w,,4.5.18,slain,fs-1h6-0334590,,#vvn,slay,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#Talbot_1H6
pc,,4.5.18,.,fs-1h6-0334600,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#Talbot_1H6
sp,,,,sp-1955,{'#JohnTalbot_1H6'},,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#JohnTalbot_1H6
l,,4.5.19,,ftln-1955,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#JohnTalbot_1H6
w,,4.5.19,He,fs-1h6-0334640,,#pns,he,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#JohnTalbot_1H6
c,,, ,,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,
w,,4.5.19,that,fs-1h6-0334660,,#cs,that,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#JohnTalbot_1H6
c,,, ,,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,
w,,4.5.19,flies,fs-1h6-0334680,,#vvz,fly,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#JohnTalbot_1H6
c,,, ,,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,
w,,4.5.19,so,fs-1h6-0334700,,#av,so,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#JohnTalbot_1H6
c,,, ,,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,
w,,4.5.19,will,fs-1h6-0334720,,#vmb,will,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#JohnTalbot_1H6
c,,, ,,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,
w,,4.5.19,ne’er,fs-1h6-0334740,,#av-x,never,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#JohnTalbot_1H6
c,,, ,,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,
w,,4.5.19,return,fs-1h6-0334760,,#vvi,return,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#JohnTalbot_1H6
c,,, ,,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,
w,,4.5.19,again,fs-1h6-0334780,,#av,again,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#JohnTalbot_1H6
pc,,4.5.19,.,fs-1h6-0334790,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#JohnTalbot_1H6
sp,,,,sp-1956,{'#Talbot_1H6'},,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#Talbot_1H6
l,,4.5.20,,ftln-1956,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#Talbot_1H6
w,,4.5.20,If,fs-1h6-0334810,,#cs,if,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#Talbot_1H6
c,,, ,,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,
w,,4.5.20,we,fs-1h6-0334830,,#pns,we,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#Talbot_1H6
c,,, ,,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,
w,,4.5.20,both,fs-1h6-0334850,,#d,both,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#Talbot_1H6
c,,, ,,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,
w,,4.5.20,stay,fs-1h6-0334870,,#vvb,stay,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#Talbot_1H6
pc,,4.5.20,",",fs-1h6-0334880,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#Talbot_1H6
c,,, ,,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,
w,,4.5.20,we,fs-1h6-0334900,,#pns,we,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#Talbot_1H6
c,,, ,,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,
w,,4.5.20,both,fs-1h6-0334920,,#d,both,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#Talbot_1H6
c,,, ,,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,
w,,4.5.20,are,fs-1h6-0334940,,#vvb,be,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#Talbot_1H6
c,,, ,,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,
w,,4.5.20,sure,fs-1h6-0334960,,#j,sure,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#Talbot_1H6
c,,, ,,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,
w,,4.5.20,to,fs-1h6-0334980,,#acp-cs,to,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#Talbot_1H6
c,,, ,,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,
w,,4.5.20,die,fs-1h6-0335000,,#vvi,die,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#Talbot_1H6
pc,,4.5.20,.,fs-1h6-0335010,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#Talbot_1H6
sp,,,,sp-1957,{'#JohnTalbot_1H6'},,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#JohnTalbot_1H6
l,,4.5.21,,ftln-1957,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#JohnTalbot_1H6
w,,4.5.21,Then,fs-1h6-0335050,,#av,then,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#JohnTalbot_1H6
c,,, ,,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,
w,,4.5.21,let,fs-1h6-0335070,,#vvb,let,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#JohnTalbot_1H6
c,,, ,,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,
w,,4.5.21,me,fs-1h6-0335090,,#pno,i,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#JohnTalbot_1H6
c,,, ,,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,
w,,4.5.21,stay,fs-1h6-0335110,,#vvi,stay,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#JohnTalbot_1H6
c,,, ,,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,
w,,4.5.21,and,fs-1h6-0335130,,#cc,and,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#JohnTalbot_1H6
pc,,4.5.21,",",fs-1h6-0335140,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#JohnTalbot_1H6
c,,, ,,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,
w,,4.5.21,father,fs-1h6-0335160,,#n1,father,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#JohnTalbot_1H6
pc,,4.5.21,",",fs-1h6-0335170,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#JohnTalbot_1H6
c,,, ,,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,
w,,4.5.21,do,fs-1h6-0335190,,#vvb,do,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#JohnTalbot_1H6
c,,, ,,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,
w,,4.5.21,you,fs-1h6-0335210,,#pn,you,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#JohnTalbot_1H6
c,,, ,,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,
w,,4.5.21,fly,fs-1h6-0335230,,#vvi,fly,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#JohnTalbot_1H6
pc,,4.5.21,.,fs-1h6-0335240,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#JohnTalbot_1H6
l,,4.5.22,,ftln-1958,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#JohnTalbot_1H6
w,,4.5.22,Your,fs-1h6-0335250,,#po,your,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#JohnTalbot_1H6
c,,, ,,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,
w,,4.5.22,loss,fs-1h6-0335270,,#n1,loss,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#JohnTalbot_1H6
c,,, ,,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,
w,,4.5.22,is,fs-1h6-0335290,,#vvz,be,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,#JohnTalbot_1H6
c,,, ,,,,,,,,4,5,#JohnTalbot_1H6 #Talbot_1H6,141,
