act,scene,stagegroup,speaker,onstage,n_tokens,n_lines
3,5,45,#Helen_AWW,#CITIZENS_AWW #Diana_AWW #Helen_AWW #Mariana_AWW #Widow_AWW,120,20
3,5,45,#Mariana_AWW,#CITIZENS_AWW #Diana_AWW #Helen_AWW #Mariana_AWW #Widow_AWW,4,1
3,5,45,#Widow_AWW,#CITIZENS_AWW #Diana_AWW #Helen_AWW #Mariana_AWW #Widow_AWW,161,24
3,5,46,#Diana_AWW,#Bertram_AWW #CITIZENS_AWW #Diana_AWW #Helen_AWW #Mariana_AWW #Parolles_AWW #SOLDIERS_AWW #Widow_AWW,64,9
3,5,46,#Helen_AWW,#Bertram_AWW #CITIZENS_AWW #Diana_AWW #Helen_AWW #Mariana_AWW #Parolles_AWW #SOLDIERS_AWW #Widow_AWW,17,4
3,5,46,#Mariana_AWW,#Bertram_AWW #CITIZENS_AWW #Diana_AWW #Helen_AWW #Mariana_AWW #Parolles_AWW #SOLDIERS_AWW #Widow_AWW,16,4
3,5,46,#Parolles_AWW,#Bertram_AWW #CITIZENS_AWW #Diana_AWW #Helen_AWW #Mariana_AWW #Parolles_AWW #SOLDIERS_AWW #Widow_AWW,4,1
3,5,46,#Widow_AWW,#Bertram_AWW #CITIZENS_AWW #Diana_AWW #Helen_AWW #Mariana_AWW #Parolles_AWW #SOLDIERS_AWW #Widow_AWW,16,4
3,5,47,#Diana_AWW #Widow_AWW,#CITIZENS_AWW #Diana_AWW #Helen_AWW #Mariana_AWW #Widow_AWW,5,1
3,5,47,#Helen_AWW,#CITIZENS_AWW #Diana_AWW #Helen_AWW #Mariana_AWW #Widow_AWW,41,6
3,5,47,#Widow_AWW,#CITIZENS_AWW #Diana_AWW #Helen_AWW #Mariana_AWW #Widow_AWW,30,4
3,6,48,#Bertram_AWW,#Bertram_AWW #LORDS.DUMAINE.1_AWW #LORDS.DUMAINE.2_AWW,21,3
3,6,48,#LORDS.DUMAINE.1_AWW,#Bertram_AWW #LORDS.DUMAINE.1_AWW #LORDS.DUMAINE.2_AWW,177,21
3,6,48,#LORDS.DUMAINE.2_AWW,#Bertram_AWW #LORDS.DUMAINE.1_AWW #LORDS.DUMAINE.2_AWW,123,16
3,6,49,#Bertram_AWW,#Bertram_AWW #LORDS.DUMAINE.1_AWW #LORDS.DUMAINE.2_AWW #Parolles_AWW,153,20
3,6,49,#LORDS.DUMAINE.1_AWW,#Bertram_AWW #LORDS.DUMAINE.1_AWW #LORDS.DUMAINE.2_AWW #Parolles_AWW,22,3
3,6,49,#LORDS.DUMAINE.2_AWW,#Bertram_AWW #LORDS.DUMAINE.1_AWW #LORDS.DUMAINE.2_AWW #Parolles_AWW,43,5
3,6,49,#Parolles_AWW,#Bertram_AWW #LORDS.DUMAINE.1_AWW #LORDS.DUMAINE.2_AWW #Parolles_AWW,130,17
3,6,50,#Bertram_AWW,#Bertram_AWW #LORDS.DUMAINE.1_AWW #LORDS.DUMAINE.2_AWW,29,4
3,6,50,#LORDS.DUMAINE.1_AWW,#Bertram_AWW #LORDS.DUMAINE.1_AWW #LORDS.DUMAINE.2_AWW,101,13
3,6,50,#LORDS.DUMAINE.2_AWW,#Bertram_AWW #LORDS.DUMAINE.1_AWW #LORDS.DUMAINE.2_AWW,87,10
3,6,51,#Bertram_AWW,#Bertram_AWW #LORDS.DUMAINE.2_AWW,69,8
3,6,51,#LORDS.DUMAINE.2_AWW,#Bertram_AWW #LORDS.DUMAINE.2_AWW,11,2
3,7,52,#Helen_AWW,#Helen_AWW #Widow_AWW,287,38
3,7,52,#Widow_AWW,#Helen_AWW #Widow_AWW,107,16
4,1,53,#LORDS.DUMAINE.1_AWW,#LORDS.DUMAINE.1_AWW #SOLDIERS.Interpreter_AWW #SOLDIERS_AWW,162,21
4,1,53,#SOLDIERS.Interpreter_AWW,#LORDS.DUMAINE.1_AWW #SOLDIERS.Interpreter_AWW #SOLDIERS_AWW,19,3
4,1,54,#LORDS.DUMAINE.1_AWW,#LORDS.DUMAINE.1_AWW #Parolles_AWW #SOLDIERS.Interpreter_AWW #SOLDIERS_AWW,60,14
4,1,54,#Parolles_AWW,#LORDS.DUMAINE.1_AWW #Parolles_AWW #SOLDIERS.Interpreter_AWW #SOLDIERS_AWW,321,43
4,1,54,#SOLDIERS.Interpreter_AWW,#LORDS.DUMAINE.1_AWW #Parolles_AWW #SOLDIERS.Interpreter_AWW #SOLDIERS_AWW,76,14
4,1,54,#SOLDIERS_AWW,#LORDS.DUMAINE.1_AWW #Parolles_AWW #SOLDIERS.Interpreter_AWW #SOLDIERS_AWW,7,1
4,1,55,#LORDS.DUMAINE.1_AWW,#LORDS.DUMAINE.1_AWW #SOLDIERS_AWW,24,4
4,1,56,#LORDS.DUMAINE.1_AWW,#LORDS.DUMAINE.1_AWW #SOLDIERS.0.1_AWW #SOLDIERS_AWW,19,3
4,1,56,#SOLDIERS.0.1_AWW,#LORDS.DUMAINE.1_AWW #SOLDIERS.0.1_AWW #SOLDIERS_AWW,7,2
4,2,57,#Bertram_AWW,#Bertram_AWW #Diana_AWW,242,34
4,2,57,#Diana_AWW,#Bertram_AWW #Diana_AWW,338,46
4,2,58,#Diana_AWW,#Diana_AWW,73,8
4,3,59,#LORDS.DUMAINE.1_AWW,#LORDS.DUMAINE.1_AWW #LORDS.DUMAINE.2_AWW #SOLDIERS.Interpreter_AWW #SOLDIERS_AWW,301,41
4,3,59,#LORDS.DUMAINE.2_AWW,#LORDS.DUMAINE.1_AWW #LORDS.DUMAINE.2_AWW #SOLDIERS.Interpreter_AWW #SOLDIERS_AWW,269,36
4,3,60,#LORDS.DUMAINE.1_AWW,#LORDS.DUMAINE.1_AWW #LORDS.DUMAINE.2_AWW #SOLDIERS.Interpreter_AWW #SOLDIERS_AWW #Servant_AWW,5,1
4,3,60,#LORDS.DUMAINE.2_AWW,#LORDS.DUMAINE.1_AWW #LORDS.DUMAINE.2_AWW #SOLDIERS.Interpreter_AWW #SOLDIERS_AWW #Servant_AWW,25,3
4,3,60,#Servant_AWW,#LORDS.DUMAINE.1_AWW #LORDS.DUMAINE.2_AWW #SOLDIERS.Interpreter_AWW #SOLDIERS_AWW #Servant_AWW,34,4
4,3,61,#Bertram_AWW,#Bertram_AWW #LORDS.DUMAINE.1_AWW #LORDS.DUMAINE.2_AWW #SOLDIERS.Interpreter_AWW #SOLDIERS_AWW #Servant_AWW,106,13
4,3,61,#LORDS.DUMAINE.2_AWW,#Bertram_AWW #LORDS.DUMAINE.1_AWW #LORDS.DUMAINE.2_AWW #SOLDIERS.Interpreter_AWW #SOLDIERS_AWW #Servant_AWW,45,7
4,3,62,#Bertram_AWW,#Bertram_AWW #LORDS.DUMAINE.1_AWW #LORDS.DUMAINE.2_AWW,23,4
4,3,62,#LORDS.DUMAINE.2_AWW,#Bertram_AWW #LORDS.DUMAINE.1_AWW #LORDS.DUMAINE.2_AWW,97,12
4,3,63,#Bertram_AWW,#Bertram_AWW #LORDS.DUMAINE.1_AWW #LORDS.DUMAINE.2_AWW #Parolles_AWW #SOLDIERS.Interpreter_AWW,127,21
4,3,63,#LORDS.DUMAINE.1_AWW,#Bertram_AWW #LORDS.DUMAINE.1_AWW #LORDS.DUMAINE.2_AWW #Parolles_AWW #SOLDIERS.Interpreter_AWW,145,23
4,3,63,#LORDS.DUMAINE.2_AWW,#Bertram_AWW #LORDS.DUMAINE.1_AWW #LORDS.DUMAINE.2_AWW #Parolles_AWW #SOLDIERS.Interpreter_AWW,63,9
4,3,63,#Parolles_AWW,#Bertram_AWW #LORDS.DUMAINE.1_AWW #LORDS.DUMAINE.2_AWW #Parolles_AWW #SOLDIERS.Interpreter_AWW,781,96
4,3,63,#SOLDIERS.Interpreter_AWW,#Bertram_AWW #LORDS.DUMAINE.1_AWW #LORDS.DUMAINE.2_AWW #Parolles_AWW #SOLDIERS.Interpreter_AWW,459,73
4,3,64,#Parolles_AWW,#Parolles_AWW #SOLDIERS.Interpreter_AWW,7,1
4,3,64,#SOLDIERS.Interpreter_AWW,#Parolles_AWW #SOLDIERS.Interpreter_AWW,53,7
4,3,65,#Parolles_AWW,#Parolles_AWW,89,11
4,4,66,#Diana_AWW,#Diana_AWW #Helen_AWW #Widow_AWW,16,3
4,4,66,#Helen_AWW,#Diana_AWW #Helen_AWW #Widow_AWW,265,34
4,4,66,#Widow_AWW,#Diana_AWW #Helen_AWW #Widow_AWW,15,3
4,5,67,#Countess_AWW,#Countess_AWW #Fool_AWW #Lafew_AWW,49,6
4,5,67,#Fool_AWW,#Countess_AWW #Fool_AWW #Lafew_AWW,229,29
4,5,67,#Lafew_AWW,#Countess_AWW #Fool_AWW #Lafew_AWW,189,28
4,5,68,#Countess_AWW,#Countess_AWW #Lafew_AWW,95,13
4,5,68,#Lafew_AWW,#Countess_AWW #Lafew_AWW,163,19
4,5,69,#Fool_AWW,#Countess_AWW #Fool_AWW #Lafew_AWW,82,9
4,5,69,#Lafew_AWW,#Countess_AWW #Fool_AWW #Lafew_AWW,36,4
5,1,70,#Helen_AWW,#ATTENDANTS_AWW #Diana_AWW #Helen_AWW #Widow_AWW,49,6
5,1,71,#GENTLEMEN.3_AWW,#ATTENDANTS_AWW #Diana_AWW #GENTLEMEN.3_AWW #Helen_AWW #Widow_AWW,45,10
5,1,71,#Helen_AWW,#ATTENDANTS_AWW #Diana_AWW #GENTLEMEN.3_AWW #Helen_AWW #Widow_AWW,205,28
5,1,71,#Widow_AWW,#ATTENDANTS_AWW #Diana_AWW #GENTLEMEN.3_AWW #Helen_AWW #Widow_AWW,6,1
5,2,72,#Fool_AWW,#Fool_AWW #Parolles_AWW,62,9
5,2,72,#Parolles_AWW,#Fool_AWW #Parolles_AWW,66,9
5,2,73,#Fool_AWW,#Fool_AWW #Lafew_AWW #Parolles_AWW,73,8
5,2,74,#Lafew_AWW,#Lafew_AWW #Parolles_AWW,171,20
5,2,74,#Parolles_AWW,#Lafew_AWW #Parolles_AWW,62,10
5,3,75,#Countess_AWW,#ATTENDANTS.KING_AWW #Countess_AWW #King_AWW #LORDS.DUMAINE.1_AWW #LORDS.DUMAINE.2_AWW #Lafew_AWW,34,5
5,3,75,#King_AWW,#ATTENDANTS.KING_AWW #Countess_AWW #King_AWW #LORDS.DUMAINE.1_AWW #LORDS.DUMAINE.2_AWW #Lafew_AWW,118,17
5,3,75,#Lafew_AWW,#ATTENDANTS.KING_AWW #Countess_AWW #King_AWW #LORDS.DUMAINE.1_AWW #LORDS.DUMAINE.2_AWW #Lafew_AWW,64,9
5,3,76,#ATTENDANTS.KING.0.1_AWW,#ATTENDANTS.KING.0.1_AWW #ATTENDANTS.KING_AWW #Countess_AWW #King_AWW #LORDS.DUMAINE.1_AWW #LORDS.DUMAINE.2_AWW #Lafew_AWW,4,1
5,3,77,#King_AWW,#ATTENDANTS.KING_AWW #Countess_AWW #King_AWW #LORDS.DUMAINE.1_AWW #LORDS.DUMAINE.2_AWW #Lafew_AWW,26,3
5,3,77,#Lafew_AWW,#ATTENDANTS.KING_AWW #Countess_AWW #King_AWW #LORDS.DUMAINE.1_AWW #LORDS.DUMAINE.2_AWW #Lafew_AWW,9,1
5,3,78,#Bertram_AWW,#ATTENDANTS.KING_AWW #Bertram_AWW #Countess_AWW #King_AWW #LORDS.DUMAINE.1_AWW #LORDS.DUMAINE.2_AWW #Lafew_AWW,228,34
5,3,78,#Countess_AWW,#ATTENDANTS.KING_AWW #Bertram_AWW #Countess_AWW #King_AWW #LORDS.DUMAINE.1_AWW #LORDS.DUMAINE.2_AWW #Lafew_AWW,36,5
5,3,78,#King_AWW,#ATTENDANTS.KING_AWW #Bertram_AWW #Countess_AWW #King_AWW #LORDS.DUMAINE.1_AWW #LORDS.DUMAINE.2_AWW #Lafew_AWW,458,60
5,3,78,#Lafew_AWW,#ATTENDANTS.KING_AWW #Bertram_AWW #Countess_AWW #King_AWW #LORDS.DUMAINE.1_AWW #LORDS.DUMAINE.2_AWW #Lafew_AWW,80,11
5,3,79,#King_AWW,#ATTENDANTS.KING_AWW #Countess_AWW #King_AWW #LORDS.DUMAINE.1_AWW #LORDS.DUMAINE.2_AWW #Lafew_AWW,6,1
5,3,80,#GENTLEMEN.3_AWW,#ATTENDANTS.KING_AWW #Countess_AWW #GENTLEMEN.3_AWW #King_AWW #LORDS.DUMAINE.1_AWW #LORDS.DUMAINE.2_AWW #Lafew_AWW,80,11
5,3,80,#King_AWW,#ATTENDANTS.KING_AWW #Countess_AWW #GENTLEMEN.3_AWW #King_AWW #LORDS.DUMAINE.1_AWW #LORDS.DUMAINE.2_AWW #Lafew_AWW,100,12
5,3,80,#Lafew_AWW,#ATTENDANTS.KING_AWW #Countess_AWW #GENTLEMEN.3_AWW #King_AWW #LORDS.DUMAINE.1_AWW #LORDS.DUMAINE.2_AWW #Lafew_AWW,17,2
5,3,81,#Countess_AWW,#ATTENDANTS.KING_AWW #Countess_AWW #King_AWW #LORDS.DUMAINE.1_AWW #LORDS.DUMAINE.2_AWW #Lafew_AWW,5,1
5,3,81,#King_AWW,#ATTENDANTS.KING_AWW #Countess_AWW #King_AWW #LORDS.DUMAINE.1_AWW #LORDS.DUMAINE.2_AWW #Lafew_AWW,11,2
5,3,82,#King_AWW,#ATTENDANTS.KING.0.2_AWW #ATTENDANTS.KING_AWW #Bertram_AWW #Countess_AWW #King_AWW #LORDS.DUMAINE.1_AWW #LORDS.DUMAINE.2_AWW #Lafew_AWW,24,3
5,3,83,#Bertram_AWW,#ATTENDANTS.KING.0.2_AWW #ATTENDANTS.KING_AWW #Bertram_AWW #Countess_AWW #Diana_AWW #King_AWW #LORDS.DUMAINE.1_AWW #LORDS.DUMAINE.2_AWW #Lafew_AWW #Widow_AWW,195,27
5,3,83,#Countess_AWW,#ATTENDANTS.KING.0.2_AWW #ATTENDANTS.KING_AWW #Bertram_AWW #Countess_AWW #Diana_AWW #King_AWW #LORDS.DUMAINE.1_AWW #LORDS.DUMAINE.2_AWW #Lafew_AWW #Widow_AWW,33,5
5,3,83,#Diana_AWW,#ATTENDANTS.KING.0.2_AWW #ATTENDANTS.KING_AWW #Bertram_AWW #Countess_AWW #Diana_AWW #King_AWW #LORDS.DUMAINE.1_AWW #LORDS.DUMAINE.2_AWW #Lafew_AWW #Widow_AWW,242,33
5,3,83,#King_AWW,#ATTENDANTS.KING.0.2_AWW #ATTENDANTS.KING_AWW #Bertram_AWW #Countess_AWW #Diana_AWW #King_AWW #LORDS.DUMAINE.1_AWW #LORDS.DUMAINE.2_AWW #Lafew_AWW #Widow_AWW,95,14
5,3,83,#Lafew_AWW,#ATTENDANTS.KING.0.2_AWW #ATTENDANTS.KING_AWW #Bertram_AWW #Countess_AWW #Diana_AWW #King_AWW #LORDS.DUMAINE.1_AWW #LORDS.DUMAINE.2_AWW #Lafew_AWW #Widow_AWW,23,3
