source,target,n_lines,n_tokens,edge_type
4.08.0081,#HenryV_H5,9,61,passive
4.08.0081,#SOLDIERS.ENGLISH.Williams_H5,56,405,passive
4.08.0081,#Warwick_2H4,56,405,passive
5.01.0083,#Fluellen_H5,2,15,passive
5.01.0083,#Gower_H5,12,115,passive
5.01.0084,#Fluellen_H5,15,89,passive
5.01.0084,#Gower_H5,54,401,passive
5.01.0084,#Pistol_2H4,45,340,passive
5.01.0085,#Gower_H5,1,6,passive
5.01.0085,#Pistol_2H4,11,92,passive
5.02.0087,#ATTENDANTS.ENGLISH.Huntington_H5,100,727,passive
5.02.0087,#ATTENDANTS.ENGLISH_H5,100,727,passive
5.02.0087,#ATTENDANTS.FRENCH_H5,100,727,passive
5.02.0087,#Alice_H5,100,727,passive
5.02.0087,#Bedford_H5,100,727,passive
5.02.0087,#Burgundy_H5,52,386,passive
5.02.0087,#Exeter_H5,100,727,passive
5.02.0087,#HenryV_H5,71,511,passive
5.02.0087,#Katherine_H5,100,727,passive
5.02.0087,#KingOfFrance_H5,91,665,passive
5.02.0087,#QueenOfFrance_H5,86,619,passive
5.02.0087,#Warwick_2H4,100,727,passive
5.02.0087,#Westmoreland_1H4,100,727,passive
5.02.0088,#Alice_H5,184,1572,passive
5.02.0088,#HenryV_H5,34,220,passive
5.02.0088,#Katherine_H5,164,1454,passive
5.02.0089,#Alice_H5,76,583,passive
5.02.0089,#Burgundy_H5,55,413,passive
5.02.0089,#Exeter_H5,68,521,passive
5.02.0089,#HenryV_H5,48,366,passive
5.02.0089,#Katherine_H5,76,583,passive
5.02.0089,#KingOfFrance_H5,60,468,passive
5.02.0089,#QueenOfFrance_H5,76,583,passive
5.02.0089,#Westmoreland_1H4,73,564,passive
5.02.0090,#ATTENDANTS.ENGLISH_H5,18,142,passive
5.02.0090,#Alice_H5,18,142,passive
5.02.0090,#Burgundy_H5,18,142,passive
5.02.0090,#Exeter_H5,18,142,passive
5.02.0090,#HenryV_H5,11,81,passive
5.02.0090,#Katherine_H5,18,142,passive
5.02.0090,#KingOfFrance_H5,18,142,passive
5.02.0090,#QueenOfFrance_H5,9,63,passive
5.02.0090,#Westmoreland_1H4,18,142,passive
