act,scene,stagegroup,node,n_tokens_speaker,n_lines_speaker,n_tokens_onstage,n_lines_onstage
2,3,58,#CITIZENS.ROMAN.3_Cor,35,6,147,24
2,3,58,#Coriolanus_Cor,87,13,147,24
2,3,59,#CITIZENS.ROMAN.4_Cor,52,8,207,28
2,3,59,#CITIZENS.ROMAN.5_Cor,21,3,207,28
2,3,59,#Coriolanus_Cor,141,18,207,28
2,3,60,#Coriolanus_Cor,107,13,107,13
2,3,61,#CITIZENS.ROMAN.6_Cor,19,3,89,14
2,3,61,#CITIZENS.ROMAN.7_Cor,25,4,89,14
2,3,61,#CITIZENS.ROMAN.8_Cor,7,1,89,14
2,3,61,#Coriolanus_Cor,52,8,89,14
2,3,62,#Coriolanus_Cor,2,1,2,1
2,3,63,#Coriolanus_Cor,26,5,95,17
2,3,63,#Menenius_Cor,34,5,95,17
2,3,63,#TRIBUNES.Brutus_Cor,6,1,95,17
2,3,63,#TRIBUNES.Sicinius_Cor,29,6,95,17
2,3,64,#TRIBUNES.Brutus_Cor,14,2,28,4
2,3,64,#TRIBUNES.Sicinius_Cor,14,2,28,4
2,3,65,#CITIZENS.ROMAN.1_Cor,41,6,819,115
2,3,65,#CITIZENS.ROMAN.2_Cor,68,10,819,115
2,3,65,#CITIZENS.ROMAN.3_Cor,102,16,819,115
2,3,65,#CITIZENS.ROMAN.4_Cor,15,3,819,115
2,3,65,#CITIZENS.ROMAN.5_Cor,15,3,819,115
2,3,65,#CITIZENS.ROMAN.6_Cor,15,3,819,115
2,3,65,#CITIZENS.ROMAN.7_Cor,15,3,819,115
2,3,65,#CITIZENS.ROMAN.8_Cor,15,3,819,115
2,3,65,#TRIBUNES.Brutus_Cor,350,48,819,115
2,3,65,#TRIBUNES.Sicinius_Cor,288,41,819,115
2,3,66,#TRIBUNES.Brutus_Cor,38,6,66,10
2,3,66,#TRIBUNES.Sicinius_Cor,28,4,66,10
3,1,67,#Cominius_Cor,18,3,157,25
3,1,67,#Coriolanus_Cor,58,10,157,25
3,1,67,#Lartius_Cor,81,12,157,25
3,1,68,#Cominius_Cor,9,1,67,13
3,1,68,#Coriolanus_Cor,42,8,67,13
3,1,68,#Menenius_Cor,2,1,67,13
3,1,68,#TRIBUNES.Brutus_Cor,11,2,67,13
3,1,68,#TRIBUNES.Sicinius_Cor,3,1,67,13
3,1,69,#Cominius_Cor,44,7,1165,179
3,1,69,#Coriolanus_Cor,880,126,1165,179
3,1,69,#Menenius_Cor,26,7,1165,179
3,1,69,#SENATORS.ROMAN.0.1_Cor,20,3,1165,179
3,1,69,#TRIBUNES.Brutus_Cor,101,19,1165,179
3,1,69,#TRIBUNES.Sicinius_Cor,94,17,1165,179
3,1,70,#TRIBUNES.Sicinius_Cor,4,1,4,1
3,1,71,#Cominius_Cor,4,1,51,11
3,1,71,#Coriolanus_Cor,16,3,51,11
3,1,71,#SENATORS.ROMAN_Cor,3,1,51,11
3,1,71,#TRIBUNES.Sicinius_Cor,28,6,51,11
3,1,72,#CITIZENS.ROMAN_Cor,6,1,24,4
3,1,72,#Menenius_Cor,5,1,24,4
3,1,72,#TRIBUNES.Brutus_Cor,3,1,24,4
3,1,72,#TRIBUNES.Sicinius_Cor,10,1,24,4
3,1,73,#AEDILES_Cor,2,1,331,56
3,1,73,#CITIZENS.ROMAN_Cor,26,6,331,56
3,1,73,#Cominius_Cor,6,1,331,56
3,1,73,#Coriolanus_Cor,50,7,331,56
3,1,73,#Lartius_Cor,6,1,331,56
3,1,73,#Menenius_Cor,98,16,331,56
3,1,73,#SENATORS.ROMAN.0.1_Cor,9,1,331,56
3,1,73,#SENATORS.ROMAN.0.2_Cor,12,3,331,56
3,1,73,#SENATORS.ROMAN_Cor,6,1,331,56
3,1,73,#TRIBUNES.Brutus_Cor,86,14,331,56
3,1,73,#TRIBUNES.Sicinius_Cor,60,10,331,56
3,1,74,#Menenius_Cor,13,2,16,3
3,1,74,#SENATORS.ROMAN.0.2_Cor,3,1,16,3
3,1,75,#Coriolanus_Cor,9,2,45,8
3,1,75,#Menenius_Cor,19,3,45,8
3,1,75,#SENATORS.ROMAN.0.1_Cor,17,3,45,8
3,1,76,#Cominius_Cor,48,9,140,25
3,1,76,#Coriolanus_Cor,35,6,140,25
3,1,76,#Menenius_Cor,57,10,140,25
3,1,77,#Menenius_Cor,67,10,78,12
3,1,77,#SENATORS.ROMAN.0.1_Cor,11,2,78,12
3,1,78,#Menenius_Cor,3,1,53,9
3,1,78,#TRIBUNES.Sicinius_Cor,50,8,53,9
3,1,79,#CITIZENS.ROMAN.0.1_Cor,15,3,528,86
3,1,79,#CITIZENS.ROMAN_Cor,10,2,528,86
3,1,79,#Menenius_Cor,300,42,528,86
3,1,79,#SENATORS.ROMAN.0.1_Cor,28,5,528,86
3,1,79,#TRIBUNES.Brutus_Cor,42,9,528,86
3,1,79,#TRIBUNES.Sicinius_Cor,133,25,528,86
3,2,80,#Coriolanus_Cor,45,6,45,6
3,2,81,#Coriolanus_Cor,51,7,55,8
3,2,81,#NOBLES.0.1_Cor,4,1,55,8
3,2,82,#Coriolanus_Cor,31,6,95,15
3,2,82,#Volumnia_Cor,64,9,95,15
3,2,83,#Menenius_Cor,16,3,16,3
3,2,84,#Coriolanus_Cor,31,6,568,81
3,2,84,#Menenius_Cor,100,17,568,81
3,2,84,#SENATORS.ROMAN.0.1_Cor,17,3,568,81
3,2,84,#Volumnia_Cor,420,55,568,81
3,2,85,#Cominius_Cor,41,7,400,55
3,2,85,#Coriolanus_Cor,244,31,400,55
3,2,85,#Menenius_Cor,3,1,400,55
3,2,85,#Volumnia_Cor,112,16,400,55
3,2,86,#Cominius_Cor,27,4,57,9
3,2,86,#Coriolanus_Cor,27,4,57,9
3,2,86,#Menenius_Cor,3,1,57,9
3,3,87,#TRIBUNES.Brutus_Cor,35,5,35,5
3,3,88,#AEDILES.X.2_Cor,24,7,159,27
3,3,88,#TRIBUNES.Brutus_Cor,37,7,159,27
3,3,88,#TRIBUNES.Sicinius_Cor,98,13,159,27
3,3,89,#TRIBUNES.Brutus_Cor,48,6,48,6
3,3,90,#Coriolanus_Cor,51,7,60,10
3,3,90,#Menenius_Cor,5,2,60,10
3,3,90,#TRIBUNES.Sicinius_Cor,4,1,60,10
3,3,91,#Menenius_Cor,3,1,5,2
3,3,91,#SENATORS.ROMAN.0.1_Cor,2,1,5,2
3,3,92,#AEDILES.X.2_Cor,8,1,757,115
3,3,92,#CITIZENS.ROMAN_Cor,34,4,757,115
3,3,92,#Cominius_Cor,70,11,757,115
3,3,92,#Coriolanus_Cor,291,45,757,115
3,3,92,#Menenius_Cor,80,12,757,115
3,3,92,#TRIBUNES.Brutus_Cor,41,7,757,115
3,3,92,#TRIBUNES.Sicinius_Cor,237,36,757,115
3,3,93,#AEDILES.X.2_Cor,7,1,61,8
3,3,93,#CITIZENS.ROMAN_Cor,25,3,61,8
3,3,93,#TRIBUNES.Sicinius_Cor,29,4,61,8
4,1,94,#Cominius_Cor,59,7,475,69
4,1,94,#Coriolanus_Cor,330,48,475,69
4,1,94,#Menenius_Cor,35,5,475,69
4,1,94,#Virgilia_Cor,7,2,475,69
4,1,94,#Volumnia_Cor,44,7,475,69
4,2,95,#TRIBUNES.Brutus_Cor,22,4,60,10
4,2,95,#TRIBUNES.Sicinius_Cor,38,6,60,10
4,2,96,#TRIBUNES.Brutus_Cor,4,1,4,1
4,2,97,#Menenius_Cor,9,2,306,47
4,2,97,#TRIBUNES.Brutus_Cor,23,5,306,47
4,2,97,#TRIBUNES.Sicinius_Cor,48,10,306,47
4,2,97,#Virgilia_Cor,25,4,306,47
4,2,97,#Volumnia_Cor,201,26,306,47
4,2,98,#Menenius_Cor,16,3,85,14
4,2,98,#Volumnia_Cor,69,11,85,14
4,2,99,#Menenius_Cor,3,1,3,1
4,3,100,#Adrian_Cor,160,22,394,53
4,3,100,#Nicanor_Cor,234,31,394,53
4,4,101,#Coriolanus_Cor,48,6,48,6
4,4,102,#CITIZENS.ANTIUM.1_Cor,20,4,48,10
4,4,102,#Coriolanus_Cor,28,6,48,10
4,4,103,#Coriolanus_Cor,119,16,119,16
4,5,104,#SERVANTS.1_Cor,13,2,13,2
4,5,105,#SERVANTS.2_Cor,8,2,8,2
4,5,106,#Coriolanus_Cor,14,2,14,2
4,5,107,#SERVANTS.1_Cor,18,3,18,3
4,5,108,#Coriolanus_Cor,9,2,9,2
4,5,109,#Coriolanus_Cor,5,2,42,8
4,5,109,#SERVANTS.2_Cor,37,6,42,8
4,5,110,#Coriolanus_Cor,25,6,105,20
4,5,110,#SERVANTS.1_Cor,22,3,105,20
4,5,110,#SERVANTS.2_Cor,3,1,105,20
4,5,110,#SERVANTS.3_Cor,55,10,105,20
4,5,111,#Coriolanus_Cor,37,7,71,14
4,5,111,#SERVANTS.3_Cor,34,7,71,14
4,5,112,#Aufidius_Cor,430,61,799,110
4,5,112,#Coriolanus_Cor,354,47,799,110
4,5,112,#SERVANTS.2_Cor,15,2,799,110
4,5,113,#SERVANTS.1_Cor,87,13,183,26
4,5,113,#SERVANTS.2_Cor,96,13,183,26
4,5,114,#SERVANTS.1_Cor,108,19,513,70
4,5,114,#SERVANTS.2_Cor,108,16,513,70
4,5,114,#SERVANTS.3_Cor,308,38,513,70
4,6,115,#TRIBUNES.Brutus_Cor,7,1,76,10
4,6,115,#TRIBUNES.Sicinius_Cor,69,9,76,10
4,6,116,#Menenius_Cor,30,5,76,12
4,6,116,#TRIBUNES.Brutus_Cor,3,1,76,12
4,6,116,#TRIBUNES.Sicinius_Cor,43,6,76,12
4,6,117,#CITIZENS.ROMAN_Cor,5,2,19,4
4,6,117,#TRIBUNES.Brutus_Cor,10,1,19,4
4,6,117,#TRIBUNES.Sicinius_Cor,4,1,19,4
4,6,118,#CITIZENS.ROMAN.0.1_Cor,15,2,37,7
4,6,118,#CITIZENS.ROMAN_Cor,5,1,37,7
4,6,118,#TRIBUNES.Brutus_Cor,14,3,37,7
4,6,118,#TRIBUNES.Sicinius_Cor,5,2,37,7
4,6,119,#Menenius_Cor,4,1,79,13
4,6,119,#TRIBUNES.Brutus_Cor,33,6,79,13
4,6,119,#TRIBUNES.Sicinius_Cor,42,6,79,13
4,6,120,#AEDILES.X.3_Cor,38,6,153,25
4,6,120,#Menenius_Cor,85,13,153,25
4,6,120,#TRIBUNES.Brutus_Cor,16,3,153,25
4,6,120,#TRIBUNES.Sicinius_Cor,14,3,153,25
4,6,121,#MESSENGERS.TRIBUNES.1_Cor,70,11,123,22
4,6,121,#Menenius_Cor,13,3,123,22
4,6,121,#TRIBUNES.Brutus_Cor,12,2,123,22
4,6,121,#TRIBUNES.Sicinius_Cor,28,6,123,22
4,6,122,#MESSENGERS.TRIBUNES.2_Cor,36,6,36,6
4,6,123,#Cominius_Cor,247,40,400,65
4,6,123,#Menenius_Cor,143,23,400,65
4,6,123,#TRIBUNES.Brutus_Cor,10,2,400,65
4,6,123,#TRIBUNES.Sicinius_Cor,5,1,400,65
4,6,124,#CITIZENS.ROMAN.0.1_Cor,13,2,98,15
4,6,124,#CITIZENS.ROMAN_Cor,5,1,98,15
4,6,124,#Menenius_Cor,80,12,98,15
4,6,125,#CITIZENS.ROMAN.0.2_Cor,4,1,4,1
4,6,126,#CITIZENS.ROMAN.0.3_Cor,37,4,60,8
4,6,126,#Cominius_Cor,9,2,60,8
4,6,126,#Menenius_Cor,14,2,60,8
4,6,127,#CITIZENS.ROMAN.0.1_Cor,22,3,64,8
4,6,127,#CITIZENS.ROMAN.0.2_Cor,8,1,64,8
4,6,127,#TRIBUNES.Sicinius_Cor,34,4,64,8
4,6,128,#TRIBUNES.Brutus_Cor,20,3,25,5
4,6,128,#TRIBUNES.Sicinius_Cor,5,2,25,5
4,7,129,#Aufidius_Cor,393,50,474,61
4,7,129,#SOLDIERS.VOLSCIAN.Lieutenant_Cor,81,11,474,61
5,1,130,#Cominius_Cor,136,18,511,72
5,1,130,#Menenius_Cor,283,40,511,72
5,1,130,#TRIBUNES.Brutus_Cor,25,4,511,72
5,1,130,#TRIBUNES.Sicinius_Cor,67,10,511,72
5,1,131,#Cominius_Cor,104,13,105,14
5,1,131,#TRIBUNES.Sicinius_Cor,1,1,105,14
5,2,132,#Menenius_Cor,195,29,466,63
5,2,132,#WATCHMEN.1_Cor,228,28,466,63
5,2,132,#WATCHMEN.2_Cor,43,6,466,63
5,2,133,#Aufidius_Cor,5,1,279,37
5,2,133,#Coriolanus_Cor,97,14,279,37
5,2,133,#Menenius_Cor,177,22,279,37
5,2,134,#Menenius_Cor,67,7,108,14
5,2,134,#WATCHMEN.1_Cor,18,3,108,14
5,2,134,#WATCHMEN.2_Cor,23,4,108,14
5,2,135,#WATCHMEN.1_Cor,6,1,21,3
5,2,135,#WATCHMEN.2_Cor,15,2,21,3
5,3,136,#Aufidius_Cor,31,5,177,24
5,3,136,#Coriolanus_Cor,146,19,177,24
5,3,137,#Aufidius_Cor,28,4,1540,210
5,3,137,#Coriolanus_Cor,640,91,1540,210
5,3,137,#Virgilia_Cor,31,6,1540,210
5,3,137,#Volumnia_Cor,824,107,1540,210
5,3,137,#YoungMartius_Cor,17,2,1540,210
5,4,138,#Menenius_Cor,255,30,292,36
5,4,138,#TRIBUNES.Sicinius_Cor,37,6,292,36
5,4,139,#MESSENGERS.TRIBUNES.1_Cor,39,5,39,5
5,4,140,#MESSENGERS.TRIBUNES.2_Cor,101,13,193,27
5,4,140,#Menenius_Cor,54,7,193,27
5,4,140,#TRIBUNES.Sicinius_Cor,38,7,193,27
5,5,141,#SENATORS.ROMAN.0.1_Cor,41,7,44,8
5,5,141,#SENATORS.ROMAN_Cor,3,1,44,8
5,6,142,#Aufidius_Cor,63,9,63,9
5,6,143,#Aufidius_Cor,2,1,2,1
5,6,144,#Aufidius_Cor,16,3,22,4
5,6,144,#CONSPIRATORS.0.1_Cor,6,1,22,4
5,6,145,#Aufidius_Cor,13,2,35,6
5,6,145,#CONSPIRATORS.0.2_Cor,22,4,35,6
5,6,146,#Aufidius_Cor,216,28,362,50
5,6,146,#CONSPIRATORS.0.1_Cor,50,7,362,50
5,6,146,#CONSPIRATORS.0.2_Cor,16,3,362,50
5,6,146,#CONSPIRATORS.0.3_Cor,80,12,362,50
5,6,147,#Aufidius_Cor,23,4,30,6
5,6,147,#LORDS.VOLSCIAN_Cor,7,2,30,6
5,6,148,#LORDS.VOLSCIAN.0.1_Cor,54,7,54,7
5,6,149,#Aufidius_Cor,159,24,417,63
5,6,149,#CITIZENS.VOLSCIAN_Cor,22,3,417,63
5,6,149,#CONSPIRATORS_Cor,5,1,417,63
5,6,149,#Coriolanus_Cor,225,34,417,63
5,6,149,#LORDS.VOLSCIAN.0.1_Cor,6,1,417,63
5,6,150,#Aufidius_Cor,8,2,81,14
5,6,150,#CONSPIRATORS_Cor,6,1,81,14
5,6,150,#Coriolanus_Cor,17,3,81,14
5,6,150,#LORDS.VOLSCIAN.0.1_Cor,2,1,81,14
5,6,150,#LORDS.VOLSCIAN.0.2_Cor,44,6,81,14
5,6,150,#LORDS.VOLSCIAN_Cor,4,1,81,14
5,6,151,#Aufidius_Cor,115,16,171,25
5,6,151,#LORDS.VOLSCIAN.0.1_Cor,27,4,171,25
5,6,151,#LORDS.VOLSCIAN.0.2_Cor,17,3,171,25
5,6,151,#LORDS.VOLSCIAN.0.3_Cor,12,2,171,25
1,1,3,#CITIZENS.ROMAN_Cor,0,0,900,123
1,1,4,#CITIZENS.ROMAN.0.1_Cor,0,0,490,73
1,1,4,#CITIZENS.ROMAN_Cor,0,0,490,73
1,1,5,#CITIZENS.ROMAN.0.1_Cor,0,0,31,5
1,1,5,#CITIZENS.ROMAN.0.2_Cor,0,0,31,5
1,1,5,#CITIZENS.ROMAN_Cor,0,0,31,5
1,1,5,#Menenius_Cor,0,0,31,5
1,1,6,#CITIZENS.ROMAN.0.1_Cor,0,0,4,1
1,1,6,#CITIZENS.ROMAN.0.2_Cor,0,0,4,1
1,1,6,#CITIZENS.ROMAN_Cor,0,0,4,1
1,1,6,#Cominius_Cor,0,0,4,1
1,1,6,#Lartius_Cor,0,0,4,1
1,1,6,#MESSENGERS.X.1_Cor,0,0,4,1
1,1,6,#Menenius_Cor,0,0,4,1
1,1,6,#SENATORS.ROMAN_Cor,0,0,4,1
1,1,6,#TRIBUNES.Brutus_Cor,0,0,4,1
1,1,6,#TRIBUNES.Sicinius_Cor,0,0,4,1
1,1,7,#CITIZENS.ROMAN.0.1_Cor,0,0,193,33
1,1,7,#CITIZENS.ROMAN.0.2_Cor,0,0,193,33
1,1,7,#CITIZENS.ROMAN_Cor,0,0,193,33
1,1,7,#MESSENGERS.X.1_Cor,0,0,193,33
1,1,7,#SENATORS.ROMAN_Cor,0,0,193,33
1,1,7,#TRIBUNES.Brutus_Cor,0,0,193,33
1,1,7,#TRIBUNES.Sicinius_Cor,0,0,193,33
1,1,8,#CITIZENS.ROMAN.0.1_Cor,0,0,9,2
1,1,8,#CITIZENS.ROMAN.0.2_Cor,0,0,9,2
1,1,8,#Cominius_Cor,0,0,9,2
1,1,8,#Lartius_Cor,0,0,9,2
1,1,8,#MESSENGERS.X.1_Cor,0,0,9,2
1,1,8,#Menenius_Cor,0,0,9,2
1,1,8,#SENATORS.ROMAN.0.1_Cor,0,0,9,2
1,1,8,#SENATORS.ROMAN_Cor,0,0,9,2
1,1,8,#TRIBUNES.Brutus_Cor,0,0,9,2
1,1,8,#TRIBUNES.Sicinius_Cor,0,0,9,2
1,1,9,#CITIZENS.ROMAN.0.1_Cor,0,0,218,35
1,1,9,#CITIZENS.ROMAN.0.2_Cor,0,0,218,35
1,1,9,#SENATORS.ROMAN.0.1_Cor,0,0,218,35
1,2,10,#SENATORS.VOLSCIAN_Cor,0,0,200,30
1,3,15,#Gentlewoman_Cor,0,0,500,66
1,3,15,#Usher_Cor,0,0,500,66
1,4,16,#SOLDIERS.ROMAN_Cor,0,0,111,17
1,4,17,#Lartius_Cor,0,0,7,1
1,4,17,#MESSENGERS.X.2_Cor,0,0,7,1
1,4,17,#SENATORS.VOLSCIAN_Cor,0,0,7,1
1,4,17,#SOLDIERS.ROMAN_Cor,0,0,7,1
1,4,18,#Coriolanus_Cor,0,0,66,11
1,4,18,#Lartius_Cor,0,0,66,11
1,4,18,#MESSENGERS.X.2_Cor,0,0,66,11
1,4,18,#SENATORS.VOLSCIAN_Cor,0,0,66,11
1,4,18,#SOLDIERS.ROMAN_Cor,0,0,66,11
1,4,19,#MESSENGERS.X.2_Cor,0,0,12,2
1,4,19,#SENATORS.VOLSCIAN.0.1_Cor,0,0,12,2
1,4,19,#SOLDIERS.ROMAN_Cor,0,0,12,2
1,4,20,#Lartius_Cor,0,0,60,9
1,4,20,#MESSENGERS.X.2_Cor,0,0,60,9
1,4,20,#SENATORS.VOLSCIAN.0.1_Cor,0,0,60,9
1,4,20,#SOLDIERS.ROMAN_Cor,0,0,60,9
1,4,20,#SOLDIERS.VOLSCIAN_Cor,0,0,60,9
1,4,21,#SENATORS.VOLSCIAN.0.1_Cor,0,0,118,14
1,4,21,#SOLDIERS.ROMAN_Cor,0,0,118,14
1,4,22,#SENATORS.VOLSCIAN.0.1_Cor,0,0,27,4
1,4,22,#SOLDIERS.ROMAN_Cor,0,0,27,4
1,4,22,#SOLDIERS.VOLSCIAN_Cor,0,0,27,4
1,4,23,#SENATORS.VOLSCIAN.0.1_Cor,0,0,3,1
1,4,23,#SOLDIERS.ROMAN_Cor,0,0,3,1
1,4,24,#SENATORS.VOLSCIAN.0.1_Cor,0,0,14,3
1,4,25,#SENATORS.VOLSCIAN.0.1_Cor,0,0,110,17
