act,scene,stagegroup,node,n_tokens_speaker,n_lines_speaker,n_tokens_onstage,n_lines_onstage
1,4,25,#SOLDIERS.ROMAN.0.2_Cor,0,0,110,17
1,4,26,#Coriolanus_Cor,0,0,13,3
1,4,26,#SENATORS.VOLSCIAN.0.1_Cor,0,0,13,3
1,4,26,#SOLDIERS.ROMAN.0.2_Cor,0,0,13,3
1,4,26,#SOLDIERS.ROMAN_Cor,0,0,13,3
1,4,26,#SOLDIERS.VOLSCIAN_Cor,0,0,13,3
1,5,27,#SOLDIERS.ROMAN_Cor,0,0,6,1
1,5,28,#SOLDIERS.ROMAN.0.1_Cor,0,0,3,1
1,5,28,#SOLDIERS.ROMAN_Cor,0,0,3,1
1,5,29,#SOLDIERS.ROMAN.0.1_Cor,0,0,9,1
1,5,29,#SOLDIERS.ROMAN.0.2_Cor,0,0,9,1
1,5,29,#SOLDIERS.ROMAN_Cor,0,0,9,1
1,5,30,#Lartius_Cor,0,0,44,5
1,5,30,#SOLDIERS.ROMAN.0.1_Cor,0,0,44,5
1,5,30,#SOLDIERS.ROMAN.0.2_Cor,0,0,44,5
1,5,30,#SOLDIERS.ROMAN.0.3_Cor,0,0,44,5
1,5,30,#SOLDIERS.ROMAN.Trumpeter_Cor,0,0,44,5
1,5,30,#SOLDIERS.ROMAN_Cor,0,0,44,5
1,5,31,#SOLDIERS.ROMAN.0.1_Cor,0,0,133,21
1,5,31,#SOLDIERS.ROMAN.0.2_Cor,0,0,133,21
1,5,31,#SOLDIERS.ROMAN.0.3_Cor,0,0,133,21
1,5,31,#SOLDIERS.ROMAN.Trumpeter_Cor,0,0,133,21
1,5,32,#SOLDIERS.ROMAN.0.1_Cor,0,0,22,3
1,5,32,#SOLDIERS.ROMAN.0.2_Cor,0,0,22,3
1,5,32,#SOLDIERS.ROMAN.0.3_Cor,0,0,22,3
1,5,32,#SOLDIERS.ROMAN.Trumpeter_Cor,0,0,22,3
1,6,33,#SOLDIERS.ROMAN_Cor,0,0,70,11
1,6,34,#SOLDIERS.ROMAN_Cor,0,0,102,16
1,6,35,#SOLDIERS.ROMAN_Cor,0,0,552,80
1,7,36,#SOLDIERS.ROMAN.Scout_Cor,0,0,64,9
1,7,36,#SOLDIERS.ROMAN_Cor,0,0,64,9
1,8,38,#Coriolanus_Cor,0,0,12,3
1,8,38,#SOLDIERS.VOLSCIAN_Cor,0,0,12,3
1,9,39,#Coriolanus_Cor,0,0,88,12
1,9,39,#SOLDIERS.ROMAN_Cor,0,0,88,12
1,9,40,#SOLDIERS.ROMAN.0_Cor,0,0,667,94
1,10,41,#SOLDIERS.VOLSCIAN_Cor,0,0,4,1
1,10,42,#SOLDIERS.VOLSCIAN_Cor,0,0,271,35
2,1,44,#TRIBUNES.Brutus_Cor,0,0,468,67
2,1,44,#TRIBUNES.Sicinius_Cor,0,0,468,67
2,1,45,#Lartius_Cor,0,0,337,57
2,1,45,#SOLDIERS.ROMAN_Cor,0,0,337,57
2,1,45,#TRIBUNES.Brutus_Cor,0,0,337,57
2,1,45,#TRIBUNES.Sicinius_Cor,0,0,337,57
2,2,49,#Cominius_Cor,0,0,80,13
2,2,49,#Coriolanus_Cor,0,0,80,13
2,2,49,#LICTORS_Cor,0,0,80,13
2,2,49,#OFFICERS.1_Cor,0,0,80,13
2,2,49,#OFFICERS.2_Cor,0,0,80,13
2,2,49,#SENATORS.ROMAN_Cor,0,0,80,13
2,2,49,#TRIBUNES.Brutus_Cor,0,0,80,13
2,2,49,#TRIBUNES.Sicinius_Cor,0,0,80,13
2,2,50,#Cominius_Cor,0,0,239,42
2,2,50,#LICTORS_Cor,0,0,239,42
2,2,50,#OFFICERS.1_Cor,0,0,239,42
2,2,50,#OFFICERS.2_Cor,0,0,239,42
2,2,50,#SENATORS.ROMAN_Cor,0,0,239,42
2,2,51,#LICTORS_Cor,0,0,440,60
2,2,51,#OFFICERS.2_Cor,0,0,440,60
2,2,51,#SENATORS.ROMAN_Cor,0,0,440,60
2,2,51,#TRIBUNES.Brutus_Cor,0,0,440,60
2,2,51,#TRIBUNES.Sicinius_Cor,0,0,440,60
2,2,52,#Cominius_Cor,0,0,194,32
2,2,52,#LICTORS_Cor,0,0,194,32
2,2,52,#OFFICERS.1_Cor,0,0,194,32
2,2,52,#OFFICERS.2_Cor,0,0,194,32
2,2,52,#SENATORS.ROMAN.0.1_Cor,0,0,194,32
2,2,53,#SENATORS.ROMAN.0.1_Cor,0,0,49,7
2,3,54,#CITIZENS.ROMAN.4_Cor,0,0,326,41
2,3,54,#CITIZENS.ROMAN.5_Cor,0,0,326,41
2,3,54,#CITIZENS.ROMAN.6_Cor,0,0,326,41
2,3,54,#CITIZENS.ROMAN.7_Cor,0,0,326,41
2,3,54,#CITIZENS.ROMAN.8_Cor,0,0,326,41
2,3,55,#Coriolanus_Cor,0,0,75,9
2,3,55,#Menenius_Cor,0,0,75,9
3,1,67,#Menenius_Cor,0,0,157,25
3,1,67,#SENATORS.ROMAN_Cor,0,0,157,25
3,1,68,#Lartius_Cor,0,0,67,13
3,1,68,#SENATORS.ROMAN_Cor,0,0,67,13
3,1,69,#Lartius_Cor,0,0,1165,179
3,1,69,#SENATORS.ROMAN_Cor,0,0,1165,179
3,1,70,#AEDILES.X.1_Cor,0,0,4,1
3,1,70,#Cominius_Cor,0,0,4,1
3,1,70,#Coriolanus_Cor,0,0,4,1
3,1,70,#Lartius_Cor,0,0,4,1
3,1,70,#Menenius_Cor,0,0,4,1
3,1,70,#SENATORS.ROMAN.0.1_Cor,0,0,4,1
3,1,70,#SENATORS.ROMAN_Cor,0,0,4,1
3,1,70,#TRIBUNES.Brutus_Cor,0,0,4,1
3,1,71,#Lartius_Cor,0,0,51,11
3,1,71,#Menenius_Cor,0,0,51,11
3,1,71,#SENATORS.ROMAN.0.1_Cor,0,0,51,11
3,1,71,#TRIBUNES.Brutus_Cor,0,0,51,11
3,1,72,#AEDILES_Cor,0,0,24,4
3,1,72,#Cominius_Cor,0,0,24,4
3,1,72,#Coriolanus_Cor,0,0,24,4
3,1,72,#Lartius_Cor,0,0,24,4
3,1,72,#SENATORS.ROMAN.0.1_Cor,0,0,24,4
3,1,72,#SENATORS.ROMAN_Cor,0,0,24,4
3,1,74,#SENATORS.ROMAN.0.1_Cor,0,0,16,3
3,1,75,#SENATORS.ROMAN.0.2_Cor,0,0,45,8
3,1,76,#SENATORS.ROMAN.0.1_Cor,0,0,140,25
3,1,76,#SENATORS.ROMAN.0.2_Cor,0,0,140,25
3,1,77,#SENATORS.ROMAN.0.2_Cor,0,0,78,12
3,1,78,#AEDILES_Cor,0,0,53,9
3,1,78,#CITIZENS.ROMAN_Cor,0,0,53,9
3,1,78,#SENATORS.ROMAN.0.1_Cor,0,0,53,9
3,1,78,#SENATORS.ROMAN.0.2_Cor,0,0,53,9
3,1,78,#TRIBUNES.Brutus_Cor,0,0,53,9
3,1,79,#AEDILES_Cor,0,0,528,86
3,1,79,#SENATORS.ROMAN.0.2_Cor,0,0,528,86
3,2,80,#NOBLES_Cor,0,0,45,6
3,2,81,#NOBLES_Cor,0,0,55,8
3,2,82,#NOBLES.0.1_Cor,0,0,95,15
3,2,82,#NOBLES_Cor,0,0,95,15
3,2,83,#Coriolanus_Cor,0,0,16,3
3,2,83,#NOBLES.0.1_Cor,0,0,16,3
3,2,83,#NOBLES_Cor,0,0,16,3
3,2,83,#SENATORS.ROMAN_Cor,0,0,16,3
3,2,83,#Volumnia_Cor,0,0,16,3
3,2,84,#NOBLES.0.1_Cor,0,0,568,81
3,2,84,#NOBLES_Cor,0,0,568,81
3,2,84,#SENATORS.ROMAN_Cor,0,0,568,81
3,2,85,#NOBLES.0.1_Cor,0,0,400,55
3,2,85,#NOBLES_Cor,0,0,400,55
3,2,85,#SENATORS.ROMAN.0.1_Cor,0,0,400,55
3,2,85,#SENATORS.ROMAN_Cor,0,0,400,55
3,2,86,#NOBLES.0.1_Cor,0,0,57,9
3,2,86,#NOBLES_Cor,0,0,57,9
3,2,86,#SENATORS.ROMAN.0.1_Cor,0,0,57,9
3,2,86,#SENATORS.ROMAN_Cor,0,0,57,9
3,3,87,#TRIBUNES.Sicinius_Cor,0,0,35,5
3,3,89,#TRIBUNES.Sicinius_Cor,0,0,48,6
3,3,90,#Cominius_Cor,0,0,60,10
3,3,90,#SENATORS.ROMAN_Cor,0,0,60,10
3,3,90,#TRIBUNES.Brutus_Cor,0,0,60,10
3,3,91,#Cominius_Cor,0,0,5,2
3,3,91,#Coriolanus_Cor,0,0,5,2
3,3,91,#SENATORS.ROMAN_Cor,0,0,5,2
3,3,91,#TRIBUNES.Brutus_Cor,0,0,5,2
3,3,91,#TRIBUNES.Sicinius_Cor,0,0,5,2
3,3,92,#SENATORS.ROMAN.0.1_Cor,0,0,757,115
3,3,92,#SENATORS.ROMAN_Cor,0,0,757,115
3,3,93,#SENATORS.ROMAN.0.1_Cor,0,0,61,8
3,3,93,#TRIBUNES.Brutus_Cor,0,0,61,8
4,1,94,#NOBLES_Cor,0,0,475,69
4,2,95,#AEDILES.X.2_Cor,0,0,60,10
4,2,96,#TRIBUNES.Sicinius_Cor,0,0,4,1
4,2,98,#Virgilia_Cor,0,0,85,14
4,5,107,#Coriolanus_Cor,0,0,18,3
4,5,111,#SERVANTS.1_Cor,0,0,71,14
4,5,112,#SERVANTS.1_Cor,0,0,799,110
4,6,117,#Menenius_Cor,0,0,19,4
4,6,118,#Menenius_Cor,0,0,37,7
4,6,119,#CITIZENS.ROMAN.0.1_Cor,0,0,79,13
4,6,120,#CITIZENS.ROMAN.0.1_Cor,0,0,153,25
4,6,121,#AEDILES.X.3_Cor,0,0,123,22
4,6,121,#CITIZENS.ROMAN.0.1_Cor,0,0,123,22
4,6,122,#AEDILES.X.3_Cor,0,0,36,6
4,6,122,#CITIZENS.ROMAN.0.1_Cor,0,0,36,6
4,6,122,#MESSENGERS.TRIBUNES.1_Cor,0,0,36,6
4,6,122,#Menenius_Cor,0,0,36,6
4,6,122,#TRIBUNES.Brutus_Cor,0,0,36,6
4,6,122,#TRIBUNES.Sicinius_Cor,0,0,36,6
4,6,123,#AEDILES.X.3_Cor,0,0,400,65
4,6,123,#CITIZENS.ROMAN.0.1_Cor,0,0,400,65
4,6,123,#MESSENGERS.TRIBUNES.1_Cor,0,0,400,65
4,6,123,#MESSENGERS.TRIBUNES.2_Cor,0,0,400,65
4,6,124,#AEDILES.X.3_Cor,0,0,98,15
4,6,124,#Cominius_Cor,0,0,98,15
4,6,124,#MESSENGERS.TRIBUNES.1_Cor,0,0,98,15
4,6,124,#MESSENGERS.TRIBUNES.2_Cor,0,0,98,15
4,6,124,#TRIBUNES.Brutus_Cor,0,0,98,15
4,6,124,#TRIBUNES.Sicinius_Cor,0,0,98,15
4,6,125,#AEDILES.X.3_Cor,0,0,4,1
4,6,125,#CITIZENS.ROMAN.0.1_Cor,0,0,4,1
4,6,125,#CITIZENS.ROMAN_Cor,0,0,4,1
4,6,125,#Cominius_Cor,0,0,4,1
4,6,125,#MESSENGERS.TRIBUNES.1_Cor,0,0,4,1
4,6,125,#MESSENGERS.TRIBUNES.2_Cor,0,0,4,1
4,6,125,#Menenius_Cor,0,0,4,1
4,6,125,#TRIBUNES.Brutus_Cor,0,0,4,1
4,6,125,#TRIBUNES.Sicinius_Cor,0,0,4,1
4,6,126,#AEDILES.X.3_Cor,0,0,60,8
4,6,126,#CITIZENS.ROMAN.0.1_Cor,0,0,60,8
4,6,126,#CITIZENS.ROMAN.0.2_Cor,0,0,60,8
4,6,126,#CITIZENS.ROMAN_Cor,0,0,60,8
4,6,126,#MESSENGERS.TRIBUNES.1_Cor,0,0,60,8
4,6,126,#MESSENGERS.TRIBUNES.2_Cor,0,0,60,8
4,6,126,#TRIBUNES.Brutus_Cor,0,0,60,8
4,6,126,#TRIBUNES.Sicinius_Cor,0,0,60,8
4,6,127,#AEDILES.X.3_Cor,0,0,64,8
4,6,127,#CITIZENS.ROMAN.0.3_Cor,0,0,64,8
4,6,127,#CITIZENS.ROMAN_Cor,0,0,64,8
4,6,127,#MESSENGERS.TRIBUNES.1_Cor,0,0,64,8
4,6,127,#MESSENGERS.TRIBUNES.2_Cor,0,0,64,8
4,6,127,#TRIBUNES.Brutus_Cor,0,0,64,8
4,6,128,#CITIZENS.ROMAN.0.1_Cor,0,0,25,5
4,6,128,#CITIZENS.ROMAN.0.2_Cor,0,0,25,5
4,6,128,#CITIZENS.ROMAN.0.3_Cor,0,0,25,5
5,1,131,#TRIBUNES.Brutus_Cor,0,0,105,14
5,2,133,#WATCHMEN.1_Cor,0,0,279,37
5,2,133,#WATCHMEN.2_Cor,0,0,279,37
5,3,137,#ATTENDANTS.ROMAN_Cor,0,0,1540,210
5,3,137,#Valeria_Cor,0,0,1540,210
5,4,139,#Menenius_Cor,0,0,39,5
5,4,139,#TRIBUNES.Sicinius_Cor,0,0,39,5
5,4,140,#MESSENGERS.TRIBUNES.1_Cor,0,0,193,27
5,5,141,#Valeria_Cor,0,0,44,8
5,5,141,#Virgilia_Cor,0,0,44,8
5,5,141,#Volumnia_Cor,0,0,44,8
5,6,142,#ATTENDANTS.VOLSCIAN_Cor,0,0,63,9
5,6,143,#CONSPIRATORS_Cor,0,0,2,1
5,6,144,#CONSPIRATORS_Cor,0,0,22,4
5,6,145,#CONSPIRATORS.0.1_Cor,0,0,35,6
5,6,145,#CONSPIRATORS_Cor,0,0,35,6
5,6,146,#CONSPIRATORS_Cor,0,0,362,50
5,6,147,#CONSPIRATORS.0.1_Cor,0,0,30,6
5,6,147,#CONSPIRATORS.0.2_Cor,0,0,30,6
5,6,147,#CONSPIRATORS.0.3_Cor,0,0,30,6
5,6,147,#CONSPIRATORS_Cor,0,0,30,6
5,6,148,#Aufidius_Cor,0,0,54,7
5,6,148,#CONSPIRATORS.0.1_Cor,0,0,54,7
5,6,148,#CONSPIRATORS.0.2_Cor,0,0,54,7
5,6,148,#CONSPIRATORS.0.3_Cor,0,0,54,7
5,6,148,#CONSPIRATORS_Cor,0,0,54,7
5,6,148,#LORDS.VOLSCIAN_Cor,0,0,54,7
5,6,149,#CONSPIRATORS.0.1_Cor,0,0,417,63
5,6,149,#CONSPIRATORS.0.2_Cor,0,0,417,63
5,6,149,#CONSPIRATORS.0.3_Cor,0,0,417,63
5,6,149,#LORDS.VOLSCIAN_Cor,0,0,417,63
5,6,150,#CITIZENS.VOLSCIAN_Cor,0,0,81,14
5,6,150,#CONSPIRATORS.0.1_Cor,0,0,81,14
5,6,150,#CONSPIRATORS.0.2_Cor,0,0,81,14
5,6,150,#CONSPIRATORS.0.3_Cor,0,0,81,14
5,6,151,#CITIZENS.VOLSCIAN_Cor,0,0,171,25
5,6,151,#CONSPIRATORS.0.1_Cor,0,0,171,25
5,6,151,#CONSPIRATORS.0.2_Cor,0,0,171,25
5,6,151,#CONSPIRATORS.0.3_Cor,0,0,171,25
5,6,151,#CONSPIRATORS_Cor,0,0,171,25
5,6,151,#Coriolanus_Cor,0,0,171,25
5,6,151,#LORDS.VOLSCIAN_Cor,0,0,171,25
