node1,node2,key,act,scene,stagegroup,n_tokens,n_lines,edge_index
#Princess_LLL,#Rosaline_LLL,16,5,2,45,351,50,45
#Berowne_LLL,#Boyet_LLL,5,5,2,46,41,5,46
#Berowne_LLL,#Dumaine_LLL,8,5,2,46,41,5,46
#Berowne_LLL,#King_LLL,10,5,2,46,41,5,46
#Berowne_LLL,#Longaville_LLL,9,5,2,46,41,5,46
#Dumaine_LLL,#Boyet_LLL,4,5,2,46,41,5,46
#Dumaine_LLL,#King_LLL,8,5,2,46,41,5,46
#Dumaine_LLL,#Longaville_LLL,8,5,2,46,41,5,46
#King_LLL,#Boyet_LLL,3,5,2,46,41,5,46
#King_LLL,#Longaville_LLL,9,5,2,46,41,5,46
#Longaville_LLL,#Boyet_LLL,4,5,2,46,41,5,46
#Berowne_LLL,#Dumaine_LLL,9,5,2,47,184,22,47
#Berowne_LLL,#King_LLL,11,5,2,47,184,22,47
#Berowne_LLL,#Longaville_LLL,10,5,2,47,184,22,47
#Dumaine_LLL,#King_LLL,9,5,2,47,184,22,47
#Dumaine_LLL,#Longaville_LLL,9,5,2,47,184,22,47
#King_LLL,#Longaville_LLL,10,5,2,47,184,22,47
#Berowne_LLL,#Boyet_LLL,6,5,2,48,1213,162,48
#Berowne_LLL,#Dumaine_LLL,10,5,2,48,1213,162,48
#Berowne_LLL,#Katherine_LLL,5,5,2,48,1213,162,48
#Berowne_LLL,#King_LLL,12,5,2,48,1213,162,48
#Berowne_LLL,#Longaville_LLL,11,5,2,48,1213,162,48
#Berowne_LLL,#Maria_LLL,5,5,2,48,1213,162,48
#Berowne_LLL,#Princess_LLL,5,5,2,48,1213,162,48
#Berowne_LLL,#Rosaline_LLL,5,5,2,48,1213,162,48
#Boyet_LLL,#Katherine_LLL,14,5,2,48,1213,162,48
#Boyet_LLL,#Maria_LLL,16,5,2,48,1213,162,48
#Boyet_LLL,#Princess_LLL,14,5,2,48,1213,162,48
#Boyet_LLL,#Rosaline_LLL,15,5,2,48,1213,162,48
#Dumaine_LLL,#Boyet_LLL,5,5,2,48,1213,162,48
#Dumaine_LLL,#Katherine_LLL,4,5,2,48,1213,162,48
#Dumaine_LLL,#King_LLL,10,5,2,48,1213,162,48
#Dumaine_LLL,#Longaville_LLL,10,5,2,48,1213,162,48
#Dumaine_LLL,#Maria_LLL,4,5,2,48,1213,162,48
#Dumaine_LLL,#Princess_LLL,4,5,2,48,1213,162,48
#Dumaine_LLL,#Rosaline_LLL,4,5,2,48,1213,162,48
#Katherine_LLL,#Maria_LLL,17,5,2,48,1213,162,48
#Katherine_LLL,#Princess_LLL,17,5,2,48,1213,162,48
#Katherine_LLL,#Rosaline_LLL,17,5,2,48,1213,162,48
#King_LLL,#Boyet_LLL,4,5,2,48,1213,162,48
#King_LLL,#Katherine_LLL,3,5,2,48,1213,162,48
#King_LLL,#Longaville_LLL,11,5,2,48,1213,162,48
#King_LLL,#Maria_LLL,3,5,2,48,1213,162,48
#King_LLL,#Princess_LLL,3,5,2,48,1213,162,48
#King_LLL,#Rosaline_LLL,3,5,2,48,1213,162,48
#Longaville_LLL,#Boyet_LLL,5,5,2,48,1213,162,48
#Longaville_LLL,#Katherine_LLL,4,5,2,48,1213,162,48
#Longaville_LLL,#Maria_LLL,4,5,2,48,1213,162,48
#Longaville_LLL,#Princess_LLL,4,5,2,48,1213,162,48
#Longaville_LLL,#Rosaline_LLL,4,5,2,48,1213,162,48
#Maria_LLL,#Princess_LLL,17,5,2,48,1213,162,48
#Maria_LLL,#Rosaline_LLL,18,5,2,48,1213,162,48
#Princess_LLL,#Rosaline_LLL,17,5,2,48,1213,162,48
#Berowne_LLL,#Boyet_LLL,7,5,2,49,208,30,49
#Berowne_LLL,#Costard_LLL,4,5,2,49,208,30,49
#Berowne_LLL,#Dumaine_LLL,11,5,2,49,208,30,49
#Berowne_LLL,#Katherine_LLL,6,5,2,49,208,30,49
#Berowne_LLL,#King_LLL,13,5,2,49,208,30,49
#Berowne_LLL,#Longaville_LLL,12,5,2,49,208,30,49
#Berowne_LLL,#Maria_LLL,6,5,2,49,208,30,49
#Berowne_LLL,#Princess_LLL,6,5,2,49,208,30,49
#Berowne_LLL,#Rosaline_LLL,6,5,2,49,208,30,49
#Boyet_LLL,#Katherine_LLL,15,5,2,49,208,30,49
#Boyet_LLL,#Maria_LLL,17,5,2,49,208,30,49
#Boyet_LLL,#Princess_LLL,15,5,2,49,208,30,49
#Boyet_LLL,#Rosaline_LLL,16,5,2,49,208,30,49
#Costard_LLL,#Boyet_LLL,3,5,2,49,208,30,49
#Costard_LLL,#Katherine_LLL,1,5,2,49,208,30,49
#Costard_LLL,#Maria_LLL,3,5,2,49,208,30,49
#Costard_LLL,#Princess_LLL,1,5,2,49,208,30,49
#Costard_LLL,#Rosaline_LLL,2,5,2,49,208,30,49
#Dumaine_LLL,#Boyet_LLL,6,5,2,49,208,30,49
#Dumaine_LLL,#Costard_LLL,2,5,2,49,208,30,49
#Dumaine_LLL,#Katherine_LLL,5,5,2,49,208,30,49
#Dumaine_LLL,#King_LLL,11,5,2,49,208,30,49
#Dumaine_LLL,#Longaville_LLL,11,5,2,49,208,30,49
#Dumaine_LLL,#Maria_LLL,5,5,2,49,208,30,49
#Dumaine_LLL,#Princess_LLL,5,5,2,49,208,30,49
#Dumaine_LLL,#Rosaline_LLL,5,5,2,49,208,30,49
#Katherine_LLL,#Maria_LLL,18,5,2,49,208,30,49
#Katherine_LLL,#Princess_LLL,18,5,2,49,208,30,49
#Katherine_LLL,#Rosaline_LLL,18,5,2,49,208,30,49
#King_LLL,#Boyet_LLL,5,5,2,49,208,30,49
#King_LLL,#Costard_LLL,2,5,2,49,208,30,49
#King_LLL,#Katherine_LLL,4,5,2,49,208,30,49
#King_LLL,#Longaville_LLL,12,5,2,49,208,30,49
#King_LLL,#Maria_LLL,4,5,2,49,208,30,49
#King_LLL,#Princess_LLL,4,5,2,49,208,30,49
#King_LLL,#Rosaline_LLL,4,5,2,49,208,30,49
#Longaville_LLL,#Boyet_LLL,6,5,2,49,208,30,49
#Longaville_LLL,#Costard_LLL,2,5,2,49,208,30,49
#Longaville_LLL,#Katherine_LLL,5,5,2,49,208,30,49
#Longaville_LLL,#Maria_LLL,5,5,2,49,208,30,49
#Longaville_LLL,#Princess_LLL,5,5,2,49,208,30,49
#Longaville_LLL,#Rosaline_LLL,5,5,2,49,208,30,49
#Maria_LLL,#Princess_LLL,18,5,2,49,208,30,49
#Maria_LLL,#Rosaline_LLL,19,5,2,49,208,30,49
#Princess_LLL,#Rosaline_LLL,18,5,2,49,208,30,49
#Berowne_LLL,#Boyet_LLL,8,5,2,50,94,13,50
#Berowne_LLL,#Dumaine_LLL,12,5,2,50,94,13,50
#Berowne_LLL,#Katherine_LLL,7,5,2,50,94,13,50
#Berowne_LLL,#King_LLL,14,5,2,50,94,13,50
#Berowne_LLL,#Longaville_LLL,13,5,2,50,94,13,50
#Berowne_LLL,#Maria_LLL,7,5,2,50,94,13,50
#Berowne_LLL,#Princess_LLL,7,5,2,50,94,13,50
#Berowne_LLL,#Rosaline_LLL,7,5,2,50,94,13,50
#Boyet_LLL,#Katherine_LLL,16,5,2,50,94,13,50
#Boyet_LLL,#Maria_LLL,18,5,2,50,94,13,50
#Boyet_LLL,#Princess_LLL,16,5,2,50,94,13,50
#Boyet_LLL,#Rosaline_LLL,17,5,2,50,94,13,50
#Dumaine_LLL,#Boyet_LLL,7,5,2,50,94,13,50
#Dumaine_LLL,#Katherine_LLL,6,5,2,50,94,13,50
#Dumaine_LLL,#King_LLL,12,5,2,50,94,13,50
#Dumaine_LLL,#Longaville_LLL,12,5,2,50,94,13,50
#Dumaine_LLL,#Maria_LLL,6,5,2,50,94,13,50
#Dumaine_LLL,#Princess_LLL,6,5,2,50,94,13,50
#Dumaine_LLL,#Rosaline_LLL,6,5,2,50,94,13,50
#Katherine_LLL,#Maria_LLL,19,5,2,50,94,13,50
#Katherine_LLL,#Princess_LLL,19,5,2,50,94,13,50
#Katherine_LLL,#Rosaline_LLL,19,5,2,50,94,13,50
#King_LLL,#Boyet_LLL,6,5,2,50,94,13,50
#King_LLL,#Katherine_LLL,5,5,2,50,94,13,50
#King_LLL,#Longaville_LLL,13,5,2,50,94,13,50
#King_LLL,#Maria_LLL,5,5,2,50,94,13,50
#King_LLL,#Princess_LLL,5,5,2,50,94,13,50
#King_LLL,#Rosaline_LLL,5,5,2,50,94,13,50
#Longaville_LLL,#Boyet_LLL,7,5,2,50,94,13,50
#Longaville_LLL,#Katherine_LLL,6,5,2,50,94,13,50
#Longaville_LLL,#Maria_LLL,6,5,2,50,94,13,50
#Longaville_LLL,#Princess_LLL,6,5,2,50,94,13,50
#Longaville_LLL,#Rosaline_LLL,6,5,2,50,94,13,50
#Maria_LLL,#Princess_LLL,19,5,2,50,94,13,50
#Maria_LLL,#Rosaline_LLL,20,5,2,50,94,13,50
#Princess_LLL,#Rosaline_LLL,19,5,2,50,94,13,50
#Armado_LLL,#Boyet_LLL,0,5,2,51,82,12,51
#Armado_LLL,#Katherine_LLL,0,5,2,51,82,12,51
#Armado_LLL,#Maria_LLL,0,5,2,51,82,12,51
#Armado_LLL,#Princess_LLL,0,5,2,51,82,12,51
#Armado_LLL,#Rosaline_LLL,0,5,2,51,82,12,51
#Berowne_LLL,#Armado_LLL,0,5,2,51,82,12,51
#Berowne_LLL,#Boyet_LLL,9,5,2,51,82,12,51
#Berowne_LLL,#Dumaine_LLL,13,5,2,51,82,12,51
#Berowne_LLL,#Katherine_LLL,8,5,2,51,82,12,51
#Berowne_LLL,#King_LLL,15,5,2,51,82,12,51
#Berowne_LLL,#Longaville_LLL,14,5,2,51,82,12,51
#Berowne_LLL,#Maria_LLL,8,5,2,51,82,12,51
#Berowne_LLL,#Princess_LLL,8,5,2,51,82,12,51
#Berowne_LLL,#Rosaline_LLL,8,5,2,51,82,12,51
#Boyet_LLL,#Katherine_LLL,17,5,2,51,82,12,51
#Boyet_LLL,#Maria_LLL,19,5,2,51,82,12,51
#Boyet_LLL,#Princess_LLL,17,5,2,51,82,12,51
#Boyet_LLL,#Rosaline_LLL,18,5,2,51,82,12,51
#Dumaine_LLL,#Armado_LLL,0,5,2,51,82,12,51
#Dumaine_LLL,#Boyet_LLL,8,5,2,51,82,12,51
#Dumaine_LLL,#Katherine_LLL,7,5,2,51,82,12,51
#Dumaine_LLL,#King_LLL,13,5,2,51,82,12,51
#Dumaine_LLL,#Longaville_LLL,13,5,2,51,82,12,51
#Dumaine_LLL,#Maria_LLL,7,5,2,51,82,12,51
#Dumaine_LLL,#Princess_LLL,7,5,2,51,82,12,51
#Dumaine_LLL,#Rosaline_LLL,7,5,2,51,82,12,51
#Katherine_LLL,#Maria_LLL,20,5,2,51,82,12,51
#Katherine_LLL,#Princess_LLL,20,5,2,51,82,12,51
#Katherine_LLL,#Rosaline_LLL,20,5,2,51,82,12,51
#King_LLL,#Armado_LLL,0,5,2,51,82,12,51
#King_LLL,#Boyet_LLL,7,5,2,51,82,12,51
#King_LLL,#Katherine_LLL,6,5,2,51,82,12,51
#King_LLL,#Longaville_LLL,14,5,2,51,82,12,51
#King_LLL,#Maria_LLL,6,5,2,51,82,12,51
#King_LLL,#Princess_LLL,6,5,2,51,82,12,51
#King_LLL,#Rosaline_LLL,6,5,2,51,82,12,51
#Longaville_LLL,#Armado_LLL,0,5,2,51,82,12,51
#Longaville_LLL,#Boyet_LLL,8,5,2,51,82,12,51
#Longaville_LLL,#Katherine_LLL,7,5,2,51,82,12,51
#Longaville_LLL,#Maria_LLL,7,5,2,51,82,12,51
#Longaville_LLL,#Princess_LLL,7,5,2,51,82,12,51
#Longaville_LLL,#Rosaline_LLL,7,5,2,51,82,12,51
#Maria_LLL,#Princess_LLL,20,5,2,51,82,12,51
#Maria_LLL,#Rosaline_LLL,21,5,2,51,82,12,51
#Princess_LLL,#Rosaline_LLL,20,5,2,51,82,12,51
#Berowne_LLL,#Boyet_LLL,10,5,2,52,106,15,52
#Berowne_LLL,#Dumaine_LLL,14,5,2,52,106,15,52
#Berowne_LLL,#Katherine_LLL,9,5,2,52,106,15,52
#Berowne_LLL,#King_LLL,16,5,2,52,106,15,52
#Berowne_LLL,#Longaville_LLL,15,5,2,52,106,15,52
#Berowne_LLL,#Maria_LLL,9,5,2,52,106,15,52
#Berowne_LLL,#Princess_LLL,9,5,2,52,106,15,52
#Berowne_LLL,#Rosaline_LLL,9,5,2,52,106,15,52
#Boyet_LLL,#Katherine_LLL,18,5,2,52,106,15,52
#Boyet_LLL,#Maria_LLL,20,5,2,52,106,15,52
#Boyet_LLL,#Princess_LLL,18,5,2,52,106,15,52
#Boyet_LLL,#Rosaline_LLL,19,5,2,52,106,15,52
#Dumaine_LLL,#Boyet_LLL,9,5,2,52,106,15,52
#Dumaine_LLL,#Katherine_LLL,8,5,2,52,106,15,52
#Dumaine_LLL,#King_LLL,14,5,2,52,106,15,52
#Dumaine_LLL,#Longaville_LLL,14,5,2,52,106,15,52
#Dumaine_LLL,#Maria_LLL,8,5,2,52,106,15,52
#Dumaine_LLL,#Princess_LLL,8,5,2,52,106,15,52
#Dumaine_LLL,#Rosaline_LLL,8,5,2,52,106,15,52
#Katherine_LLL,#Maria_LLL,21,5,2,52,106,15,52
#Katherine_LLL,#Princess_LLL,21,5,2,52,106,15,52
#Katherine_LLL,#Rosaline_LLL,21,5,2,52,106,15,52
#King_LLL,#Boyet_LLL,8,5,2,52,106,15,52
#King_LLL,#Katherine_LLL,7,5,2,52,106,15,52
#King_LLL,#Longaville_LLL,15,5,2,52,106,15,52
#King_LLL,#Maria_LLL,7,5,2,52,106,15,52
#King_LLL,#Princess_LLL,7,5,2,52,106,15,52
#King_LLL,#Rosaline_LLL,7,5,2,52,106,15,52
#Longaville_LLL,#Boyet_LLL,9,5,2,52,106,15,52
#Longaville_LLL,#Katherine_LLL,8,5,2,52,106,15,52
#Longaville_LLL,#Maria_LLL,8,5,2,52,106,15,52
#Longaville_LLL,#Princess_LLL,8,5,2,52,106,15,52
#Longaville_LLL,#Rosaline_LLL,8,5,2,52,106,15,52
#Maria_LLL,#Princess_LLL,21,5,2,52,106,15,52
#Maria_LLL,#Rosaline_LLL,22,5,2,52,106,15,52
#Princess_LLL,#Rosaline_LLL,21,5,2,52,106,15,52
#Berowne_LLL,#Boyet_LLL,11,5,2,53,125,23,53
#Berowne_LLL,#Costard_LLL,5,5,2,53,125,23,53
#Berowne_LLL,#Dumaine_LLL,15,5,2,53,125,23,53
#Berowne_LLL,#Katherine_LLL,10,5,2,53,125,23,53
#Berowne_LLL,#King_LLL,17,5,2,53,125,23,53
#Berowne_LLL,#Longaville_LLL,16,5,2,53,125,23,53
#Berowne_LLL,#Maria_LLL,10,5,2,53,125,23,53
#Berowne_LLL,#Princess_LLL,10,5,2,53,125,23,53
#Berowne_LLL,#Rosaline_LLL,10,5,2,53,125,23,53
#Boyet_LLL,#Katherine_LLL,19,5,2,53,125,23,53
#Boyet_LLL,#Maria_LLL,21,5,2,53,125,23,53
#Boyet_LLL,#Princess_LLL,19,5,2,53,125,23,53
#Boyet_LLL,#Rosaline_LLL,20,5,2,53,125,23,53
#Costard_LLL,#Boyet_LLL,4,5,2,53,125,23,53
#Costard_LLL,#Katherine_LLL,2,5,2,53,125,23,53
#Costard_LLL,#Maria_LLL,4,5,2,53,125,23,53
#Costard_LLL,#Princess_LLL,2,5,2,53,125,23,53
#Costard_LLL,#Rosaline_LLL,3,5,2,53,125,23,53
#Dumaine_LLL,#Boyet_LLL,10,5,2,53,125,23,53
#Dumaine_LLL,#Costard_LLL,3,5,2,53,125,23,53
#Dumaine_LLL,#Katherine_LLL,9,5,2,53,125,23,53
#Dumaine_LLL,#King_LLL,15,5,2,53,125,23,53
#Dumaine_LLL,#Longaville_LLL,15,5,2,53,125,23,53
#Dumaine_LLL,#Maria_LLL,9,5,2,53,125,23,53
#Dumaine_LLL,#Princess_LLL,9,5,2,53,125,23,53
#Dumaine_LLL,#Rosaline_LLL,9,5,2,53,125,23,53
#Katherine_LLL,#Maria_LLL,22,5,2,53,125,23,53
#Katherine_LLL,#Princess_LLL,22,5,2,53,125,23,53
#Katherine_LLL,#Rosaline_LLL,22,5,2,53,125,23,53
#King_LLL,#Boyet_LLL,9,5,2,53,125,23,53
#King_LLL,#Costard_LLL,3,5,2,53,125,23,53
#King_LLL,#Katherine_LLL,8,5,2,53,125,23,53
#King_LLL,#Longaville_LLL,16,5,2,53,125,23,53
#King_LLL,#Maria_LLL,8,5,2,53,125,23,53
#King_LLL,#Princess_LLL,8,5,2,53,125,23,53
#King_LLL,#Rosaline_LLL,8,5,2,53,125,23,53
#Longaville_LLL,#Boyet_LLL,10,5,2,53,125,23,53
#Longaville_LLL,#Costard_LLL,3,5,2,53,125,23,53
#Longaville_LLL,#Katherine_LLL,9,5,2,53,125,23,53
#Longaville_LLL,#Maria_LLL,9,5,2,53,125,23,53
#Longaville_LLL,#Princess_LLL,9,5,2,53,125,23,53
#Longaville_LLL,#Rosaline_LLL,9,5,2,53,125,23,53
#Maria_LLL,#Princess_LLL,22,5,2,53,125,23,53
#Maria_LLL,#Rosaline_LLL,23,5,2,53,125,23,53
#Princess_LLL,#Rosaline_LLL,22,5,2,53,125,23,53
#Berowne_LLL,#Boyet_LLL,12,5,2,54,142,24,54
#Berowne_LLL,#Costard_LLL,6,5,2,54,142,24,54
#Berowne_LLL,#Dumaine_LLL,16,5,2,54,142,24,54
#Berowne_LLL,#Katherine_LLL,11,5,2,54,142,24,54
#Berowne_LLL,#King_LLL,18,5,2,54,142,24,54
#Berowne_LLL,#Longaville_LLL,17,5,2,54,142,24,54
#Berowne_LLL,#Maria_LLL,11,5,2,54,142,24,54
#Berowne_LLL,#Nathaniel_LLL,0,5,2,54,142,24,54
#Berowne_LLL,#Princess_LLL,11,5,2,54,142,24,54
#Berowne_LLL,#Rosaline_LLL,11,5,2,54,142,24,54
#Boyet_LLL,#Katherine_LLL,20,5,2,54,142,24,54
#Boyet_LLL,#Maria_LLL,22,5,2,54,142,24,54
#Boyet_LLL,#Nathaniel_LLL,0,5,2,54,142,24,54
#Boyet_LLL,#Princess_LLL,20,5,2,54,142,24,54
#Boyet_LLL,#Rosaline_LLL,21,5,2,54,142,24,54
#Costard_LLL,#Boyet_LLL,5,5,2,54,142,24,54
#Costard_LLL,#Katherine_LLL,3,5,2,54,142,24,54
#Costard_LLL,#Maria_LLL,5,5,2,54,142,24,54
#Costard_LLL,#Nathaniel_LLL,2,5,2,54,142,24,54
#Costard_LLL,#Princess_LLL,3,5,2,54,142,24,54
#Costard_LLL,#Rosaline_LLL,4,5,2,54,142,24,54
#Dumaine_LLL,#Boyet_LLL,11,5,2,54,142,24,54
#Dumaine_LLL,#Costard_LLL,4,5,2,54,142,24,54
#Dumaine_LLL,#Katherine_LLL,10,5,2,54,142,24,54
#Dumaine_LLL,#King_LLL,16,5,2,54,142,24,54
#Dumaine_LLL,#Longaville_LLL,16,5,2,54,142,24,54
#Dumaine_LLL,#Maria_LLL,10,5,2,54,142,24,54
#Dumaine_LLL,#Nathaniel_LLL,0,5,2,54,142,24,54
#Dumaine_LLL,#Princess_LLL,10,5,2,54,142,24,54
#Dumaine_LLL,#Rosaline_LLL,10,5,2,54,142,24,54
#Katherine_LLL,#Maria_LLL,23,5,2,54,142,24,54
#Katherine_LLL,#Nathaniel_LLL,0,5,2,54,142,24,54
#Katherine_LLL,#Princess_LLL,23,5,2,54,142,24,54
#Katherine_LLL,#Rosaline_LLL,23,5,2,54,142,24,54
#King_LLL,#Boyet_LLL,10,5,2,54,142,24,54
#King_LLL,#Costard_LLL,4,5,2,54,142,24,54
#King_LLL,#Katherine_LLL,9,5,2,54,142,24,54
#King_LLL,#Longaville_LLL,17,5,2,54,142,24,54
#King_LLL,#Maria_LLL,9,5,2,54,142,24,54
#King_LLL,#Nathaniel_LLL,0,5,2,54,142,24,54
#King_LLL,#Princess_LLL,9,5,2,54,142,24,54
#King_LLL,#Rosaline_LLL,9,5,2,54,142,24,54
#Longaville_LLL,#Boyet_LLL,11,5,2,54,142,24,54
#Longaville_LLL,#Costard_LLL,4,5,2,54,142,24,54
#Longaville_LLL,#Katherine_LLL,10,5,2,54,142,24,54
#Longaville_LLL,#Maria_LLL,10,5,2,54,142,24,54
#Longaville_LLL,#Nathaniel_LLL,0,5,2,54,142,24,54
#Longaville_LLL,#Princess_LLL,10,5,2,54,142,24,54
#Longaville_LLL,#Rosaline_LLL,10,5,2,54,142,24,54
#Maria_LLL,#Nathaniel_LLL,0,5,2,54,142,24,54
#Maria_LLL,#Princess_LLL,23,5,2,54,142,24,54
#Maria_LLL,#Rosaline_LLL,24,5,2,54,142,24,54
#Princess_LLL,#Nathaniel_LLL,0,5,2,54,142,24,54
#Princess_LLL,#Rosaline_LLL,23,5,2,54,142,24,54
#Rosaline_LLL,#Nathaniel_LLL,0,5,2,54,142,24,54
#Berowne_LLL,#Boyet_LLL,13,5,2,55,54,6,55
#Berowne_LLL,#Costard_LLL,7,5,2,55,54,6,55
#Berowne_LLL,#Dumaine_LLL,17,5,2,55,54,6,55
#Berowne_LLL,#Katherine_LLL,12,5,2,55,54,6,55
#Berowne_LLL,#King_LLL,19,5,2,55,54,6,55
#Berowne_LLL,#Longaville_LLL,18,5,2,55,54,6,55
#Berowne_LLL,#Maria_LLL,12,5,2,55,54,6,55
#Berowne_LLL,#Princess_LLL,12,5,2,55,54,6,55
#Berowne_LLL,#Rosaline_LLL,12,5,2,55,54,6,55
#Boyet_LLL,#Katherine_LLL,21,5,2,55,54,6,55
#Boyet_LLL,#Maria_LLL,23,5,2,55,54,6,55
#Boyet_LLL,#Princess_LLL,21,5,2,55,54,6,55
#Boyet_LLL,#Rosaline_LLL,22,5,2,55,54,6,55
#Costard_LLL,#Boyet_LLL,6,5,2,55,54,6,55
#Costard_LLL,#Katherine_LLL,4,5,2,55,54,6,55
#Costard_LLL,#Maria_LLL,6,5,2,55,54,6,55
#Costard_LLL,#Princess_LLL,4,5,2,55,54,6,55
#Costard_LLL,#Rosaline_LLL,5,5,2,55,54,6,55
#Dumaine_LLL,#Boyet_LLL,12,5,2,55,54,6,55
#Dumaine_LLL,#Costard_LLL,5,5,2,55,54,6,55
#Dumaine_LLL,#Katherine_LLL,11,5,2,55,54,6,55
#Dumaine_LLL,#King_LLL,17,5,2,55,54,6,55
#Dumaine_LLL,#Longaville_LLL,17,5,2,55,54,6,55
#Dumaine_LLL,#Maria_LLL,11,5,2,55,54,6,55
#Dumaine_LLL,#Princess_LLL,11,5,2,55,54,6,55
#Dumaine_LLL,#Rosaline_LLL,11,5,2,55,54,6,55
#Katherine_LLL,#Maria_LLL,24,5,2,55,54,6,55
#Katherine_LLL,#Princess_LLL,24,5,2,55,54,6,55
#Katherine_LLL,#Rosaline_LLL,24,5,2,55,54,6,55
#King_LLL,#Boyet_LLL,11,5,2,55,54,6,55
#King_LLL,#Costard_LLL,5,5,2,55,54,6,55
#King_LLL,#Katherine_LLL,10,5,2,55,54,6,55
#King_LLL,#Longaville_LLL,18,5,2,55,54,6,55
#King_LLL,#Maria_LLL,10,5,2,55,54,6,55
#King_LLL,#Princess_LLL,10,5,2,55,54,6,55
#King_LLL,#Rosaline_LLL,10,5,2,55,54,6,55
#Longaville_LLL,#Boyet_LLL,12,5,2,55,54,6,55
#Longaville_LLL,#Costard_LLL,5,5,2,55,54,6,55
#Longaville_LLL,#Katherine_LLL,11,5,2,55,54,6,55
#Longaville_LLL,#Maria_LLL,11,5,2,55,54,6,55
#Longaville_LLL,#Princess_LLL,11,5,2,55,54,6,55
#Longaville_LLL,#Rosaline_LLL,11,5,2,55,54,6,55
#Maria_LLL,#Princess_LLL,24,5,2,55,54,6,55
#Maria_LLL,#Rosaline_LLL,25,5,2,55,54,6,55
#Princess_LLL,#Rosaline_LLL,24,5,2,55,54,6,55
#Berowne_LLL,#Boy_LLL,1,5,2,56,279,49,56
#Berowne_LLL,#Boyet_LLL,14,5,2,56,279,49,56
#Berowne_LLL,#Costard_LLL,8,5,2,56,279,49,56
#Berowne_LLL,#Dumaine_LLL,18,5,2,56,279,49,56
#Berowne_LLL,#Holofernes_LLL,0,5,2,56,279,49,56
#Berowne_LLL,#Katherine_LLL,13,5,2,56,279,49,56
#Berowne_LLL,#King_LLL,20,5,2,56,279,49,56
#Berowne_LLL,#Longaville_LLL,19,5,2,56,279,49,56
#Berowne_LLL,#Maria_LLL,13,5,2,56,279,49,56
#Berowne_LLL,#Princess_LLL,13,5,2,56,279,49,56
#Berowne_LLL,#Rosaline_LLL,13,5,2,56,279,49,56
#Boy_LLL,#Boyet_LLL,1,5,2,56,279,49,56
#Boy_LLL,#Holofernes_LLL,1,5,2,56,279,49,56
#Boy_LLL,#Katherine_LLL,1,5,2,56,279,49,56
#Boy_LLL,#Maria_LLL,1,5,2,56,279,49,56
#Boy_LLL,#Princess_LLL,1,5,2,56,279,49,56
#Boy_LLL,#Rosaline_LLL,1,5,2,56,279,49,56
#Boyet_LLL,#Holofernes_LLL,0,5,2,56,279,49,56
#Boyet_LLL,#Katherine_LLL,22,5,2,56,279,49,56
#Boyet_LLL,#Maria_LLL,24,5,2,56,279,49,56
#Boyet_LLL,#Princess_LLL,22,5,2,56,279,49,56
#Boyet_LLL,#Rosaline_LLL,23,5,2,56,279,49,56
#Costard_LLL,#Boy_LLL,5,5,2,56,279,49,56
#Costard_LLL,#Boyet_LLL,7,5,2,56,279,49,56
#Costard_LLL,#Holofernes_LLL,2,5,2,56,279,49,56
#Costard_LLL,#Katherine_LLL,5,5,2,56,279,49,56
#Costard_LLL,#Maria_LLL,7,5,2,56,279,49,56
#Costard_LLL,#Princess_LLL,5,5,2,56,279,49,56
#Costard_LLL,#Rosaline_LLL,6,5,2,56,279,49,56
#Dumaine_LLL,#Boy_LLL,1,5,2,56,279,49,56
#Dumaine_LLL,#Boyet_LLL,13,5,2,56,279,49,56
#Dumaine_LLL,#Costard_LLL,6,5,2,56,279,49,56
#Dumaine_LLL,#Holofernes_LLL,0,5,2,56,279,49,56
#Dumaine_LLL,#Katherine_LLL,12,5,2,56,279,49,56
#Dumaine_LLL,#King_LLL,18,5,2,56,279,49,56
#Dumaine_LLL,#Longaville_LLL,18,5,2,56,279,49,56
#Dumaine_LLL,#Maria_LLL,12,5,2,56,279,49,56
#Dumaine_LLL,#Princess_LLL,12,5,2,56,279,49,56
#Dumaine_LLL,#Rosaline_LLL,12,5,2,56,279,49,56
#Katherine_LLL,#Holofernes_LLL,0,5,2,56,279,49,56
#Katherine_LLL,#Maria_LLL,25,5,2,56,279,49,56
#Katherine_LLL,#Princess_LLL,25,5,2,56,279,49,56
#Katherine_LLL,#Rosaline_LLL,25,5,2,56,279,49,56
#King_LLL,#Boy_LLL,1,5,2,56,279,49,56
#King_LLL,#Boyet_LLL,12,5,2,56,279,49,56
#King_LLL,#Costard_LLL,6,5,2,56,279,49,56
#King_LLL,#Holofernes_LLL,0,5,2,56,279,49,56
#King_LLL,#Katherine_LLL,11,5,2,56,279,49,56
#King_LLL,#Longaville_LLL,19,5,2,56,279,49,56
#King_LLL,#Maria_LLL,11,5,2,56,279,49,56
#King_LLL,#Princess_LLL,11,5,2,56,279,49,56
#King_LLL,#Rosaline_LLL,11,5,2,56,279,49,56
#Longaville_LLL,#Boy_LLL,1,5,2,56,279,49,56
#Longaville_LLL,#Boyet_LLL,13,5,2,56,279,49,56
#Longaville_LLL,#Costard_LLL,6,5,2,56,279,49,56
#Longaville_LLL,#Holofernes_LLL,0,5,2,56,279,49,56
#Longaville_LLL,#Katherine_LLL,12,5,2,56,279,49,56
#Longaville_LLL,#Maria_LLL,12,5,2,56,279,49,56
