act,scene,stagegroup,node,n_tokens_speaker,n_lines_speaker,n_tokens_onstage,n_lines_onstage
4,4,66,#Widow_AWW,15,3,296,40
4,5,67,#Countess_AWW,49,6,467,63
4,5,67,#Fool_AWW,229,29,467,63
4,5,67,#Lafew_AWW,189,28,467,63
4,5,68,#Countess_AWW,95,13,258,32
4,5,68,#Lafew_AWW,163,19,258,32
4,5,69,#Fool_AWW,82,9,118,13
4,5,69,#Lafew_AWW,36,4,118,13
5,1,70,#Helen_AWW,49,6,49,6
5,1,71,#GENTLEMEN.3_AWW,45,10,256,39
5,1,71,#Helen_AWW,205,28,256,39
5,1,71,#Widow_AWW,6,1,256,39
5,2,72,#Fool_AWW,62,9,128,18
5,2,72,#Parolles_AWW,66,9,128,18
5,2,73,#Fool_AWW,73,8,73,8
5,2,74,#Lafew_AWW,171,20,233,30
5,2,74,#Parolles_AWW,62,10,233,30
5,3,75,#Countess_AWW,34,5,216,31
5,3,75,#King_AWW,118,17,216,31
5,3,75,#Lafew_AWW,64,9,216,31
5,3,76,#ATTENDANTS.KING.0.1_AWW,4,1,4,1
5,3,77,#King_AWW,26,3,35,4
5,3,77,#Lafew_AWW,9,1,35,4
5,3,78,#Bertram_AWW,228,34,802,110
5,3,78,#Countess_AWW,36,5,802,110
5,3,78,#King_AWW,458,60,802,110
5,3,78,#Lafew_AWW,80,11,802,110
5,3,79,#King_AWW,6,1,6,1
5,3,80,#GENTLEMEN.3_AWW,80,11,197,25
5,3,80,#King_AWW,100,12,197,25
5,3,80,#Lafew_AWW,17,2,197,25
5,3,81,#Countess_AWW,5,1,16,3
5,3,81,#King_AWW,11,2,16,3
5,3,82,#King_AWW,24,3,24,3
5,3,83,#Bertram_AWW,195,27,611,85
5,3,83,#Countess_AWW,33,5,611,85
5,3,83,#Diana_AWW,242,33,611,85
5,3,83,#King_AWW,95,14,611,85
5,3,83,#Lafew_AWW,23,3,611,85
5,3,83,#Widow_AWW,23,3,611,85
5,3,84,#Bertram_AWW,9,1,528,72
5,3,84,#Diana_AWW,122,17,528,72
5,3,84,#King_AWW,221,31,528,72
5,3,84,#Lafew_AWW,24,4,528,72
5,3,84,#Parolles_AWW,152,19,528,72
5,3,85,#Diana_AWW,81,11,81,11
5,3,86,#Bertram_AWW,21,3,256,34
5,3,86,#Helen_AWW,99,13,256,34
5,3,86,#King_AWW,100,13,256,34
5,3,86,#Lafew_AWW,36,5,256,34
6,0,87,#Epilogue_AWW,52,6,52,6
1,1,2,#Helen_AWW,0,0,23,4
1,2,7,#ATTENDANTS.KING_AWW,0,0,18,3
1,2,8,#ATTENDANTS.KING_AWW,0,0,91,15
1,2,9,#ATTENDANTS.KING.0.1_AWW,0,0,16,3
1,2,9,#ATTENDANTS.KING_AWW,0,0,16,3
1,2,9,#King_AWW,0,0,16,3
1,2,10,#ATTENDANTS.KING_AWW,0,0,478,65
1,2,10,#Lafew_AWW,0,0,478,65
1,2,10,#Parolles_AWW,0,0,478,65
2,1,14,#ATTENDANTS.KING_AWW,0,0,367,54
2,1,15,#ATTENDANTS.KING_AWW,0,0,94,14
2,1,15,#King_AWW,0,0,94,14
2,1,16,#ATTENDANTS.KING_AWW,0,0,277,39
2,1,17,#ATTENDANTS.KING_AWW,0,0,47,7
2,1,17,#Helen_AWW,0,0,47,7
2,1,18,#ATTENDANTS.KING_AWW,0,0,889,117
2,3,21,#ATTENDANTS.KING_AWW,0,0,93,13
2,3,21,#Bertram_AWW,0,0,93,13
2,3,21,#Helen_AWW,0,0,93,13
2,3,22,#ATTENDANTS.KING_AWW,0,0,1077,145
2,3,22,#Parolles_AWW,0,0,1077,145
2,4,30,#Fool_AWW,0,0,5,1
2,5,34,#Parolles_AWW,0,0,305,44
3,1,36,#SOLDIERS_AWW,0,0,177,27
3,3,42,#Parolles_AWW,0,0,94,14
3,3,42,#SOLDIERS_AWW,0,0,94,14
3,5,44,#CITIZENS_AWW,0,0,241,31
3,5,45,#CITIZENS_AWW,0,0,351,56
3,5,46,#Bertram_AWW,0,0,117,22
3,5,46,#CITIZENS_AWW,0,0,117,22
3,5,46,#SOLDIERS_AWW,0,0,117,22
3,5,47,#CITIZENS_AWW,0,0,76,11
3,5,47,#Mariana_AWW,0,0,76,11
4,1,53,#SOLDIERS_AWW,0,0,181,24
4,1,55,#SOLDIERS_AWW,0,0,24,4
4,1,56,#SOLDIERS_AWW,0,0,26,5
4,3,59,#SOLDIERS.Interpreter_AWW,0,0,570,77
4,3,59,#SOLDIERS_AWW,0,0,570,77
4,3,60,#SOLDIERS.Interpreter_AWW,0,0,64,8
4,3,60,#SOLDIERS_AWW,0,0,64,8
4,3,61,#LORDS.DUMAINE.1_AWW,0,0,151,20
4,3,61,#SOLDIERS.Interpreter_AWW,0,0,151,20
4,3,61,#SOLDIERS_AWW,0,0,151,20
4,3,61,#Servant_AWW,0,0,151,20
4,3,62,#LORDS.DUMAINE.1_AWW,0,0,120,16
4,5,69,#Countess_AWW,0,0,118,13
5,1,70,#ATTENDANTS_AWW,0,0,49,6
5,1,70,#Diana_AWW,0,0,49,6
5,1,70,#Widow_AWW,0,0,49,6
5,1,71,#ATTENDANTS_AWW,0,0,256,39
5,1,71,#Diana_AWW,0,0,256,39
5,2,73,#Lafew_AWW,0,0,73,8
5,2,73,#Parolles_AWW,0,0,73,8
5,3,75,#ATTENDANTS.KING_AWW,0,0,216,31
5,3,75,#LORDS.DUMAINE.1_AWW,0,0,216,31
5,3,75,#LORDS.DUMAINE.2_AWW,0,0,216,31
5,3,76,#ATTENDANTS.KING_AWW,0,0,4,1
5,3,76,#Countess_AWW,0,0,4,1
5,3,76,#King_AWW,0,0,4,1
5,3,76,#LORDS.DUMAINE.1_AWW,0,0,4,1
5,3,76,#LORDS.DUMAINE.2_AWW,0,0,4,1
5,3,76,#Lafew_AWW,0,0,4,1
5,3,77,#ATTENDANTS.KING_AWW,0,0,35,4
5,3,77,#Countess_AWW,0,0,35,4
5,3,77,#LORDS.DUMAINE.1_AWW,0,0,35,4
5,3,77,#LORDS.DUMAINE.2_AWW,0,0,35,4
5,3,78,#ATTENDANTS.KING_AWW,0,0,802,110
5,3,78,#LORDS.DUMAINE.1_AWW,0,0,802,110
5,3,78,#LORDS.DUMAINE.2_AWW,0,0,802,110
5,3,79,#ATTENDANTS.KING_AWW,0,0,6,1
5,3,79,#Countess_AWW,0,0,6,1
5,3,79,#LORDS.DUMAINE.1_AWW,0,0,6,1
5,3,79,#LORDS.DUMAINE.2_AWW,0,0,6,1
5,3,79,#Lafew_AWW,0,0,6,1
5,3,80,#ATTENDANTS.KING_AWW,0,0,197,25
5,3,80,#Countess_AWW,0,0,197,25
5,3,80,#LORDS.DUMAINE.1_AWW,0,0,197,25
5,3,80,#LORDS.DUMAINE.2_AWW,0,0,197,25
5,3,81,#ATTENDANTS.KING_AWW,0,0,16,3
5,3,81,#LORDS.DUMAINE.1_AWW,0,0,16,3
5,3,81,#LORDS.DUMAINE.2_AWW,0,0,16,3
5,3,81,#Lafew_AWW,0,0,16,3
5,3,82,#ATTENDANTS.KING.0.2_AWW,0,0,24,3
5,3,82,#ATTENDANTS.KING_AWW,0,0,24,3
5,3,82,#Bertram_AWW,0,0,24,3
5,3,82,#Countess_AWW,0,0,24,3
5,3,82,#LORDS.DUMAINE.1_AWW,0,0,24,3
5,3,82,#LORDS.DUMAINE.2_AWW,0,0,24,3
5,3,82,#Lafew_AWW,0,0,24,3
5,3,83,#ATTENDANTS.KING.0.2_AWW,0,0,611,85
5,3,83,#ATTENDANTS.KING_AWW,0,0,611,85
5,3,83,#LORDS.DUMAINE.1_AWW,0,0,611,85
5,3,83,#LORDS.DUMAINE.2_AWW,0,0,611,85
5,3,84,#ATTENDANTS.KING.0.2_AWW,0,0,528,72
5,3,84,#ATTENDANTS.KING_AWW,0,0,528,72
5,3,84,#Countess_AWW,0,0,528,72
5,3,84,#LORDS.DUMAINE.1_AWW,0,0,528,72
5,3,84,#LORDS.DUMAINE.2_AWW,0,0,528,72
5,3,84,#Widow_AWW,0,0,528,72
5,3,85,#ATTENDANTS.KING.0.2_AWW,0,0,81,11
5,3,85,#ATTENDANTS.KING_AWW,0,0,81,11
5,3,85,#Bertram_AWW,0,0,81,11
5,3,85,#Countess_AWW,0,0,81,11
5,3,85,#King_AWW,0,0,81,11
5,3,85,#LORDS.DUMAINE.1_AWW,0,0,81,11
5,3,85,#LORDS.DUMAINE.2_AWW,0,0,81,11
5,3,85,#Lafew_AWW,0,0,81,11
5,3,85,#Parolles_AWW,0,0,81,11
5,3,86,#ATTENDANTS.KING.0.2_AWW,0,0,256,34
5,3,86,#ATTENDANTS.KING_AWW,0,0,256,34
5,3,86,#Countess_AWW,0,0,256,34
5,3,86,#Diana_AWW,0,0,256,34
5,3,86,#LORDS.DUMAINE.1_AWW,0,0,256,34
5,3,86,#LORDS.DUMAINE.2_AWW,0,0,256,34
5,3,86,#Parolles_AWW,0,0,256,34
5,3,86,#Widow_AWW,0,0,256,34
