node1,node2,key,act,scene,stagegroup,n_tokens,n_lines,edge_index
#Beatrice_Ado,#Hero_Ado,0,1,1,1,684,93,1
#Beatrice_Ado,#Leonato_Ado,0,1,1,1,684,93,1
#Beatrice_Ado,#MESSENGERS.LEONATO.1_Ado,0,1,1,1,684,93,1
#Hero_Ado,#Leonato_Ado,0,1,1,1,684,93,1
#Hero_Ado,#MESSENGERS.LEONATO.1_Ado,0,1,1,1,684,93,1
#Leonato_Ado,#MESSENGERS.LEONATO.1_Ado,0,1,1,1,684,93,1
#Balthasar_Ado,#Benedick_Ado,0,1,1,2,482,64,2
#Balthasar_Ado,#Claudio_Ado,0,1,1,2,482,64,2
#Balthasar_Ado,#DonJohn_Ado,0,1,1,2,482,64,2
#Balthasar_Ado,#DonPedro_Ado,0,1,1,2,482,64,2
#Beatrice_Ado,#Balthasar_Ado,0,1,1,2,482,64,2
#Beatrice_Ado,#Benedick_Ado,0,1,1,2,482,64,2
#Beatrice_Ado,#Claudio_Ado,0,1,1,2,482,64,2
#Beatrice_Ado,#DonJohn_Ado,0,1,1,2,482,64,2
#Beatrice_Ado,#DonPedro_Ado,0,1,1,2,482,64,2
#Beatrice_Ado,#Hero_Ado,1,1,1,2,482,64,2
#Beatrice_Ado,#Leonato_Ado,1,1,1,2,482,64,2
#Beatrice_Ado,#MESSENGERS.LEONATO.1_Ado,1,1,1,2,482,64,2
#Benedick_Ado,#Claudio_Ado,0,1,1,2,482,64,2
#Benedick_Ado,#DonJohn_Ado,0,1,1,2,482,64,2
#Benedick_Ado,#DonPedro_Ado,0,1,1,2,482,64,2
#Claudio_Ado,#DonJohn_Ado,0,1,1,2,482,64,2
#Claudio_Ado,#DonPedro_Ado,0,1,1,2,482,64,2
#DonJohn_Ado,#DonPedro_Ado,0,1,1,2,482,64,2
#Hero_Ado,#Balthasar_Ado,0,1,1,2,482,64,2
#Hero_Ado,#Benedick_Ado,0,1,1,2,482,64,2
#Hero_Ado,#Claudio_Ado,0,1,1,2,482,64,2
#Hero_Ado,#DonJohn_Ado,0,1,1,2,482,64,2
#Hero_Ado,#DonPedro_Ado,0,1,1,2,482,64,2
#Hero_Ado,#Leonato_Ado,1,1,1,2,482,64,2
#Hero_Ado,#MESSENGERS.LEONATO.1_Ado,1,1,1,2,482,64,2
#Leonato_Ado,#Balthasar_Ado,0,1,1,2,482,64,2
#Leonato_Ado,#Benedick_Ado,0,1,1,2,482,64,2
#Leonato_Ado,#Claudio_Ado,0,1,1,2,482,64,2
#Leonato_Ado,#DonJohn_Ado,0,1,1,2,482,64,2
#Leonato_Ado,#DonPedro_Ado,0,1,1,2,482,64,2
#Leonato_Ado,#MESSENGERS.LEONATO.1_Ado,1,1,1,2,482,64,2
#MESSENGERS.LEONATO.1_Ado,#Balthasar_Ado,0,1,1,2,482,64,2
#MESSENGERS.LEONATO.1_Ado,#Benedick_Ado,0,1,1,2,482,64,2
#MESSENGERS.LEONATO.1_Ado,#Claudio_Ado,0,1,1,2,482,64,2
#MESSENGERS.LEONATO.1_Ado,#DonJohn_Ado,0,1,1,2,482,64,2
#MESSENGERS.LEONATO.1_Ado,#DonPedro_Ado,0,1,1,2,482,64,2
#Benedick_Ado,#Claudio_Ado,1,1,1,3,343,42,3
#Benedick_Ado,#Claudio_Ado,2,1,1,4,644,84,4
#Benedick_Ado,#DonPedro_Ado,1,1,1,4,644,84,4
#Claudio_Ado,#DonPedro_Ado,1,1,1,4,644,84,4
#Claudio_Ado,#DonPedro_Ado,2,1,1,5,319,40,5
#Leonato_Ado,#LeonatosBrother_Ado,0,1,2,6,183,24,6
#ATTENDANTS_Ado,#MUSICIANS.1_Ado,0,1,2,7,32,4,7
#ATTENDANTS_Ado,#Son_Ado,0,1,2,7,32,4,7
#Leonato_Ado,#ATTENDANTS_Ado,0,1,2,7,32,4,7
#Leonato_Ado,#LeonatosBrother_Ado,1,1,2,7,32,4,7
#Leonato_Ado,#MUSICIANS.1_Ado,0,1,2,7,32,4,7
#Leonato_Ado,#Son_Ado,0,1,2,7,32,4,7
#LeonatosBrother_Ado,#ATTENDANTS_Ado,0,1,2,7,32,4,7
#LeonatosBrother_Ado,#MUSICIANS.1_Ado,0,1,2,7,32,4,7
#LeonatosBrother_Ado,#Son_Ado,0,1,2,7,32,4,7
#MUSICIANS.1_Ado,#Son_Ado,0,1,2,7,32,4,7
#DonJohn_Ado,#Conrade_Ado,0,1,3,8,332,38,8
#Conrade_Ado,#Borachio_Ado,0,1,3,9,229,34,9
#DonJohn_Ado,#Borachio_Ado,0,1,3,9,229,34,9
#DonJohn_Ado,#Conrade_Ado,1,1,3,9,229,34,9
#Beatrice_Ado,#Hero_Ado,2,2,1,10,669,83,10
#Beatrice_Ado,#Leonato_Ado,2,2,1,10,669,83,10
#Beatrice_Ado,#LeonatosBrother_Ado,0,2,1,10,669,83,10
#Beatrice_Ado,#Margaret_Ado,0,2,1,10,669,83,10
#Beatrice_Ado,#Ursula_Ado,0,2,1,10,669,83,10
#Hero_Ado,#Leonato_Ado,2,2,1,10,669,83,10
#Hero_Ado,#LeonatosBrother_Ado,0,2,1,10,669,83,10
#Hero_Ado,#Margaret_Ado,0,2,1,10,669,83,10
#Hero_Ado,#Ursula_Ado,0,2,1,10,669,83,10
#Leonato_Ado,#LeonatosBrother_Ado,2,2,1,10,669,83,10
#Leonato_Ado,#Margaret_Ado,0,2,1,10,669,83,10
#Leonato_Ado,#Ursula_Ado,0,2,1,10,669,83,10
#LeonatosBrother_Ado,#Margaret_Ado,0,2,1,10,669,83,10
#LeonatosBrother_Ado,#Ursula_Ado,0,2,1,10,669,83,10
#Margaret_Ado,#Ursula_Ado,0,2,1,10,669,83,10
#Balthasar_Ado,#Antonio_Ado,0,2,1,11,468,69,11
#Balthasar_Ado,#Benedick_Ado,1,2,1,11,468,69,11
#Balthasar_Ado,#Borachio_Ado,0,2,1,11,468,69,11
#Balthasar_Ado,#Claudio_Ado,1,2,1,11,468,69,11
#Balthasar_Ado,#DonJohn_Ado,1,2,1,11,468,69,11
#Balthasar_Ado,#DonPedro_Ado,1,2,1,11,468,69,11
#Balthasar_Ado,#LeonatosBrother_Ado,0,2,1,11,468,69,11
#Balthasar_Ado,#Margaret_Ado,0,2,1,11,468,69,11
#Balthasar_Ado,#Ursula_Ado,0,2,1,11,468,69,11
#Beatrice_Ado,#Antonio_Ado,0,2,1,11,468,69,11
#Beatrice_Ado,#Balthasar_Ado,1,2,1,11,468,69,11
#Beatrice_Ado,#Benedick_Ado,1,2,1,11,468,69,11
#Beatrice_Ado,#Borachio_Ado,0,2,1,11,468,69,11
#Beatrice_Ado,#Claudio_Ado,1,2,1,11,468,69,11
#Beatrice_Ado,#DonJohn_Ado,1,2,1,11,468,69,11
#Beatrice_Ado,#DonPedro_Ado,1,2,1,11,468,69,11
#Beatrice_Ado,#Hero_Ado,3,2,1,11,468,69,11
#Beatrice_Ado,#Leonato_Ado,3,2,1,11,468,69,11
#Beatrice_Ado,#LeonatosBrother_Ado,1,2,1,11,468,69,11
#Beatrice_Ado,#Margaret_Ado,1,2,1,11,468,69,11
#Beatrice_Ado,#Ursula_Ado,1,2,1,11,468,69,11
#Benedick_Ado,#Antonio_Ado,0,2,1,11,468,69,11
#Benedick_Ado,#Borachio_Ado,0,2,1,11,468,69,11
#Benedick_Ado,#Claudio_Ado,3,2,1,11,468,69,11
#Benedick_Ado,#DonJohn_Ado,1,2,1,11,468,69,11
#Benedick_Ado,#DonPedro_Ado,2,2,1,11,468,69,11
#Benedick_Ado,#LeonatosBrother_Ado,0,2,1,11,468,69,11
#Benedick_Ado,#Margaret_Ado,0,2,1,11,468,69,11
#Benedick_Ado,#Ursula_Ado,0,2,1,11,468,69,11
#Borachio_Ado,#Antonio_Ado,0,2,1,11,468,69,11
#Borachio_Ado,#Margaret_Ado,0,2,1,11,468,69,11
#Borachio_Ado,#Ursula_Ado,0,2,1,11,468,69,11
#Claudio_Ado,#Antonio_Ado,0,2,1,11,468,69,11
#Claudio_Ado,#Borachio_Ado,0,2,1,11,468,69,11
#Claudio_Ado,#DonJohn_Ado,1,2,1,11,468,69,11
#Claudio_Ado,#DonPedro_Ado,3,2,1,11,468,69,11
#Claudio_Ado,#LeonatosBrother_Ado,0,2,1,11,468,69,11
#Claudio_Ado,#Margaret_Ado,0,2,1,11,468,69,11
#Claudio_Ado,#Ursula_Ado,0,2,1,11,468,69,11
#DonJohn_Ado,#Antonio_Ado,0,2,1,11,468,69,11
#DonJohn_Ado,#Borachio_Ado,1,2,1,11,468,69,11
#DonJohn_Ado,#DonPedro_Ado,1,2,1,11,468,69,11
#DonJohn_Ado,#LeonatosBrother_Ado,0,2,1,11,468,69,11
#DonJohn_Ado,#Margaret_Ado,0,2,1,11,468,69,11
#DonJohn_Ado,#Ursula_Ado,0,2,1,11,468,69,11
#DonPedro_Ado,#Antonio_Ado,0,2,1,11,468,69,11
#DonPedro_Ado,#Borachio_Ado,0,2,1,11,468,69,11
#DonPedro_Ado,#LeonatosBrother_Ado,0,2,1,11,468,69,11
#DonPedro_Ado,#Margaret_Ado,0,2,1,11,468,69,11
#DonPedro_Ado,#Ursula_Ado,0,2,1,11,468,69,11
#Hero_Ado,#Antonio_Ado,0,2,1,11,468,69,11
#Hero_Ado,#Balthasar_Ado,1,2,1,11,468,69,11
#Hero_Ado,#Benedick_Ado,1,2,1,11,468,69,11
#Hero_Ado,#Borachio_Ado,0,2,1,11,468,69,11
#Hero_Ado,#Claudio_Ado,1,2,1,11,468,69,11
#Hero_Ado,#DonJohn_Ado,1,2,1,11,468,69,11
#Hero_Ado,#DonPedro_Ado,1,2,1,11,468,69,11
#Hero_Ado,#Leonato_Ado,3,2,1,11,468,69,11
#Hero_Ado,#LeonatosBrother_Ado,1,2,1,11,468,69,11
#Hero_Ado,#Margaret_Ado,1,2,1,11,468,69,11
#Hero_Ado,#Ursula_Ado,1,2,1,11,468,69,11
#Leonato_Ado,#Antonio_Ado,0,2,1,11,468,69,11
#Leonato_Ado,#Balthasar_Ado,1,2,1,11,468,69,11
#Leonato_Ado,#Benedick_Ado,1,2,1,11,468,69,11
#Leonato_Ado,#Borachio_Ado,0,2,1,11,468,69,11
#Leonato_Ado,#Claudio_Ado,1,2,1,11,468,69,11
#Leonato_Ado,#DonJohn_Ado,1,2,1,11,468,69,11
#Leonato_Ado,#DonPedro_Ado,1,2,1,11,468,69,11
#Leonato_Ado,#LeonatosBrother_Ado,3,2,1,11,468,69,11
#Leonato_Ado,#Margaret_Ado,1,2,1,11,468,69,11
#Leonato_Ado,#Ursula_Ado,1,2,1,11,468,69,11
#LeonatosBrother_Ado,#Antonio_Ado,0,2,1,11,468,69,11
#LeonatosBrother_Ado,#Borachio_Ado,0,2,1,11,468,69,11
#LeonatosBrother_Ado,#Margaret_Ado,1,2,1,11,468,69,11
#LeonatosBrother_Ado,#Ursula_Ado,1,2,1,11,468,69,11
#Margaret_Ado,#Antonio_Ado,0,2,1,11,468,69,11
#Margaret_Ado,#Ursula_Ado,1,2,1,11,468,69,11
#Ursula_Ado,#Antonio_Ado,0,2,1,11,468,69,11
#Claudio_Ado,#Borachio_Ado,1,2,1,12,119,17,12
#Claudio_Ado,#DonJohn_Ado,2,2,1,12,119,17,12
#DonJohn_Ado,#Borachio_Ado,2,2,1,12,119,17,12
#Benedick_Ado,#Claudio_Ado,4,2,1,14,119,19,14
#Benedick_Ado,#DonPedro_Ado,3,2,1,16,426,50,16
#Hero_Ado,#Benedick_Ado,2,2,1,16,426,50,16
#Hero_Ado,#DonPedro_Ado,2,2,1,16,426,50,16
#Hero_Ado,#Leonato_Ado,4,2,1,16,426,50,16
#Leonato_Ado,#Benedick_Ado,2,2,1,16,426,50,16
#Leonato_Ado,#DonPedro_Ado,2,2,1,16,426,50,16
#Beatrice_Ado,#Benedick_Ado,2,2,1,17,108,13,17
#Beatrice_Ado,#Claudio_Ado,2,2,1,17,108,13,17
#Beatrice_Ado,#DonPedro_Ado,2,2,1,17,108,13,17
#Beatrice_Ado,#Hero_Ado,4,2,1,17,108,13,17
#Beatrice_Ado,#Leonato_Ado,4,2,1,17,108,13,17
#Benedick_Ado,#Claudio_Ado,5,2,1,17,108,13,17
#Benedick_Ado,#DonPedro_Ado,4,2,1,17,108,13,17
#Claudio_Ado,#DonPedro_Ado,4,2,1,17,108,13,17
#Hero_Ado,#Benedick_Ado,3,2,1,17,108,13,17
#Hero_Ado,#Claudio_Ado,2,2,1,17,108,13,17
#Hero_Ado,#DonPedro_Ado,3,2,1,17,108,13,17
#Hero_Ado,#Leonato_Ado,5,2,1,17,108,13,17
#Leonato_Ado,#Benedick_Ado,3,2,1,17,108,13,17
#Leonato_Ado,#Claudio_Ado,2,2,1,17,108,13,17
#Leonato_Ado,#DonPedro_Ado,3,2,1,17,108,13,17
#Beatrice_Ado,#Claudio_Ado,3,2,1,18,491,63,18
#Beatrice_Ado,#DonPedro_Ado,3,2,1,18,491,63,18
#Beatrice_Ado,#Hero_Ado,5,2,1,18,491,63,18
#Beatrice_Ado,#Leonato_Ado,5,2,1,18,491,63,18
#Claudio_Ado,#DonPedro_Ado,5,2,1,18,491,63,18
#Hero_Ado,#Claudio_Ado,3,2,1,18,491,63,18
#Hero_Ado,#DonPedro_Ado,4,2,1,18,491,63,18
#Hero_Ado,#Leonato_Ado,6,2,1,18,491,63,18
#Leonato_Ado,#Claudio_Ado,3,2,1,18,491,63,18
#Leonato_Ado,#DonPedro_Ado,4,2,1,18,491,63,18
#Claudio_Ado,#DonPedro_Ado,6,2,1,19,366,45,19
#Hero_Ado,#Claudio_Ado,4,2,1,19,366,45,19
#Hero_Ado,#DonPedro_Ado,5,2,1,19,366,45,19
#Hero_Ado,#Leonato_Ado,7,2,1,19,366,45,19
#Leonato_Ado,#Claudio_Ado,4,2,1,19,366,45,19
#Leonato_Ado,#DonPedro_Ado,5,2,1,19,366,45,19
#DonJohn_Ado,#Borachio_Ado,3,2,2,20,414,56,20
#Benedick_Ado,#Boy_Ado,0,2,3,22,33,6,22
#Balthasar_Ado,#Benedick_Ado,2,2,3,24,398,58,24
#Balthasar_Ado,#Claudio_Ado,2,2,3,24,398,58,24
#Balthasar_Ado,#DonPedro_Ado,2,2,3,24,398,58,24
#Benedick_Ado,#Claudio_Ado,6,2,3,24,398,58,24
#Benedick_Ado,#DonPedro_Ado,5,2,3,24,398,58,24
#Claudio_Ado,#DonPedro_Ado,7,2,3,24,398,58,24
#Leonato_Ado,#Balthasar_Ado,2,2,3,24,398,58,24
#Leonato_Ado,#Benedick_Ado,4,2,3,24,398,58,24
#Leonato_Ado,#Claudio_Ado,5,2,3,24,398,58,24
#Leonato_Ado,#DonPedro_Ado,6,2,3,24,398,58,24
#Benedick_Ado,#Claudio_Ado,7,2,3,25,964,128,25
#Benedick_Ado,#DonPedro_Ado,6,2,3,25,964,128,25
#Claudio_Ado,#DonPedro_Ado,8,2,3,25,964,128,25
#Leonato_Ado,#Benedick_Ado,5,2,3,25,964,128,25
#Leonato_Ado,#Claudio_Ado,6,2,3,25,964,128,25
#Leonato_Ado,#DonPedro_Ado,7,2,3,25,964,128,25
#Beatrice_Ado,#Benedick_Ado,3,2,3,27,78,10,27
#Hero_Ado,#Margaret_Ado,2,3,1,29,111,14,29
#Hero_Ado,#Ursula_Ado,2,3,1,29,111,14,29
#Margaret_Ado,#Ursula_Ado,2,3,1,29,111,14,29
#Hero_Ado,#Ursula_Ado,3,3,1,30,87,11,30
#Beatrice_Ado,#Hero_Ado,6,3,1,31,640,86,31
#Beatrice_Ado,#Ursula_Ado,2,3,1,31,640,86,31
#Hero_Ado,#Ursula_Ado,4,3,1,31,640,86,31
#Benedick_Ado,#Claudio_Ado,8,3,2,33,524,68,33
#Benedick_Ado,#DonPedro_Ado,7,3,2,33,524,68,33
#Claudio_Ado,#DonPedro_Ado,9,3,2,33,524,68,33
#Leonato_Ado,#Benedick_Ado,6,3,2,33,524,68,33
#Leonato_Ado,#Claudio_Ado,7,3,2,33,524,68,33
#Leonato_Ado,#DonPedro_Ado,8,3,2,33,524,68,33
#Claudio_Ado,#DonPedro_Ado,10,3,2,34,36,4,34
#Claudio_Ado,#DonJohn_Ado,3,3,2,35,362,55,35
#Claudio_Ado,#DonPedro_Ado,11,3,2,35,362,55,35
#DonJohn_Ado,#DonPedro_Ado,2,3,2,35,362,55,35
#Dogberry_Ado,#Verges_Ado,0,3,3,36,743,93,36
#Dogberry_Ado,#WATCHMEN.1_Ado,0,3,3,36,743,93,36
#Dogberry_Ado,#WATCHMEN.2_Ado,0,3,3,36,743,93,36
#Dogberry_Ado,#WATCHMEN.Seacoal_Ado,0,3,3,36,743,93,36
#Verges_Ado,#WATCHMEN.1_Ado,0,3,3,36,743,93,36
#Verges_Ado,#WATCHMEN.2_Ado,0,3,3,36,743,93,36
#Verges_Ado,#WATCHMEN.Seacoal_Ado,0,3,3,36,743,93,36
#WATCHMEN.1_Ado,#WATCHMEN.2_Ado,0,3,3,36,743,93,36
#WATCHMEN.1_Ado,#WATCHMEN.Seacoal_Ado,0,3,3,36,743,93,36
#WATCHMEN.2_Ado,#WATCHMEN.Seacoal_Ado,0,3,3,36,743,93,36
#Borachio_Ado,#WATCHMEN.1_Ado,0,3,3,37,507,74,37
#Borachio_Ado,#WATCHMEN.2_Ado,0,3,3,37,507,74,37
#Borachio_Ado,#WATCHMEN.Seacoal_Ado,0,3,3,37,507,74,37
#Conrade_Ado,#Borachio_Ado,1,3,3,37,507,74,37
#Conrade_Ado,#WATCHMEN.1_Ado,0,3,3,37,507,74,37
#Conrade_Ado,#WATCHMEN.2_Ado,0,3,3,37,507,74,37
#Conrade_Ado,#WATCHMEN.Seacoal_Ado,0,3,3,37,507,74,37
#WATCHMEN.1_Ado,#WATCHMEN.2_Ado,1,3,3,37,507,74,37
#WATCHMEN.1_Ado,#WATCHMEN.Seacoal_Ado,1,3,3,37,507,74,37
#WATCHMEN.2_Ado,#WATCHMEN.Seacoal_Ado,1,3,3,37,507,74,37
#Borachio_Ado,#WATCHMEN.1_Ado,1,3,3,38,31,5,38
#Borachio_Ado,#WATCHMEN.Seacoal_Ado,1,3,3,38,31,5,38
#Conrade_Ado,#Borachio_Ado,2,3,3,38,31,5,38
#Conrade_Ado,#WATCHMEN.1_Ado,1,3,3,38,31,5,38
#Conrade_Ado,#WATCHMEN.Seacoal_Ado,1,3,3,38,31,5,38
#WATCHMEN.1_Ado,#WATCHMEN.Seacoal_Ado,2,3,3,38,31,5,38
#Borachio_Ado,#Dogberry_Ado,0,3,3,39,51,9,39
#Borachio_Ado,#Verges_Ado,0,3,3,39,51,9,39
#Borachio_Ado,#WATCHMEN.1_Ado,2,3,3,39,51,9,39
#Borachio_Ado,#WATCHMEN.2_Ado,1,3,3,39,51,9,39
#Borachio_Ado,#WATCHMEN.Seacoal_Ado,2,3,3,39,51,9,39
#Conrade_Ado,#Borachio_Ado,3,3,3,39,51,9,39
#Conrade_Ado,#Dogberry_Ado,0,3,3,39,51,9,39
#Conrade_Ado,#Verges_Ado,0,3,3,39,51,9,39
#Conrade_Ado,#WATCHMEN.1_Ado,2,3,3,39,51,9,39
#Conrade_Ado,#WATCHMEN.2_Ado,1,3,3,39,51,9,39
#Conrade_Ado,#WATCHMEN.Seacoal_Ado,2,3,3,39,51,9,39
#Dogberry_Ado,#Verges_Ado,1,3,3,39,51,9,39
#Dogberry_Ado,#WATCHMEN.1_Ado,1,3,3,39,51,9,39
#Dogberry_Ado,#WATCHMEN.2_Ado,1,3,3,39,51,9,39
#Dogberry_Ado,#WATCHMEN.Seacoal_Ado,1,3,3,39,51,9,39
#Verges_Ado,#WATCHMEN.1_Ado,1,3,3,39,51,9,39
#Verges_Ado,#WATCHMEN.2_Ado,1,3,3,39,51,9,39
#Verges_Ado,#WATCHMEN.Seacoal_Ado,1,3,3,39,51,9,39
#WATCHMEN.1_Ado,#WATCHMEN.2_Ado,2,3,3,39,51,9,39
#WATCHMEN.1_Ado,#WATCHMEN.Seacoal_Ado,3,3,3,39,51,9,39
#WATCHMEN.2_Ado,#WATCHMEN.Seacoal_Ado,2,3,3,39,51,9,39
#Hero_Ado,#Margaret_Ado,3,3,4,40,20,5,40
#Hero_Ado,#Ursula_Ado,5,3,4,40,20,5,40
#Margaret_Ado,#Ursula_Ado,3,3,4,40,20,5,40
#Hero_Ado,#Margaret_Ado,4,3,4,41,242,33,41
#Beatrice_Ado,#Hero_Ado,7,3,4,42,392,53,42
#Beatrice_Ado,#Margaret_Ado,2,3,4,42,392,53,42
#Hero_Ado,#Margaret_Ado,5,3,4,42,392,53,42
#Beatrice_Ado,#Hero_Ado,8,3,4,43,34,5,43
#Beatrice_Ado,#Margaret_Ado,3,3,4,43,34,5,43
#Beatrice_Ado,#Ursula_Ado,3,3,4,43,34,5,43
#Hero_Ado,#Margaret_Ado,6,3,4,43,34,5,43
#Hero_Ado,#Ursula_Ado,6,3,4,43,34,5,43
#Margaret_Ado,#Ursula_Ado,4,3,4,43,34,5,43
#Dogberry_Ado,#Verges_Ado,2,3,5,44,394,51,44
#Leonato_Ado,#Dogberry_Ado,0,3,5,44,394,51,44
#Leonato_Ado,#Verges_Ado,0,3,5,44,394,51,44
#Dogberry_Ado,#Verges_Ado,3,3,5,45,20,3,45
#Leonato_Ado,#Dogberry_Ado,1,3,5,45,20,3,45
#Leonato_Ado,#MESSENGERS.LEONATO.1_Ado,2,3,5,45,20,3,45
#Leonato_Ado,#Verges_Ado,1,3,5,45,20,3,45
#MESSENGERS.LEONATO.1_Ado,#Dogberry_Ado,0,3,5,45,20,3,45
#MESSENGERS.LEONATO.1_Ado,#Verges_Ado,0,3,5,45,20,3,45
#Dogberry_Ado,#Verges_Ado,4,3,5,46,67,8,46
#ATTENDANTS_Ado,#FriarFrancis_Ado,0,4,1,47,832,117,47
#Beatrice_Ado,#ATTENDANTS_Ado,0,4,1,47,832,117,47
#Beatrice_Ado,#Benedick_Ado,4,4,1,47,832,117,47
#Beatrice_Ado,#Claudio_Ado,4,4,1,47,832,117,47
#Beatrice_Ado,#DonJohn_Ado,2,4,1,47,832,117,47
#Beatrice_Ado,#DonPedro_Ado,4,4,1,47,832,117,47
#Beatrice_Ado,#FriarFrancis_Ado,0,4,1,47,832,117,47
#Beatrice_Ado,#Hero_Ado,9,4,1,47,832,117,47
#Beatrice_Ado,#Leonato_Ado,6,4,1,47,832,117,47
#Benedick_Ado,#ATTENDANTS_Ado,0,4,1,47,832,117,47
#Benedick_Ado,#Claudio_Ado,9,4,1,47,832,117,47
#Benedick_Ado,#DonJohn_Ado,2,4,1,47,832,117,47
#Benedick_Ado,#DonPedro_Ado,8,4,1,47,832,117,47
#Benedick_Ado,#FriarFrancis_Ado,0,4,1,47,832,117,47
#Claudio_Ado,#ATTENDANTS_Ado,0,4,1,47,832,117,47
#Claudio_Ado,#DonJohn_Ado,4,4,1,47,832,117,47
#Claudio_Ado,#DonPedro_Ado,12,4,1,47,832,117,47
#Claudio_Ado,#FriarFrancis_Ado,0,4,1,47,832,117,47
#DonJohn_Ado,#ATTENDANTS_Ado,0,4,1,47,832,117,47
#DonJohn_Ado,#DonPedro_Ado,3,4,1,47,832,117,47
#DonJohn_Ado,#FriarFrancis_Ado,0,4,1,47,832,117,47
#DonPedro_Ado,#ATTENDANTS_Ado,0,4,1,47,832,117,47
#DonPedro_Ado,#FriarFrancis_Ado,0,4,1,47,832,117,47
#Hero_Ado,#ATTENDANTS_Ado,0,4,1,47,832,117,47
#Hero_Ado,#Benedick_Ado,4,4,1,47,832,117,47
#Hero_Ado,#Claudio_Ado,5,4,1,47,832,117,47
#Hero_Ado,#DonJohn_Ado,2,4,1,47,832,117,47
#Hero_Ado,#DonPedro_Ado,6,4,1,47,832,117,47
#Hero_Ado,#FriarFrancis_Ado,0,4,1,47,832,117,47
#Hero_Ado,#Leonato_Ado,8,4,1,47,832,117,47
#Leonato_Ado,#ATTENDANTS_Ado,1,4,1,47,832,117,47
#Leonato_Ado,#Benedick_Ado,7,4,1,47,832,117,47
#Leonato_Ado,#Claudio_Ado,8,4,1,47,832,117,47
#Leonato_Ado,#DonJohn_Ado,2,4,1,47,832,117,47
#Leonato_Ado,#DonPedro_Ado,9,4,1,47,832,117,47
#Leonato_Ado,#FriarFrancis_Ado,0,4,1,47,832,117,47
#ATTENDANTS_Ado,#FriarFrancis_Ado,1,4,1,48,1127,151,48
#Beatrice_Ado,#ATTENDANTS_Ado,1,4,1,48,1127,151,48
#Beatrice_Ado,#Benedick_Ado,5,4,1,48,1127,151,48
#Beatrice_Ado,#FriarFrancis_Ado,1,4,1,48,1127,151,48
#Beatrice_Ado,#Hero_Ado,10,4,1,48,1127,151,48
#Beatrice_Ado,#Leonato_Ado,7,4,1,48,1127,151,48
#Benedick_Ado,#ATTENDANTS_Ado,1,4,1,48,1127,151,48
#Benedick_Ado,#FriarFrancis_Ado,1,4,1,48,1127,151,48
#Hero_Ado,#ATTENDANTS_Ado,1,4,1,48,1127,151,48
#Hero_Ado,#Benedick_Ado,5,4,1,48,1127,151,48
#Hero_Ado,#FriarFrancis_Ado,1,4,1,48,1127,151,48
#Hero_Ado,#Leonato_Ado,9,4,1,48,1127,151,48
#Leonato_Ado,#ATTENDANTS_Ado,2,4,1,48,1127,151,48
#Leonato_Ado,#Benedick_Ado,8,4,1,48,1127,151,48
#Leonato_Ado,#FriarFrancis_Ado,1,4,1,48,1127,151,48
#Beatrice_Ado,#Benedick_Ado,6,4,1,49,580,82,49
#Borachio_Ado,#Dogberry_Ado,1,4,2,50,428,68,50
#Borachio_Ado,#Sexton_Ado,0,4,2,50,428,68,50
#Borachio_Ado,#Verges_Ado,1,4,2,50,428,68,50
#Borachio_Ado,#WATCHMEN.1_Ado,3,4,2,50,428,68,50
#Borachio_Ado,#WATCHMEN.2_Ado,2,4,2,50,428,68,50
#Borachio_Ado,#WATCHMEN.Seacoal_Ado,3,4,2,50,428,68,50
#Conrade_Ado,#Borachio_Ado,4,4,2,50,428,68,50
#Conrade_Ado,#Dogberry_Ado,1,4,2,50,428,68,50
#Conrade_Ado,#Sexton_Ado,0,4,2,50,428,68,50
#Conrade_Ado,#Verges_Ado,1,4,2,50,428,68,50
#Conrade_Ado,#WATCHMEN.1_Ado,3,4,2,50,428,68,50
#Conrade_Ado,#WATCHMEN.2_Ado,2,4,2,50,428,68,50
#Conrade_Ado,#WATCHMEN.Seacoal_Ado,3,4,2,50,428,68,50
#Dogberry_Ado,#Sexton_Ado,0,4,2,50,428,68,50
#Dogberry_Ado,#Verges_Ado,5,4,2,50,428,68,50
#Dogberry_Ado,#WATCHMEN.1_Ado,2,4,2,50,428,68,50
#Dogberry_Ado,#WATCHMEN.2_Ado,2,4,2,50,428,68,50
#Dogberry_Ado,#WATCHMEN.Seacoal_Ado,2,4,2,50,428,68,50
#Verges_Ado,#Sexton_Ado,0,4,2,50,428,68,50
#Verges_Ado,#WATCHMEN.1_Ado,2,4,2,50,428,68,50
#Verges_Ado,#WATCHMEN.2_Ado,2,4,2,50,428,68,50
#Verges_Ado,#WATCHMEN.Seacoal_Ado,2,4,2,50,428,68,50
#WATCHMEN.1_Ado,#Sexton_Ado,0,4,2,50,428,68,50
#WATCHMEN.1_Ado,#WATCHMEN.2_Ado,3,4,2,50,428,68,50
#WATCHMEN.1_Ado,#WATCHMEN.Seacoal_Ado,4,4,2,50,428,68,50
#WATCHMEN.2_Ado,#Sexton_Ado,0,4,2,50,428,68,50
#WATCHMEN.2_Ado,#WATCHMEN.Seacoal_Ado,3,4,2,50,428,68,50
#WATCHMEN.Seacoal_Ado,#Sexton_Ado,0,4,2,50,428,68,50
#Borachio_Ado,#Dogberry_Ado,2,4,2,51,181,21,51
