act,scene,stagegroup,node,n_tokens_speaker,n_lines_speaker,n_tokens_onstage,n_lines_onstage
3,2,31,#Hermione_WT,0,0,15,3
3,2,31,#LADIES_WT,0,0,15,3
3,2,31,#Leontes_WT,0,0,15,3
3,2,31,#OFFICERS.0.1_WT,0,0,15,3
3,2,31,#OFFICERS_WT,0,0,15,3
3,2,31,#Paulina_WT,0,0,15,3
3,2,32,#ATTENDANTS.0.1_WT,0,0,35,5
3,2,32,#ATTENDANTS_WT,0,0,35,5
3,2,32,#LADIES_WT,0,0,35,5
3,2,32,#Leontes_WT,0,0,35,5
3,2,32,#OFFICERS.0.1_WT,0,0,35,5
3,2,32,#Paulina_WT,0,0,35,5
3,2,33,#ATTENDANTS.0.1_WT,0,0,137,21
3,2,33,#LADIES_WT,0,0,137,21
3,2,33,#OFFICERS_WT,0,0,137,21
3,2,33,#Paulina_WT,0,0,137,21
3,2,34,#ATTENDANTS.0.1_WT,0,0,96,17
3,2,34,#ATTENDANTS_WT,0,0,96,17
3,2,34,#Cleomenes_WT,0,0,96,17
3,2,34,#Dion_WT,0,0,96,17
3,2,34,#Hermione_WT,0,0,96,17
3,2,34,#LADIES_WT,0,0,96,17
3,2,34,#OFFICERS.0.1_WT,0,0,96,17
3,2,34,#OFFICERS_WT,0,0,96,17
3,2,35,#ATTENDANTS.0.1_WT,0,0,138,20
3,2,35,#ATTENDANTS_WT,0,0,138,20
3,2,35,#Cleomenes_WT,0,0,138,20
3,2,35,#Dion_WT,0,0,138,20
3,2,35,#LADIES_WT,0,0,138,20
3,2,35,#OFFICERS.0.1_WT,0,0,138,20
3,2,35,#SERVANTS.X.1_WT,0,0,138,20
3,2,36,#ATTENDANTS_WT,0,0,597,80
3,2,36,#Cleomenes_WT,0,0,597,80
3,2,36,#Dion_WT,0,0,597,80
3,2,36,#LADIES_WT,0,0,597,80
3,2,36,#OFFICERS.0.1_WT,0,0,597,80
3,2,36,#SERVANTS.X.1_WT,0,0,597,80
3,3,37,#Perdita.Infant_WT,0,0,120,18
3,3,38,#Perdita.Infant_WT,0,0,346,46
3,3,39,#Perdita.Infant_WT,0,0,174,19
3,3,40,#Perdita.Infant_WT,0,0,508,62
4,4,47,#MUSICIANS_WT,0,0,1044,150
4,4,47,#SERVANTS.SHEPHERD_WT,0,0,1044,150
4,4,47,#SHEPHERDS_WT,0,0,1044,150
4,4,48,#Camillo_WT,0,0,284,37
4,4,48,#Dorcas_WT,0,0,284,37
4,4,48,#Florizell_WT,0,0,284,37
4,4,48,#MUSICIANS_WT,0,0,284,37
4,4,48,#Mopsa_WT,0,0,284,37
4,4,48,#SERVANTS.SHEPHERD_WT,0,0,284,37
4,4,48,#SHEPHERDS_WT,0,0,284,37
4,4,48,#Shepherd_WT,0,0,284,37
4,4,49,#Camillo_WT,0,0,22,3
4,4,49,#Dorcas_WT,0,0,22,3
4,4,49,#Florizell_WT,0,0,22,3
4,4,49,#MUSICIANS_WT,0,0,22,3
4,4,49,#Mopsa_WT,0,0,22,3
4,4,49,#Polixenes_WT,0,0,22,3
4,4,49,#SERVANTS.SHEPHERD_WT,0,0,22,3
4,4,49,#SHEPHERDS_WT,0,0,22,3
4,4,49,#Shepherd_WT,0,0,22,3
4,4,50,#Camillo_WT,0,0,697,104
4,4,50,#Florizell_WT,0,0,697,104
4,4,50,#MUSICIANS_WT,0,0,697,104
4,4,50,#Perdita_WT,0,0,697,104
4,4,50,#Polixenes_WT,0,0,697,104
4,4,50,#SERVANTS.SHEPHERD_WT,0,0,697,104
4,4,50,#SHEPHERDS_WT,0,0,697,104
4,4,50,#Shepherd_WT,0,0,697,104
4,4,51,#Camillo_WT,0,0,51,10
4,4,51,#Florizell_WT,0,0,51,10
4,4,51,#MUSICIANS_WT,0,0,51,10
4,4,51,#Perdita_WT,0,0,51,10
4,4,51,#Polixenes_WT,0,0,51,10
4,4,51,#SERVANTS.SHEPHERD_WT,0,0,51,10
4,4,51,#Shepherd_WT,0,0,51,10
4,4,52,#Camillo_WT,0,0,153,21
4,4,52,#Florizell_WT,0,0,153,21
4,4,52,#MUSICIANS_WT,0,0,153,21
4,4,52,#Perdita_WT,0,0,153,21
4,4,52,#SERVANTS.SHEPHERD_WT,0,0,153,21
4,4,54,#Florizell_WT,0,0,189,28
5,1,60,#SERVANTS_WT,0,0,693,106
5,1,61,#Cleomenes_WT,0,0,243,38
5,1,61,#Dion_WT,0,0,243,38
5,1,61,#SERVANTS_WT,0,0,243,38
5,1,62,#Dion_WT,0,0,72,12
5,1,63,#Cleomenes_WT,0,0,428,62
5,1,63,#Dion_WT,0,0,428,62
5,1,63,#Paulina_WT,0,0,428,62
5,1,63,#Perdita_WT,0,0,428,62
5,1,63,#SERVANTS_WT,0,0,428,62
5,1,64,#Cleomenes_WT,0,0,462,69
5,1,64,#Dion_WT,0,0,462,69
5,1,64,#SERVANTS_WT,0,0,462,69
5,2,66,#Autolycus_WT,0,0,43,6
5,2,67,#Autolycus_WT,0,0,752,93
5,3,70,#ATTENDANTS_WT,0,0,168,23
5,3,70,#Camillo_WT,0,0,168,23
5,3,70,#Florizell_WT,0,0,168,23
5,3,70,#Perdita_WT,0,0,168,23
5,3,70,#Polixenes_WT,0,0,168,23
5,3,71,#ATTENDANTS_WT,0,0,1118,169
5,3,71,#Florizell_WT,0,0,1118,169
