source,target,key,n_lines,n_tokens,edge_index,edge_type
#SERVANTS.CHIEFJUSTICE.1_2H4,1.02.0009,2,1,3,52,active
1.02.0009,#ChiefJustice_2H4,4,1,3,52,passive
1.02.0009,#Falstaff_1H4,6,1,3,52,passive
1.02.0009,#SERVANTS.FALSTAFF.1_2H4,6,1,3,52,passive
#Falstaff_1H4,1.02.0009,1,1,6,53,active
1.02.0009,#ChiefJustice_2H4,5,1,6,53,passive
1.02.0009,#SERVANTS.CHIEFJUSTICE.1_2H4,5,1,6,53,passive
1.02.0009,#SERVANTS.FALSTAFF.1_2H4,7,1,6,53,passive
#SERVANTS.FALSTAFF.1_2H4,1.02.0009,1,1,8,54,active
1.02.0009,#ChiefJustice_2H4,6,1,8,54,passive
1.02.0009,#Falstaff_1H4,7,1,8,54,passive
1.02.0009,#SERVANTS.CHIEFJUSTICE.1_2H4,6,1,8,54,passive
#ChiefJustice_2H4,1.02.0009,3,3,22,55,active
1.02.0009,#Falstaff_1H4,8,3,22,55,passive
1.02.0009,#SERVANTS.CHIEFJUSTICE.1_2H4,7,3,22,55,passive
1.02.0009,#SERVANTS.FALSTAFF.1_2H4,8,3,22,55,passive
#SERVANTS.CHIEFJUSTICE.1_2H4,1.02.0009,3,1,2,56,active
1.02.0009,#ChiefJustice_2H4,7,1,2,56,passive
1.02.0009,#Falstaff_1H4,9,1,2,56,passive
1.02.0009,#SERVANTS.FALSTAFF.1_2H4,9,1,2,56,passive
#Falstaff_1H4,1.02.0009,2,7,65,57,active
1.02.0009,#ChiefJustice_2H4,8,7,65,57,passive
1.02.0009,#SERVANTS.CHIEFJUSTICE.1_2H4,8,7,65,57,passive
1.02.0009,#SERVANTS.FALSTAFF.1_2H4,10,7,65,57,passive
#SERVANTS.CHIEFJUSTICE.1_2H4,1.02.0009,4,1,4,58,active
1.02.0009,#ChiefJustice_2H4,9,1,4,58,passive
1.02.0009,#Falstaff_1H4,10,1,4,58,passive
1.02.0009,#SERVANTS.FALSTAFF.1_2H4,11,1,4,58,passive
#Falstaff_1H4,1.02.0009,3,3,28,59,active
1.02.0009,#ChiefJustice_2H4,10,3,28,59,passive
1.02.0009,#SERVANTS.CHIEFJUSTICE.1_2H4,9,3,28,59,passive
1.02.0009,#SERVANTS.FALSTAFF.1_2H4,12,3,28,59,passive
#SERVANTS.CHIEFJUSTICE.1_2H4,1.02.0009,5,4,35,60,active
1.02.0009,#ChiefJustice_2H4,11,4,35,60,passive
1.02.0009,#Falstaff_1H4,11,4,35,60,passive
1.02.0009,#SERVANTS.FALSTAFF.1_2H4,13,4,35,60,passive
#Falstaff_1H4,1.02.0009,4,4,39,61,active
1.02.0009,#ChiefJustice_2H4,12,4,39,61,passive
1.02.0009,#SERVANTS.CHIEFJUSTICE.1_2H4,10,4,39,61,passive
1.02.0009,#SERVANTS.FALSTAFF.1_2H4,14,4,39,61,passive
#SERVANTS.CHIEFJUSTICE.1_2H4,1.02.0009,6,1,7,62,active
1.02.0009,#ChiefJustice_2H4,13,1,7,62,passive
1.02.0009,#Falstaff_1H4,12,1,7,62,passive
1.02.0009,#SERVANTS.FALSTAFF.1_2H4,15,1,7,62,passive
#ChiefJustice_2H4,1.02.0009,4,1,7,63,active
1.02.0009,#Falstaff_1H4,13,1,7,63,passive
1.02.0009,#SERVANTS.CHIEFJUSTICE.1_2H4,11,1,7,63,passive
1.02.0009,#SERVANTS.FALSTAFF.1_2H4,16,1,7,63,passive
#Falstaff_1H4,1.02.0009,5,9,76,64,active
1.02.0009,#ChiefJustice_2H4,14,9,76,64,passive
1.02.0009,#SERVANTS.CHIEFJUSTICE.1_2H4,12,9,76,64,passive
1.02.0009,#SERVANTS.FALSTAFF.1_2H4,17,9,76,64,passive
#ChiefJustice_2H4,1.02.0009,5,2,11,65,active
1.02.0009,#Falstaff_1H4,14,2,11,65,passive
1.02.0009,#SERVANTS.CHIEFJUSTICE.1_2H4,13,2,11,65,passive
1.02.0009,#SERVANTS.FALSTAFF.1_2H4,18,2,11,65,passive
#Falstaff_1H4,1.02.0009,6,2,16,66,active
1.02.0009,#ChiefJustice_2H4,15,2,16,66,passive
1.02.0009,#SERVANTS.CHIEFJUSTICE.1_2H4,14,2,16,66,passive
1.02.0009,#SERVANTS.FALSTAFF.1_2H4,19,2,16,66,passive
#ChiefJustice_2H4,1.02.0009,6,2,15,67,active
1.02.0009,#Falstaff_1H4,15,2,15,67,passive
1.02.0009,#SERVANTS.CHIEFJUSTICE.1_2H4,15,2,15,67,passive
1.02.0009,#SERVANTS.FALSTAFF.1_2H4,20,2,15,67,passive
#Falstaff_1H4,1.02.0009,7,2,13,68,active
1.02.0009,#ChiefJustice_2H4,16,2,13,68,passive
1.02.0009,#SERVANTS.CHIEFJUSTICE.1_2H4,16,2,13,68,passive
1.02.0009,#SERVANTS.FALSTAFF.1_2H4,21,2,13,68,passive
#ChiefJustice_2H4,1.02.0009,7,2,12,69,active
1.02.0009,#Falstaff_1H4,16,2,12,69,passive
