tag,type,n,text,xml:id,who,ana,lemma,facs,part,rendition,prev,next,act,scene,onstage,stagegroup_raw,speaker
c,,, ,,,,,,,,,,1,1,#WITCHES.1_Mac #WITCHES.2_Mac #WITCHES.3_Mac,1,
w,,1.1.13,filthy,fs-mac-0001700,,#j,filthy,,,,,,1,1,#WITCHES.1_Mac #WITCHES.2_Mac #WITCHES.3_Mac,1,#WITCHES.1_Mac #WITCHES.2_Mac #WITCHES.3_Mac
c,,, ,,,,,,,,,,1,1,#WITCHES.1_Mac #WITCHES.2_Mac #WITCHES.3_Mac,1,
w,,1.1.13,air,fs-mac-0001720,,#n1,air,,,,,,1,1,#WITCHES.1_Mac #WITCHES.2_Mac #WITCHES.3_Mac,1,#WITCHES.1_Mac #WITCHES.2_Mac #WITCHES.3_Mac
pc,,1.1.13,.,fs-mac-0001730,,,,mac.1.1.0013,,,,,1,1,#WITCHES.1_Mac #WITCHES.2_Mac #WITCHES.3_Mac,1,#WITCHES.1_Mac #WITCHES.2_Mac #WITCHES.3_Mac
stage,exit,SD 1.1.13.1,,stg-0013.1,"{'#WITCHES.2_Mac', '#WITCHES.3_Mac', '#WITCHES.1_Mac'}",,,,,,,,1,1,,2,
w,,SD 1.1.13.1,They,fs-mac-0001740,,,,,,,,,1,1,,2,
c,,, ,,,,,,,,,,1,1,,2,
w,,SD 1.1.13.1,exit,fs-mac-0001760,,,,,,,,,1,1,,2,
pc,,SD 1.1.13.1,.,fs-mac-0001770,,,,,,,,,1,1,,2,
div,scene,2,,,,,,,,,,,1,2,,2,
stage,entrance,SD 1.2.0,,stg-0013.2,"{'#Malcolm_Mac', '#Donalbain_Mac', '#Duncan_Mac', '#ATTENDANTS_Mac', '#Lennox_Mac', '#SOLDIERS.Captain_Mac'}",,,,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,
stage,sound,SD 1.2.0,,snd-0013.2,,alarum,,,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,
w,,SD 1.2.0,Alarum,fs-mac-0001810,,,,,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,
c,,, ,,,,,,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,
w,,SD 1.2.0,within,fs-mac-0001830,,,,,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,
pc,,SD 1.2.0,.,fs-mac-0001840,,,,,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,
c,,, ,,,,,,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,
w,,SD 1.2.0,Enter,fs-mac-0001860,,,,,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,
c,,, ,,,,,,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,
w,,SD 1.2.0,King,fs-mac-0001880,,,,,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,
c,,, ,,,,,,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,
w,,SD 1.2.0,Duncan,fs-mac-0001900,,,,,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,
pc,,SD 1.2.0,",",fs-mac-0001910,,,,,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,
c,,, ,,,,,,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,
w,,SD 1.2.0,Malcolm,fs-mac-0001930,,,,,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,
pc,,SD 1.2.0,",",fs-mac-0001940,,,,,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,
w,,SD 1.2.0,Donalbain,fs-mac-0001950,,,,,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,
pc,,SD 1.2.0,",",fs-mac-0001960,,,,,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,
c,,, ,,,,,,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,
w,,SD 1.2.0,Lennox,fs-mac-0001980,,,,,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,
pc,,SD 1.2.0,",",fs-mac-0001990,,,,,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,
c,,, ,,,,,,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,
w,,SD 1.2.0,with,fs-mac-0002010,,,,,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,
c,,, ,,,,,,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,
w,,SD 1.2.0,Attendants,fs-mac-0002030,,,,,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,
pc,,SD 1.2.0,",",fs-mac-0002040,,,,,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,
c,,, ,,,,,,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,
w,,SD 1.2.0,meeting,fs-mac-0002060,,,,,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,
c,,, ,,,,,,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,
w,,SD 1.2.0,a,fs-mac-0002080,,,,,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,
c,,, ,,,,,,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,
w,,SD 1.2.0,bleeding,fs-mac-0002100,,,,,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,
c,,, ,,,,,,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,
w,,SD 1.2.0,Captain,fs-mac-0002110,,,,,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,
pc,,SD 1.2.0,.,fs-mac-0002120,,,,,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,
sp,,,,sp-0014,{'#Duncan_Mac'},,,,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,#Duncan_Mac
l,,1.2.1,,ftln-0014,,,,,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,#Duncan_Mac
w,,1.2.1,What,fs-mac-0002140,,#crq-q,what,mac.1.2.0018,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,#Duncan_Mac
c,,, ,,,,,,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,
w,,1.2.1,bloody,fs-mac-0002160,,#j,bloody,mac.1.2.0018,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,#Duncan_Mac
c,,, ,,,,,,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,
w,,1.2.1,man,fs-mac-0002180,,#n1,man,mac.1.2.0018,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,#Duncan_Mac
c,,, ,,,,,,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,
w,,1.2.1,is,fs-mac-0002200,,#vvz,be,mac.1.2.0018,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,#Duncan_Mac
c,,, ,,,,,,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,
w,,1.2.1,that,fs-mac-0002220,,#d,that,mac.1.2.0018,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,#Duncan_Mac
pc,,1.2.1,?,fs-mac-0002230,,,,mac.1.2.0018,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,#Duncan_Mac
c,,, ,,,,,,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,
w,,1.2.1,He,fs-mac-0002250,,#pns,he,mac.1.2.0018,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,#Duncan_Mac
c,,, ,,,,,,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,
w,,1.2.1,can,fs-mac-0002270,,#vmb,can,mac.1.2.0018,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,#Duncan_Mac
c,,, ,,,,,,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,
w,,1.2.1,report,fs-mac-0002290,,#vvi,report,mac.1.2.0018,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,#Duncan_Mac
pc,,1.2.1,",",fs-mac-0002300,,,,mac.1.2.0018,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,#Duncan_Mac
l,,1.2.2,,ftln-0015,,,,,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,#Duncan_Mac
w,,1.2.2,As,fs-mac-0002310,,#acp-cs,as,mac.1.2.0019,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,#Duncan_Mac
c,,, ,,,,,,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,
w,,1.2.2,seemeth,fs-mac-0002330,,#vvz,seem,mac.1.2.0019,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,#Duncan_Mac
c,,, ,,,,,,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,
w,,1.2.2,by,fs-mac-0002350,,#acp-p,by,mac.1.2.0019,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,#Duncan_Mac
c,,, ,,,,,,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,
w,,1.2.2,his,fs-mac-0002370,,#po,his,mac.1.2.0019,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,#Duncan_Mac
c,,, ,,,,,,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,
w,,1.2.2,plight,fs-mac-0002390,,#n1,plight,mac.1.2.0019,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,#Duncan_Mac
pc,,1.2.2,",",fs-mac-0002400,,,,mac.1.2.0019,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,#Duncan_Mac
c,,, ,,,,,,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,
w,,1.2.2,of,fs-mac-0002420,,#acp-p,of,mac.1.2.0019,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,#Duncan_Mac
c,,, ,,,,,,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,
w,,1.2.2,the,fs-mac-0002440,,#d,the,mac.1.2.0019,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,#Duncan_Mac
c,,, ,,,,,,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,
w,,1.2.2,revolt,fs-mac-0002460,,#n1,revolt,mac.1.2.0019,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,#Duncan_Mac
l,,1.2.3,,ftln-0016,,,,,I,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,#Duncan_Mac
w,,1.2.3,The,fs-mac-0002470,,#d,the,mac.1.2.0020,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,#Duncan_Mac
c,,, ,,,,,,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,
w,,1.2.3,newest,fs-mac-0002490,,#j-s,new,mac.1.2.0020,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,#Duncan_Mac
c,,, ,,,,,,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,
w,,1.2.3,state,fs-mac-0002510,,#n1,state,mac.1.2.0020,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,#Duncan_Mac
pc,,1.2.3,.,fs-mac-0002520,,,,mac.1.2.0020,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,#Duncan_Mac
sp,,,,sp-0017,{'#Malcolm_Mac'},,,,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,#Malcolm_Mac
l,,1.2.4,,ftln-0017,,,,,F,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,#Malcolm_Mac
w,,1.2.4,This,fs-mac-0002540,,#d,this,mac.1.2.0021,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,#Malcolm_Mac
c,,, ,,,,,,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,
w,,1.2.4,is,fs-mac-0002560,,#vvz,be,mac.1.2.0021,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,#Malcolm_Mac
c,,, ,,,,,,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,
w,,1.2.4,the,fs-mac-0002580,,#d,the,mac.1.2.0021,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,#Malcolm_Mac
c,,, ,,,,,,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,
w,,1.2.4,sergeant,fs-mac-0002600,,#n1,sergeant,mac.1.2.0021,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,#Malcolm_Mac
l,,1.2.5,,ftln-0018,,,,,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,#Malcolm_Mac
w,,1.2.5,Who,fs-mac-0002610,,#crq-r,who,mac.1.2.0022,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,#Malcolm_Mac
pc,,1.2.5,",",fs-mac-0002620,,,,,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,#Malcolm_Mac
c,,, ,,,,,,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,
w,,1.2.5,like,fs-mac-0002640,,#acp-p,like,mac.1.2.0022,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,#Malcolm_Mac
c,,, ,,,,,,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,
w,,1.2.5,a,fs-mac-0002660,,#d,a,mac.1.2.0022,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,#Malcolm_Mac
c,,, ,,,,,,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,
w,,1.2.5,good,fs-mac-0002680,,#j,good,mac.1.2.0022,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,#Malcolm_Mac
c,,, ,,,,,,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,
w,,1.2.5,and,fs-mac-0002700,,#cc,and,mac.1.2.0022,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,#Malcolm_Mac
c,,, ,,,,,,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,
w,,1.2.5,hardy,fs-mac-0002720,,#j,hardy,,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,#Malcolm_Mac
c,,, ,,,,,,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,
w,,1.2.5,soldier,fs-mac-0002740,,#n1,soldier,,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,#Malcolm_Mac
pc,,1.2.5,",",fs-mac-0002750,,,,,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,#Malcolm_Mac
c,,, ,,,,,,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,
w,,1.2.5,fought,fs-mac-0002770,,#vvd,fight,mac.1.2.0022,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,#Malcolm_Mac
l,,1.2.6,,ftln-0019,,,,,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,#Malcolm_Mac
w,,1.2.6,’Gainst,fs-mac-0002780,,#acp-p,against,mac.1.2.0023,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,#Malcolm_Mac
c,,, ,,,,,,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,
w,,1.2.6,my,fs-mac-0002800,,#po,my,mac.1.2.0023,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,#Malcolm_Mac
c,,, ,,,,,,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,
w,,1.2.6,captivity,fs-mac-0002820,,#n1,captivity,mac.1.2.0023,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,#Malcolm_Mac
pc,,1.2.6,.,fs-mac-0002830,,,,mac.1.2.0023,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,#Malcolm_Mac
pc,,1.2.6,—,fs-mac-0002840,,,,,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,#Malcolm_Mac
w,,1.2.6,Hail,fs-mac-0002850,,#uh_v,hail,,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,#Malcolm_Mac
pc,,1.2.6,",",fs-mac-0002860,,,,,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,#Malcolm_Mac
c,,, ,,,,,,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,
w,,1.2.6,brave,fs-mac-0002880,,#j,brave,,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,#Malcolm_Mac
c,,, ,,,,,,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,
w,,1.2.6,friend,fs-mac-0002900,,#n1,friend,mac.1.2.0023,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,#Malcolm_Mac
pc,,1.2.6,!,fs-mac-0002910,,,,mac.1.2.0023,,,,,1,2,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,3,#Malcolm_Mac
